"District","Date","County","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Clyde Cisd (30902)","2020-10-11","Callahan,Coleman,Jones,Shackelford,Taylor",1395,1255,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2
"Baird ISD (30903)","2020-10-11","Callahan,Coleman,Eastland,Shackelford",268,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eula ISD (30906)","2020-10-11","Callahan,Shackelford,Taylor",459,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University Of Texas Rio Grande Valley (31505)","2020-10-11","Cameron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brownsville ISD (31901)","2020-10-11","Cameron",40121,283,5,6,7,0,0,18,0,14,9,21,119,63,77,23
"Harlingen Cisd (31903)","2020-10-11","Cameron,Willacy",17806,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Feria ISD (31905)","2020-10-11","Cameron,Hidalgo",3078,921,NA,NA,NA,NA,NA,NA,NA,0,0,0,15,2,13,0
"Los Fresnos Cisd (31906)","2020-10-11","Cameron,Willacy",10398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Point Isabel ISD (31909)","2020-10-11","Cameron,Willacy",2064,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Hondo ISD (31911)","2020-10-11","Cameron,Willacy",2127,404,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,2,0
"San Benito Cisd (31912)","2020-10-11","Cameron",9719,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Maria ISD (31913)","2020-10-11","Cameron,Hidalgo",572,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Rosa ISD (31914)","2020-10-11","Cameron,Hidalgo",911,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Texas ISD (31916)","2020-10-11","Cameron",4208,79,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,2,1
"Pittsburg ISD (32902)","2020-10-11","Camp,Franklin,Morris,Titus,Upshur,Wood",2395,2059,0,0,1,1,0,1,1,3,0,11,8,1,7,14
"Groom ISD (33901)","2020-10-11","Armstrong,Carson,Donley,Gray",141,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panhandle ISD (33902)","2020-10-11","Armstrong,Carson,Hutchinson,Moore,Potter,Randall",681,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White Deer ISD (33904)","2020-10-11","Carson,Gray,Hutchinson,Roberts",352,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlanta ISD (34901)","2020-10-11","Bowie,Cass",1840,1634,0,0,0,3,0,3,0,3,2,17,16,0,14,24
"Avinger ISD (34902)","2020-10-11","Cass,Marion,Morris",140,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hughes Springs ISD (34903)","2020-10-11","Cass,Morris",1118,1083,0,0,0,4,1,1,2,1,0,4,4,1,6,2
"Linden-Kildare Cisd (34905)","2020-10-11","Cass,Marion",628,570,NA,NA,NA,NA,NA,NA,NA,0,0,5,5,0,2,8
"Mcleod ISD (34906)","2020-10-11","Cass,Marion",407,381,0,0,1,1,0,1,1,0,2,9,8,1,15,3
"Queen City ISD (34907)","2020-10-11","Bowie,Cass",952,874,1,0,5,4,0,1,9,1,0,14,23,2,10,26
"Bloomburg ISD (34909)","2020-10-11","Cass",251,251,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,0,5,0
"Dimmitt ISD (35901)","2020-10-11","Castro,Deaf Smith,Parmer,Randall",1200,1125,0,0,0,3,0,0,3,0,2,8,4,0,2,12
"Hart ISD (35902)","2020-10-11","Castro,Hale,Lamb,Swisher",201,185,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Nazareth ISD (35903)","2020-10-11","Castro,Swisher",249,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anahuac ISD (36901)","2020-10-11","Chambers,Galveston,Liberty",1320,1138,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Barbers Hill ISD (36902)","2020-10-11","Chambers,Galveston,Harris,Liberty",6417,5802,2,0,4,4,0,10,0,3,2,12,11,0,28,0
"East Chambers ISD (36903)","2020-10-11","Chambers,Galveston,Jefferson,Liberty",1500,1040,NA,NA,NA,NA,NA,NA,NA,3,3,7,13,7,7,12
"Alto ISD (37901)","2020-10-11","Anderson,Cherokee,Houston,Nacogdoches",636,527,NA,NA,NA,NA,NA,NA,NA,0,2,8,3,0,1,12
"Jacksonville ISD (37904)","2020-10-11","Anderson,Cherokee",4749,3910,0,1,2,8,0,4,7,10,6,38,30,3,45,36
"Rusk ISD (37907)","2020-10-11","Anderson,Cherokee,Nacogdoches,Rusk",1993,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Summerfield ISD (37908)","2020-10-11","Cherokee,Rusk",537,496,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,1,3
"Wells ISD (37909)","2020-10-11","Angelina,Cherokee,Houston,Nacogdoches",267,231,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,1,1
"Childress ISD (38901)","2020-10-11","Childress,Cottle,Foard,Hall,Hardeman",1006,937,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Henrietta ISD (39902)","2020-10-11","Archer,Clay,Wichita",921,780,0,2,0,0,1,0,1,0,3,7,2,1,0,11
"Petrolia Cisd (39903)","2020-10-11","Clay,Wichita",441,439,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Bellevue ISD (39904)","2020-10-11","Clay,Montague",136,128,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"Midway ISD (39905)","2020-10-11","Archer,Clay,Jack",132,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morton ISD (40901)","2020-10-11","Bailey,Cochran",354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whiteface Cisd (40902)","2020-10-11","Bailey,Cochran,Hockley,Lamb,Terry,Yoakum",343,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronte ISD (41901)","2020-10-11","Coke,Runnels,Tom Green",245,233,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Robert Lee ISD (41902)","2020-10-11","Coke,Mitchell,Nolan,Sterling,Tom Green",256,247,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Coleman ISD (42901)","2020-10-11","Brown,Callahan,Coleman,Runnels,Taylor",843,776,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,3,1
"Santa Anna ISD (42903)","2020-10-11","Brown,Coleman,McCulloch",265,248,NA,NA,NA,NA,NA,NA,NA,0,2,6,0,0,8,0
