"Date","County","Race","Fully_Vaccinated","At_Least_One_Vaccinated","All_Vaccinated"
2021-02-21,"Matagorda","Black",56,NA,NA
2021-02-21,"Matagorda","Hispanic",121,NA,NA
2021-02-21,"Matagorda","White",601,NA,NA
2021-02-21,"Matagorda","Other",64,NA,NA
2021-02-21,"Matagorda","Unknown",114,NA,NA
2021-02-28,"Matagorda","Asian",39,80,NA
2021-02-28,"Matagorda","Black",86,178,NA
2021-02-28,"Matagorda","Hispanic",150,300,NA
2021-02-28,"Matagorda","White",724,1328,NA
2021-02-28,"Matagorda","Other",74,138,NA
2021-02-28,"Matagorda","Unknown",205,399,NA
2021-03-07,"Matagorda","Asian",59,97,NA
2021-03-07,"Matagorda","Black",116,262,NA
2021-03-07,"Matagorda","Hispanic",206,456,NA
2021-03-07,"Matagorda","White",946,1774,NA
2021-03-07,"Matagorda","Other",89,169,NA
2021-03-07,"Matagorda","Unknown",216,412,NA
2021-03-07,"Matagorda","Asian",59,97,NA
2021-03-07,"Matagorda","Black",116,262,NA
2021-03-07,"Matagorda","Hispanic",206,456,NA
2021-03-07,"Matagorda","White",946,1774,NA
2021-03-07,"Matagorda","Other",89,169,NA
2021-03-07,"Matagorda","Unknown",216,412,NA
2021-02-14,"Maverick","Asian",2,NA,NA
2021-02-14,"Maverick","Black",2,NA,NA
2021-02-14,"Maverick","Hispanic",32,NA,NA
2021-02-14,"Maverick","White",217,NA,NA
2021-02-14,"Maverick","Other",290,NA,NA
2021-02-14,"Maverick","Unknown",345,NA,NA
2021-02-21,"Maverick","Asian",3,NA,NA
2021-02-21,"Maverick","Black",2,NA,NA
2021-02-21,"Maverick","Hispanic",63,NA,NA
2021-02-21,"Maverick","White",272,NA,NA
2021-02-21,"Maverick","Other",313,NA,NA
2021-02-21,"Maverick","Unknown",432,NA,NA
2021-02-28,"Maverick","Asian",4,14,NA
2021-02-28,"Maverick","Black",2,5,NA
2021-02-28,"Maverick","Hispanic",123,2170,NA
2021-02-28,"Maverick","White",323,903,NA
2021-02-28,"Maverick","Other",400,616,NA
2021-02-28,"Maverick","Unknown",559,1888,NA
2021-03-07,"Maverick","Asian",7,17,NA
2021-03-07,"Maverick","Black",2,5,NA
2021-03-07,"Maverick","Hispanic",311,2938,NA
2021-03-07,"Maverick","White",355,1344,NA
2021-03-07,"Maverick","Other",442,658,NA
2021-03-07,"Maverick","Unknown",641,2087,NA
2021-03-07,"Maverick","Asian",7,17,NA
2021-03-07,"Maverick","Black",2,5,NA
2021-03-07,"Maverick","Hispanic",311,2938,NA
2021-03-07,"Maverick","White",355,1344,NA
2021-03-07,"Maverick","Other",442,658,NA
2021-03-07,"Maverick","Unknown",641,2087,NA
2021-02-14,"McCulloch","Black",0,NA,NA
2021-02-14,"McCulloch","Hispanic",7,NA,NA
2021-02-14,"McCulloch","White",36,NA,NA
2021-02-14,"McCulloch","Other",2,NA,NA
2021-02-14,"McCulloch","Unknown",57,NA,NA
2021-02-21,"McCulloch","Black",1,NA,NA
2021-02-21,"McCulloch","Hispanic",9,NA,NA
2021-02-21,"McCulloch","White",72,NA,NA
2021-02-21,"McCulloch","Other",3,NA,NA
2021-02-21,"McCulloch","Unknown",88,NA,NA
2021-02-28,"McCulloch","Black",1,18,NA
2021-02-28,"McCulloch","Hispanic",14,59,NA
2021-02-28,"McCulloch","White",126,678,NA
2021-02-28,"McCulloch","Other",4,9,NA
2021-02-28,"McCulloch","Unknown",169,211,NA
2021-03-07,"McCulloch","Black",7,18,NA
2021-03-07,"McCulloch","Hispanic",29,71,NA
2021-03-07,"McCulloch","White",272,756,NA
2021-03-07,"McCulloch","Other",5,10,NA
2021-03-07,"McCulloch","Unknown",176,209,NA
2021-03-07,"McCulloch","Black",7,18,NA
2021-03-07,"McCulloch","Hispanic",29,71,NA
2021-03-07,"McCulloch","White",272,756,NA
2021-03-07,"McCulloch","Other",5,10,NA
2021-03-07,"McCulloch","Unknown",176,209,NA
2021-02-14,"McLennan","Asian",71,NA,NA
2021-02-14,"McLennan","Black",135,NA,NA
2021-02-14,"McLennan","Hispanic",250,NA,NA
2021-02-14,"McLennan","White",1891,NA,NA
2021-02-14,"McLennan","Other",273,NA,NA
2021-02-14,"McLennan","Unknown",2222,NA,NA
2021-02-21,"McLennan","Asian",112,NA,NA
2021-02-21,"McLennan","Black",377,NA,NA
2021-02-21,"McLennan","Hispanic",584,NA,NA
2021-02-21,"McLennan","White",4961,NA,NA
2021-02-21,"McLennan","Other",560,NA,NA
2021-02-21,"McLennan","Unknown",3837,NA,NA
2021-02-28,"McLennan","Asian",154,352,NA
2021-02-28,"McLennan","Black",616,1824,NA
2021-02-28,"McLennan","Hispanic",940,2467,NA
2021-02-28,"McLennan","White",7120,15212,NA
2021-02-28,"McLennan","Other",776,1515,NA
2021-02-28,"McLennan","Unknown",5243,8688,NA
2021-03-07,"McLennan","Asian",198,403,NA
2021-03-07,"McLennan","Black",1053,2204,NA
2021-03-07,"McLennan","Hispanic",1519,3071,NA
2021-03-07,"McLennan","White",9492,17708,NA
2021-03-07,"McLennan","Other",927,1640,NA
2021-03-07,"McLennan","Unknown",6182,8447,NA
2021-03-07,"McLennan","Asian",198,403,NA
2021-03-07,"McLennan","Black",1053,2204,NA
2021-03-07,"McLennan","Hispanic",1519,3071,NA
2021-03-07,"McLennan","White",9492,17708,NA
2021-03-07,"McLennan","Other",927,1640,NA
2021-03-07,"McLennan","Unknown",6182,8447,NA
2021-02-14,"McMullen","Black",0,NA,NA
2021-02-14,"McMullen","Hispanic",0,NA,NA
2021-02-14,"McMullen","White",1,NA,NA
2021-02-14,"McMullen","Other",0,NA,NA
2021-02-14,"McMullen","Unknown",4,NA,NA
2021-02-21,"McMullen","Black",0,NA,NA
2021-02-21,"McMullen","Hispanic",0,NA,NA
2021-02-21,"McMullen","White",1,NA,NA
2021-02-21,"McMullen","Other",0,NA,NA
2021-02-21,"McMullen","Unknown",7,NA,NA
2021-02-28,"McMullen","Black",0,2,NA
2021-02-28,"McMullen","Hispanic",1,6,NA
2021-02-28,"McMullen","White",11,42,NA
2021-02-28,"McMullen","Other",1,2,NA
2021-02-28,"McMullen","Unknown",31,52,NA
2021-03-07,"McMullen","Hispanic",5,18,NA
2021-03-07,"McMullen","White",25,42,NA
2021-03-07,"McMullen","Other",1,14,NA
2021-03-07,"McMullen","Unknown",41,49,NA
2021-03-07,"McMullen","Hispanic",5,18,NA
2021-03-07,"McMullen","White",25,42,NA
2021-03-07,"McMullen","Other",1,14,NA
2021-03-07,"McMullen","Unknown",41,49,NA
2021-02-14,"Medina","Asian",7,NA,NA
2021-02-14,"Medina","Black",9,NA,NA
2021-02-14,"Medina","Hispanic",139,NA,NA
2021-02-14,"Medina","White",341,NA,NA
2021-02-14,"Medina","Other",86,NA,NA
2021-02-14,"Medina","Unknown",486,NA,NA
2021-02-21,"Medina","Asian",8,NA,NA
2021-02-21,"Medina","Black",14,NA,NA
2021-02-21,"Medina","Hispanic",247,NA,NA
2021-02-21,"Medina","White",535,NA,NA
2021-02-21,"Medina","Other",128,NA,NA
2021-02-21,"Medina","Unknown",943,NA,NA
2021-02-28,"Medina","Asian",8,18,NA
2021-02-28,"Medina","Black",16,33,NA
2021-02-28,"Medina","Hispanic",448,1285,NA
2021-02-28,"Medina","White",902,2253,NA
2021-02-28,"Medina","Other",174,476,NA
2021-02-28,"Medina","Unknown",1193,1817,NA
2021-03-07,"Medina","Asian",16,36,NA
2021-03-07,"Medina","Black",25,42,NA
2021-03-07,"Medina","Hispanic",793,1756,NA
2021-03-07,"Medina","White",1369,2887,NA
2021-03-07,"Medina","Other",221,703,NA
2021-03-07,"Medina","Unknown",1290,1900,NA
2021-03-07,"Medina","Asian",16,36,NA
2021-03-07,"Medina","Black",25,42,NA
2021-03-07,"Medina","Hispanic",793,1756,NA
2021-03-07,"Medina","White",1369,2887,NA
2021-03-07,"Medina","Other",221,703,NA
2021-03-07,"Medina","Unknown",1290,1900,NA
2021-02-14,"Menard","Black",0,NA,NA
2021-02-14,"Menard","Hispanic",3,NA,NA
2021-02-14,"Menard","White",57,NA,NA
2021-02-14,"Menard","Other",1,NA,NA
2021-02-14,"Menard","Unknown",3,NA,NA
2021-02-21,"Menard","Black",0,NA,NA
2021-02-21,"Menard","Hispanic",6,NA,NA
2021-02-21,"Menard","White",67,NA,NA
2021-02-21,"Menard","Other",1,NA,NA
2021-02-21,"Menard","Unknown",5,NA,NA
2021-02-28,"Menard","Black",1,1,NA
2021-02-28,"Menard","Hispanic",10,29,NA
2021-02-28,"Menard","White",151,437,NA
2021-02-28,"Menard","Other",1,4,NA
2021-02-28,"Menard","Unknown",5,45,NA
2021-03-07,"Menard","Black",1,1,NA
2021-03-07,"Menard","Hispanic",17,35,NA
2021-03-07,"Menard","White",213,449,NA
2021-03-07,"Menard","Other",4,5,NA
2021-03-07,"Menard","Unknown",22,53,NA
2021-03-07,"Menard","Black",1,1,NA
2021-03-07,"Menard","Hispanic",17,35,NA
2021-03-07,"Menard","White",213,449,NA
2021-03-07,"Menard","Other",4,5,NA
2021-03-07,"Menard","Unknown",22,53,NA
2021-02-14,"Midland","Asian",160,NA,NA
2021-02-14,"Midland","Black",110,NA,NA
2021-02-14,"Midland","Hispanic",135,NA,NA
2021-02-14,"Midland","White",1652,NA,NA
2021-02-14,"Midland","Other",495,NA,NA
2021-02-14,"Midland","Unknown",920,NA,NA
2021-02-21,"Midland","Asian",238,NA,NA
2021-02-21,"Midland","Black",217,NA,NA
2021-02-21,"Midland","Hispanic",1016,NA,NA
2021-02-21,"Midland","White",4244,NA,NA
2021-02-21,"Midland","Other",621,NA,NA
2021-02-21,"Midland","Unknown",1999,NA,NA
2021-02-28,"Midland","Asian",270,446,NA
2021-02-28,"Midland","Black",328,883,NA
2021-02-28,"Midland","Hispanic",1589,5973,NA
2021-02-28,"Midland","White",5688,11047,NA
2021-02-28,"Midland","Other",805,1445,NA
2021-02-28,"Midland","Unknown",2390,6002,NA
2021-03-07,"Midland","Asian",289,497,NA
2021-03-07,"Midland","Black",395,975,NA
2021-03-07,"Midland","Hispanic",2045,6588,NA
2021-03-07,"Midland","White",6192,11624,NA
2021-03-07,"Midland","Other",826,1502,NA
2021-03-07,"Midland","Unknown",3202,6034,NA
2021-03-07,"Midland","Asian",289,497,NA
2021-03-07,"Midland","Black",395,975,NA
2021-03-07,"Midland","Hispanic",2045,6588,NA
2021-03-07,"Midland","White",6192,11624,NA
2021-03-07,"Midland","Other",826,1502,NA
2021-03-07,"Midland","Unknown",3202,6034,NA
2021-02-14,"Milam","Asian",2,NA,NA
2021-02-14,"Milam","Black",16,NA,NA
2021-02-14,"Milam","Hispanic",36,NA,NA
2021-02-14,"Milam","White",331,NA,NA
2021-02-14,"Milam","Other",13,NA,NA
2021-02-14,"Milam","Unknown",308,NA,NA
2021-02-21,"Milam","Asian",2,NA,NA
2021-02-21,"Milam","Black",27,NA,NA
2021-02-21,"Milam","Hispanic",57,NA,NA
2021-02-21,"Milam","White",474,NA,NA
2021-02-21,"Milam","Other",43,NA,NA
2021-02-21,"Milam","Unknown",572,NA,NA
2021-02-28,"Milam","Asian",2,3,NA
2021-02-28,"Milam","Black",31,71,NA
2021-02-28,"Milam","Hispanic",83,184,NA
2021-02-28,"Milam","White",704,1298,NA
2021-02-28,"Milam","Other",102,147,NA
2021-02-28,"Milam","Unknown",656,821,NA
2021-03-07,"Milam","Asian",2,5,NA
2021-03-07,"Milam","Black",38,118,NA
2021-03-07,"Milam","Hispanic",90,249,NA
2021-03-07,"Milam","White",803,1802,NA
2021-03-07,"Milam","Other",112,164,NA
2021-03-07,"Milam","Unknown",663,823,NA
2021-03-07,"Milam","Asian",2,5,NA
2021-03-07,"Milam","Black",38,118,NA
2021-03-07,"Milam","Hispanic",90,249,NA
2021-03-07,"Milam","White",803,1802,NA
2021-03-07,"Milam","Other",112,164,NA
2021-03-07,"Milam","Unknown",663,823,NA
2021-02-14,"Mills","Hispanic",0,NA,NA
2021-02-14,"Mills","White",34,NA,NA
2021-02-14,"Mills","Other",2,NA,NA
2021-02-14,"Mills","Unknown",148,NA,NA
2021-02-21,"Mills","Asian",0,NA,NA
2021-02-21,"Mills","Hispanic",11,NA,NA
2021-02-21,"Mills","White",102,NA,NA
2021-02-21,"Mills","Other",6,NA,NA
2021-02-21,"Mills","Unknown",176,NA,NA
2021-02-28,"Mills","Asian",0,2,NA
2021-02-28,"Mills","Hispanic",12,17,NA
2021-02-28,"Mills","White",160,379,NA
2021-02-28,"Mills","Other",7,17,NA
2021-02-28,"Mills","Unknown",216,292,NA
2021-03-07,"Mills","Asian",0,2,NA
2021-03-07,"Mills","Hispanic",13,23,NA
2021-03-07,"Mills","White",187,467,NA
2021-03-07,"Mills","Other",8,23,NA
2021-03-07,"Mills","Unknown",219,313,NA
2021-03-07,"Mills","Asian",0,2,NA
2021-03-07,"Mills","Hispanic",13,23,NA
2021-03-07,"Mills","White",187,467,NA
2021-03-07,"Mills","Other",8,23,NA
2021-03-07,"Mills","Unknown",219,313,NA
2021-02-14,"Mitchell","Asian",1,NA,NA
2021-02-14,"Mitchell","Black",1,NA,NA
2021-02-14,"Mitchell","Hispanic",6,NA,NA
2021-02-14,"Mitchell","White",21,NA,NA
2021-02-14,"Mitchell","Other",2,NA,NA
2021-02-14,"Mitchell","Unknown",218,NA,NA
2021-02-21,"Mitchell","Asian",3,NA,NA
2021-02-21,"Mitchell","Black",2,NA,NA
2021-02-21,"Mitchell","Hispanic",28,NA,NA
2021-02-21,"Mitchell","White",69,NA,NA
2021-02-21,"Mitchell","Other",6,NA,NA
2021-02-21,"Mitchell","Unknown",189,NA,NA
2021-02-28,"Mitchell","Asian",3,4,NA
2021-02-28,"Mitchell","Black",2,9,NA
2021-02-28,"Mitchell","Hispanic",35,134,NA
2021-02-28,"Mitchell","White",83,305,NA
2021-02-28,"Mitchell","Other",6,20,NA
2021-02-28,"Mitchell","Unknown",195,254,NA
2021-03-07,"Mitchell","Asian",3,4,NA
2021-03-07,"Mitchell","Black",2,9,NA
2021-03-07,"Mitchell","Hispanic",36,184,NA
2021-03-07,"Mitchell","White",91,381,NA
2021-03-07,"Mitchell","Other",9,25,NA
2021-03-07,"Mitchell","Unknown",203,247,NA
2021-03-07,"Mitchell","Asian",3,4,NA
2021-03-07,"Mitchell","Black",2,9,NA
2021-03-07,"Mitchell","Hispanic",36,184,NA
2021-03-07,"Mitchell","White",91,381,NA
2021-03-07,"Mitchell","Other",9,25,NA
2021-03-07,"Mitchell","Unknown",203,247,NA
2021-02-14,"Montague","Asian",0,NA,NA
2021-02-14,"Montague","Black",0,NA,NA
2021-02-14,"Montague","Hispanic",1,NA,NA
2021-02-14,"Montague","White",74,NA,NA
2021-02-14,"Montague","Other",10,NA,NA
2021-02-14,"Montague","Unknown",210,NA,NA
2021-02-21,"Montague","Asian",2,NA,NA
2021-02-21,"Montague","Black",0,NA,NA
2021-02-21,"Montague","Hispanic",1,NA,NA
2021-02-21,"Montague","White",171,NA,NA
2021-02-21,"Montague","Other",34,NA,NA
2021-02-21,"Montague","Unknown",785,NA,NA
2021-02-28,"Montague","Asian",6,7,NA
2021-02-28,"Montague","Hispanic",14,36,NA
2021-02-28,"Montague","White",579,945,NA
2021-02-28,"Montague","Other",46,88,NA
2021-02-28,"Montague","Unknown",1207,1443,NA
2021-03-07,"Montague","Asian",7,15,NA
2021-03-07,"Montague","Hispanic",22,60,NA
2021-03-07,"Montague","White",720,1221,NA
2021-03-07,"Montague","Other",66,103,NA
2021-03-07,"Montague","Unknown",1336,1443,NA
2021-03-07,"Montague","Asian",7,15,NA
2021-03-07,"Montague","Hispanic",22,60,NA
2021-03-07,"Montague","White",720,1221,NA
2021-03-07,"Montague","Other",66,103,NA
2021-03-07,"Montague","Unknown",1336,1443,NA
2021-02-14,"Montgomery","Asian",667,NA,NA
2021-02-14,"Montgomery","Black",421,NA,NA
2021-02-14,"Montgomery","Hispanic",576,NA,NA
2021-02-14,"Montgomery","White",6713,NA,NA
2021-02-14,"Montgomery","Other",471,NA,NA
2021-02-14,"Montgomery","Unknown",3873,NA,NA
2021-02-21,"Montgomery","Asian",1043,NA,NA
2021-02-21,"Montgomery","Black",682,NA,NA
2021-02-21,"Montgomery","Hispanic",1311,NA,NA
2021-02-21,"Montgomery","White",13936,NA,NA
2021-02-21,"Montgomery","Other",1814,NA,NA
2021-02-21,"Montgomery","Unknown",5749,NA,NA
2021-02-28,"Montgomery","Asian",1273,1998,NA
2021-02-28,"Montgomery","Black",915,1763,NA
2021-02-28,"Montgomery","Hispanic",1962,5120,NA
2021-02-28,"Montgomery","White",19943,36159,NA
2021-02-28,"Montgomery","Other",2560,4351,NA
2021-02-28,"Montgomery","Unknown",6675,11782,NA
2021-03-07,"Montgomery","Asian",1671,2360,NA
2021-03-07,"Montgomery","Black",1248,2201,NA
2021-03-07,"Montgomery","Hispanic",3178,6625,NA
2021-03-07,"Montgomery","White",27699,42459,NA
2021-03-07,"Montgomery","Other",3218,5170,NA
2021-03-07,"Montgomery","Unknown",7198,12140,NA
2021-03-07,"Montgomery","Asian",1671,2360,NA
2021-03-07,"Montgomery","Black",1248,2201,NA
2021-03-07,"Montgomery","Hispanic",3178,6625,NA
2021-03-07,"Montgomery","White",27699,42459,NA
2021-03-07,"Montgomery","Other",3218,5170,NA
2021-03-07,"Montgomery","Unknown",7198,12140,NA
2021-02-14,"Moore","Asian",3,NA,NA
2021-02-14,"Moore","Black",0,NA,NA
2021-02-14,"Moore","Hispanic",46,NA,NA
2021-02-14,"Moore","White",64,NA,NA
2021-02-14,"Moore","Other",81,NA,NA
2021-02-14,"Moore","Unknown",564,NA,NA
2021-02-21,"Moore","Asian",6,NA,NA
2021-02-21,"Moore","Black",1,NA,NA
2021-02-21,"Moore","Hispanic",113,NA,NA
2021-02-21,"Moore","White",114,NA,NA
2021-02-21,"Moore","Other",92,NA,NA
2021-02-21,"Moore","Unknown",694,NA,NA
2021-02-28,"Moore","Asian",8,37,NA
2021-02-28,"Moore","Black",6,25,NA
2021-02-28,"Moore","Hispanic",350,1944,NA
2021-02-28,"Moore","White",280,1038,NA
2021-02-28,"Moore","Other",110,171,NA
2021-02-28,"Moore","Unknown",767,1017,NA
2021-03-07,"Moore","Asian",36,52,NA
2021-03-07,"Moore","Black",22,33,NA
2021-03-07,"Moore","Hispanic",1698,2222,NA
2021-03-07,"Moore","White",955,1121,NA
2021-03-07,"Moore","Other",151,176,NA
2021-03-07,"Moore","Unknown",856,968,NA
2021-03-07,"Moore","Asian",36,52,NA
2021-03-07,"Moore","Black",22,33,NA
2021-03-07,"Moore","Hispanic",1698,2222,NA
2021-03-07,"Moore","White",955,1121,NA
2021-03-07,"Moore","Other",151,176,NA
2021-03-07,"Moore","Unknown",856,968,NA
2021-02-14,"Morris","Black",6,NA,NA
2021-02-14,"Morris","Hispanic",3,NA,NA
2021-02-14,"Morris","White",69,NA,NA
2021-02-14,"Morris","Other",23,NA,NA
2021-02-14,"Morris","Unknown",149,NA,NA
2021-02-21,"Morris","Black",15,NA,NA
2021-02-21,"Morris","Hispanic",2,NA,NA
2021-02-21,"Morris","White",109,NA,NA
2021-02-21,"Morris","Other",27,NA,NA
2021-02-21,"Morris","Unknown",171,NA,NA
2021-02-28,"Morris","Asian",1,2,NA
2021-02-28,"Morris","Black",24,64,NA
2021-02-28,"Morris","Hispanic",4,10,NA
2021-02-28,"Morris","White",168,454,NA
2021-02-28,"Morris","Other",34,58,NA
2021-02-28,"Morris","Unknown",189,316,NA
2021-03-07,"Morris","Asian",1,6,NA
2021-03-07,"Morris","Black",33,112,NA
2021-03-07,"Morris","Hispanic",6,21,NA
2021-03-07,"Morris","White",210,623,NA
2021-03-07,"Morris","Other",36,62,NA
2021-03-07,"Morris","Unknown",206,314,NA
2021-03-07,"Morris","Asian",1,6,NA
2021-03-07,"Morris","Black",33,112,NA
2021-03-07,"Morris","Hispanic",6,21,NA
2021-03-07,"Morris","White",210,623,NA
2021-03-07,"Morris","Other",36,62,NA
2021-03-07,"Morris","Unknown",206,314,NA
2021-02-14,"Motley","Black",0,NA,NA
2021-02-14,"Motley","Hispanic",2,NA,NA
2021-02-14,"Motley","White",12,NA,NA
2021-02-14,"Motley","Other",6,NA,NA
2021-02-14,"Motley","Unknown",20,NA,NA
2021-02-21,"Motley","Black",0,NA,NA
2021-02-21,"Motley","Hispanic",2,NA,NA
2021-02-21,"Motley","White",15,NA,NA
2021-02-21,"Motley","Other",22,NA,NA
2021-02-21,"Motley","Unknown",10,NA,NA
2021-02-28,"Motley","Black",0,1,NA
2021-02-28,"Motley","Hispanic",2,5,NA
2021-02-28,"Motley","White",19,50,NA
2021-02-28,"Motley","Other",22,40,NA
2021-02-28,"Motley","Unknown",10,58,NA
2021-03-07,"Motley","Black",3,3,NA
2021-03-07,"Motley","Hispanic",2,6,NA
2021-03-07,"Motley","White",59,80,NA
2021-03-07,"Motley","Other",24,40,NA
2021-03-07,"Motley","Unknown",12,35,NA
2021-03-07,"Motley","Black",3,3,NA
2021-03-07,"Motley","Hispanic",2,6,NA
2021-03-07,"Motley","White",59,80,NA
2021-03-07,"Motley","Other",24,40,NA
2021-03-07,"Motley","Unknown",12,35,NA
2021-02-14,"Nacogdoches","Asian",8,NA,NA
2021-02-14,"Nacogdoches","Black",41,NA,NA
2021-02-14,"Nacogdoches","Hispanic",30,NA,NA
2021-02-14,"Nacogdoches","White",618,NA,NA
2021-02-14,"Nacogdoches","Other",67,NA,NA
2021-02-14,"Nacogdoches","Unknown",1701,NA,NA
2021-02-21,"Nacogdoches","Asian",33,NA,NA
2021-02-21,"Nacogdoches","Black",163,NA,NA
2021-02-21,"Nacogdoches","Hispanic",77,NA,NA
2021-02-21,"Nacogdoches","White",1355,NA,NA
2021-02-21,"Nacogdoches","Other",121,NA,NA
2021-02-21,"Nacogdoches","Unknown",1966,NA,NA
2021-02-28,"Nacogdoches","Asian",64,85,NA
2021-02-28,"Nacogdoches","Black",291,533,NA
2021-02-28,"Nacogdoches","Hispanic",177,314,NA
2021-02-28,"Nacogdoches","White",2218,3186,NA
2021-02-28,"Nacogdoches","Other",138,263,NA
2021-02-28,"Nacogdoches","Unknown",2146,2684,NA
2021-03-07,"Nacogdoches","Asian",65,142,NA
2021-03-07,"Nacogdoches","Black",326,959,NA
2021-03-07,"Nacogdoches","Hispanic",206,612,NA
2021-03-07,"Nacogdoches","White",2427,5132,NA
2021-03-07,"Nacogdoches","Other",149,313,NA
2021-03-07,"Nacogdoches","Unknown",2307,2686,NA
2021-03-07,"Nacogdoches","Asian",65,142,NA
2021-03-07,"Nacogdoches","Black",326,959,NA
2021-03-07,"Nacogdoches","Hispanic",206,612,NA
2021-03-07,"Nacogdoches","White",2427,5132,NA
2021-03-07,"Nacogdoches","Other",149,313,NA
2021-03-07,"Nacogdoches","Unknown",2307,2686,NA
2021-02-14,"Navarro","Asian",3,NA,NA
2021-02-14,"Navarro","Black",13,NA,NA
2021-02-14,"Navarro","Hispanic",26,NA,NA
2021-02-14,"Navarro","White",348,NA,NA
2021-02-14,"Navarro","Other",60,NA,NA
2021-02-14,"Navarro","Unknown",440,NA,NA
2021-02-21,"Navarro","Asian",3,NA,NA
2021-02-21,"Navarro","Black",17,NA,NA
2021-02-21,"Navarro","Hispanic",38,NA,NA
2021-02-21,"Navarro","White",475,NA,NA
2021-02-21,"Navarro","Other",93,NA,NA
2021-02-21,"Navarro","Unknown",698,NA,NA
2021-02-28,"Navarro","Asian",3,45,NA
2021-02-28,"Navarro","Black",41,383,NA
2021-02-28,"Navarro","Hispanic",79,460,NA
2021-02-28,"Navarro","White",987,3193,NA
2021-02-28,"Navarro","Other",149,355,NA
2021-02-28,"Navarro","Unknown",1817,3245,NA
2021-03-07,"Navarro","Asian",25,112,NA
2021-03-07,"Navarro","Black",133,563,NA
2021-03-07,"Navarro","Hispanic",218,1036,NA
2021-03-07,"Navarro","White",2258,4897,NA
2021-03-07,"Navarro","Other",202,421,NA
2021-03-07,"Navarro","Unknown",1869,2371,NA
2021-03-07,"Navarro","Asian",25,112,NA
2021-03-07,"Navarro","Black",133,563,NA
2021-03-07,"Navarro","Hispanic",218,1036,NA
2021-03-07,"Navarro","White",2258,4897,NA
2021-03-07,"Navarro","Other",202,421,NA
2021-03-07,"Navarro","Unknown",1869,2371,NA
2021-02-14,"Newton","Asian",0,NA,NA
2021-02-14,"Newton","Black",18,NA,NA
2021-02-14,"Newton","Hispanic",1,NA,NA
2021-02-14,"Newton","White",84,NA,NA
2021-02-14,"Newton","Other",1,NA,NA
2021-02-14,"Newton","Unknown",36,NA,NA
2021-02-21,"Newton","Asian",0,NA,NA
2021-02-21,"Newton","Black",38,NA,NA
2021-02-21,"Newton","Hispanic",2,NA,NA
2021-02-21,"Newton","White",173,NA,NA
2021-02-21,"Newton","Other",4,NA,NA
2021-02-21,"Newton","Unknown",108,NA,NA
2021-02-28,"Newton","Asian",1,3,NA
2021-02-28,"Newton","Black",60,249,NA
2021-02-28,"Newton","Hispanic",5,15,NA
2021-02-28,"Newton","White",246,693,NA
2021-02-28,"Newton","Other",11,37,NA
2021-02-28,"Newton","Unknown",310,417,NA
2021-03-07,"Newton","Asian",2,7,NA
2021-03-07,"Newton","Black",139,320,NA
2021-03-07,"Newton","Hispanic",9,19,NA
2021-03-07,"Newton","White",432,852,NA
2021-03-07,"Newton","Other",20,41,NA
2021-03-07,"Newton","Unknown",344,425,NA
2021-03-07,"Newton","Asian",2,7,NA
2021-03-07,"Newton","Black",139,320,NA
2021-03-07,"Newton","Hispanic",9,19,NA
2021-03-07,"Newton","White",432,852,NA
2021-03-07,"Newton","Other",20,41,NA
2021-03-07,"Newton","Unknown",344,425,NA
2021-02-14,"Nolan","Asian",5,NA,NA
2021-02-14,"Nolan","Black",3,NA,NA
2021-02-14,"Nolan","Hispanic",41,NA,NA
2021-02-14,"Nolan","White",222,NA,NA
2021-02-14,"Nolan","Other",22,NA,NA
2021-02-14,"Nolan","Unknown",163,NA,NA
2021-02-21,"Nolan","Asian",6,NA,NA
2021-02-21,"Nolan","Black",9,NA,NA
2021-02-21,"Nolan","Hispanic",86,NA,NA
2021-02-21,"Nolan","White",406,NA,NA
2021-02-21,"Nolan","Other",55,NA,NA
2021-02-21,"Nolan","Unknown",226,NA,NA
2021-02-28,"Nolan","Asian",10,10,NA
2021-02-28,"Nolan","Black",18,19,NA
2021-02-28,"Nolan","Hispanic",162,212,NA
2021-02-28,"Nolan","White",622,741,NA
2021-02-28,"Nolan","Other",93,113,NA
2021-02-28,"Nolan","Unknown",476,692,NA
2021-03-07,"Nolan","Asian",10,11,NA
2021-03-07,"Nolan","Black",23,36,NA
2021-03-07,"Nolan","Hispanic",187,313,NA
2021-03-07,"Nolan","White",673,1005,NA
2021-03-07,"Nolan","Other",100,135,NA
2021-03-07,"Nolan","Unknown",532,698,NA
2021-03-07,"Nolan","Asian",10,11,NA
2021-03-07,"Nolan","Black",23,36,NA
2021-03-07,"Nolan","Hispanic",187,313,NA
2021-03-07,"Nolan","White",673,1005,NA
2021-03-07,"Nolan","Other",100,135,NA
2021-03-07,"Nolan","Unknown",532,698,NA
2021-02-14,"Nueces","Asian",391,NA,NA
2021-02-14,"Nueces","Black",127,NA,NA
2021-02-14,"Nueces","Hispanic",2335,NA,NA
2021-02-14,"Nueces","White",2430,NA,NA
2021-02-14,"Nueces","Other",416,NA,NA
2021-02-14,"Nueces","Unknown",5662,NA,NA
2021-02-21,"Nueces","Asian",575,NA,NA
2021-02-21,"Nueces","Black",269,NA,NA
2021-02-21,"Nueces","Hispanic",7306,NA,NA
2021-02-21,"Nueces","White",4867,NA,NA
2021-02-21,"Nueces","Other",912,NA,NA
