Plant,Date,Viral_Load_PCT,p_value,Trend,Date_First,Date_Last,v1_est,v2_est,Viral_Copies_Log
METRO CENTRAL,2020-08-24,25,,-0.15,2020-08-24,2020-08-26,,,10.5894311286599
SOUTHEAST,2020-08-24,34,,0.13,2020-08-24,2020-08-26,,,11.1395144834194
TURKEY CREEK,2020-08-24,48,,-0.64,2020-08-24,2020-08-26,,,11.1952358659908
UPPER BRAYS,2020-08-24,41,,0.13,2020-08-24,2020-08-26,,,11.5642118392886
BELTWAY,2020-08-24,33,,-0.38,2020-08-24,2020-08-26,,,11.4081058528337
KEEGANS BAYOU,2020-08-24,14,,-0.55,2020-08-24,2020-08-26,,,11.7112631517535
CHOCOLATE BAYOU,2020-08-24,24,,-0.39,2020-08-24,2020-08-26,,,11.0732573934353
TIDWELL TIMBERS,2020-08-24,6,,-0.51,2020-08-24,2020-08-26,,,9.49711811954884
HOMESTEAD,2020-08-24,44,,-1.09,2020-08-24,2020-08-26,,,10.6617911217784
NORTHEAST,2020-08-24,54,,-0.35,2020-08-24,2020-08-26,,,11.1109243980639
KINGWOOD CENTRAL,2020-08-24,31,,-0.23,2020-08-24,2020-08-26,,,10.8343085758428
KINGWOOD WEST,2020-08-24,11,,0.2,2020-08-24,2020-08-26,,,10.0482555252542
MUD203,2020-08-24,19,,-0.63,2020-08-24,2020-08-26,,,10.0034858606229
WCID47,2020-08-24,15,,-1.23,2020-08-24,2020-08-26,,,10.9184407957391
WCID76,2020-08-24,20,,-1.63,2020-08-24,2020-08-26,,,10.0206720330202
WCID111,2020-08-24,19,,-0.87,2020-08-24,2020-08-26,,,11.028039149415
FWSD23,2020-08-24,27,,-0.05,2020-08-24,2020-08-26,,,10.8615376619435
WEST LAKE,2020-08-24,,,,2020-08-24,2020-08-26,,,
z.TOTAL,2020-08-24,25,,-0.16,2020-08-24,2020-08-26,,,12.9056315802502
CEDAR BAYOU,2020-08-31,17,,-1.32,2020-08-31,2020-09-02,,,9.87439088479878
CLINTON PARK,2020-08-31,26,,0.11,2020-08-31,2020-09-02,,,9.91215889627342
EASTHAVEN,2020-08-31,15,,-0.51,2020-08-31,2020-09-02,,,10.518007411128
ALMEDA SIMS,2020-08-31,34,,-0.14,2020-08-31,2020-09-02,,,11.4334483897443
GREENRIDGE,2020-08-31,31,,-0.38,2020-08-31,2020-09-02,,,11.0281482941568
IMPERIAL VALLEY,2020-08-31,26,,0.1,2020-08-31,2020-09-02,,,11.0076470422039
INTERCONTINENTAL AIRPORT,2020-08-31,60,,0.53,2020-08-31,2020-09-02,,,10.9491860116773
FOREST COVE,2020-08-31,62,,0.55,2020-08-31,2020-09-02,,,10.1238205772205
NORTHWEST,2020-08-31,25,,-0.46,2020-08-31,2020-09-02,,,11.6501233994839
NORTHBELT,2020-08-31,38,,0.38,2020-08-31,2020-09-02,,,11.0901924113015
NORTHGATE,2020-08-31,27,,0.06,2020-08-31,2020-09-02,,,11.2341908404473
69TH STREET,2020-08-31,49,,0.11,2020-08-31,2020-09-02,,,12.4086172574434
PARK TEN,2020-08-31,28,,-0.72,2020-08-31,2020-09-02,,,10.2695189620456
SAGEMONT,2020-08-31,15,,-0.29,2020-08-31,2020-09-02,,,10.995789239239
SIMS BAYOU,2020-08-31,25,,-0.4,2020-08-31,2020-09-02,,,11.8161350356103
SOUTHWEST,2020-08-31,12,,0.69,2020-08-31,2020-09-02,,,12.0114867109764
WILLOWBROOK,2020-08-31,47,,-0.9,2020-08-31,2020-09-02,,,10.5362636942861
WHITE OAK,2020-08-31,46,,-0.83,2020-08-31,2020-09-02,,,10.9128979594634
WEST DISTRICT,2020-08-31,18,,0.4,2020-08-31,2020-09-02,,,11.3834326805321
WESTWAY,2020-08-31,11,,-0.91,2020-08-31,2020-09-02,,,9.62591685790815
METRO CENTRAL,2020-08-31,24,,-0.1,2020-08-31,2020-09-02,,,10.5784889044334
SOUTHEAST,2020-08-31,37,,0.28,2020-08-31,2020-09-02,,,11.1708449920844
TURKEY CREEK,2020-08-31,41,,-0.56,2020-08-31,2020-09-02,,,11.1321297271692
UPPER BRAYS,2020-08-31,43,,0.21,2020-08-31,2020-09-02,,,11.5882059707457
BELTWAY,2020-08-31,31,,-0.26,2020-08-31,2020-09-02,,,11.3780539689496
KEEGANS BAYOU,2020-08-31,13,,-0.35,2020-08-31,2020-09-02,,,11.670346576755
CHOCOLATE BAYOU,2020-08-31,22,,-0.23,2020-08-31,2020-09-02,,,11.0475516674043
TIDWELL TIMBERS,2020-08-31,5,,-0.34,2020-08-31,2020-09-02,,,9.46452403531342
HOMESTEAD,2020-08-31,35,,-0.96,2020-08-31,2020-09-02,,,10.5599260818598
NORTHEAST,2020-08-31,50,,-0.27,2020-08-31,2020-09-02,,,11.0812473747054
KINGWOOD CENTRAL,2020-08-31,31,,-0.07,2020-08-31,2020-09-02,,,10.8265201079614
KINGWOOD WEST,2020-08-31,13,,0.54,2020-08-31,2020-09-02,,,10.1023989946021
MUD203,2020-08-31,17,,-0.54,2020-08-31,2020-09-02,,,9.94968464692672
WCID47,2020-08-31,12,,-0.87,2020-08-31,2020-09-02,,,10.8237333346141
WCID76,2020-08-31,15,,-1.26,2020-08-31,2020-09-02,,,9.89419352033405
WCID111,2020-08-31,16,,-0.7,2020-08-31,2020-09-02,,,10.9508692236959
FWSD23,2020-08-31,27,,0.02,2020-08-31,2020-09-02,,,10.8639927723375
WEST LAKE,2020-08-31,,,,2020-08-31,2020-09-02,,,
z.TOTAL,2020-08-31,25,,0,2020-08-31,2020-09-02,,,12.905041451788
CEDAR BAYOU,2020-09-07,15,,-0.53,2020-09-07,2020-09-09,,,9.82164628880106
CLINTON PARK,2020-09-07,25,,-0.27,2020-09-07,2020-09-09,,,9.88499786966729
EASTHAVEN,2020-09-07,15,,-0.17,2020-09-07,2020-09-09,,,10.5002225504981
ALMEDA SIMS,2020-09-07,36,,0.22,2020-09-07,2020-09-09,,,11.4582060031216
GREENRIDGE,2020-09-07,31,,-0.08,2020-09-07,2020-09-09,,,11.0197124539507
IMPERIAL VALLEY,2020-09-07,27,,0.11,2020-09-07,2020-09-09,,,11.0194054318951
INTERCONTINENTAL AIRPORT,2020-09-07,64,,0.2,2020-09-07,2020-09-09,,,10.9708837615204
FOREST COVE,2020-09-07,69,,0.45,2020-09-07,2020-09-09,,,10.1697287796674
NORTHWEST,2020-09-07,22,,-0.39,2020-09-07,2020-09-09,,,11.6041615651721
NORTHBELT,2020-09-07,41,,0.33,2020-09-07,2020-09-09,,,11.126703110232
NORTHGATE,2020-09-07,28,,0.05,2020-09-07,2020-09-09,,,11.2396273635973
69TH STREET,2020-09-07,51,,0.1,2020-09-07,2020-09-09,,,12.4215512312884
PARK TEN,2020-09-07,25,,-0.39,2020-09-07,2020-09-09,,,10.229123521386
SAGEMONT,2020-09-07,16,,0.2,2020-09-07,2020-09-09,,,11.0178683256904
SIMS BAYOU,2020-09-07,25,,-0.04,2020-09-07,2020-09-09,,,11.8117432423701
SOUTHWEST,2020-09-07,14,,0.57,2020-09-07,2020-09-09,,,12.0794914720473
WILLOWBROOK,2020-09-07,44,,-0.24,2020-09-07,2020-09-09,,,10.5110871637912
WHITE OAK,2020-09-07,39,,-0.68,2020-09-07,2020-09-09,,,10.8389062444912
WEST DISTRICT,2020-09-07,21,,0.48,2020-09-07,2020-09-09,,,11.4377183670182
WESTWAY,2020-09-07,10,,-0.26,2020-09-07,2020-09-09,,,9.60099492684406
METRO CENTRAL,2020-09-07,23,,-0.19,2020-09-07,2020-09-09,,,10.5585979311577
SOUTHEAST,2020-09-07,40,,0.35,2020-09-07,2020-09-09,,,11.2101803352347
TURKEY CREEK,2020-09-07,37,,-0.4,2020-09-07,2020-09-09,,,11.0873215056921
UPPER BRAYS,2020-09-07,45,,0.19,2020-09-07,2020-09-09,,,11.6101435109031
BELTWAY,2020-09-07,30,,-0.13,2020-09-07,2020-09-09,,,11.3634516407213
KEEGANS BAYOU,2020-09-07,12,,-0.14,2020-09-07,2020-09-09,,,11.6541527478898
CHOCOLATE BAYOU,2020-09-07,22,,-0.09,2020-09-07,2020-09-09,,,11.0371178515234
TIDWELL TIMBERS,2020-09-07,5,,-0.39,2020-09-07,2020-09-09,,,9.42793457373331
HOMESTEAD,2020-09-07,30,,-0.6,2020-09-07,2020-09-09,,,10.496069139464
NORTHEAST,2020-09-07,48,,-0.15,2020-09-07,2020-09-09,,,11.0643736602757
KINGWOOD CENTRAL,2020-09-07,31,,0.08,2020-09-07,2020-09-09,,,10.8352590953639
KINGWOOD WEST,2020-09-07,15,,0.74,2020-09-07,2020-09-09,,,10.1773765994523
MUD203,2020-09-07,15,,-0.47,2020-09-07,2020-09-09,,,9.90266468200111
WCID47,2020-09-07,12,,-0.26,2020-09-07,2020-09-09,,,10.7958291549227
WCID76,2020-09-07,13,,-0.55,2020-09-07,2020-09-09,,,9.83977309425587
WCID111,2020-09-07,14,,-0.46,2020-09-07,2020-09-09,,,10.9010027264341
FWSD23,2020-09-07,27,,-0.01,2020-09-07,2020-09-09,,,10.8624973169736
WEST LAKE,2020-09-07,,,,2020-09-07,2020-09-09,,,
z.TOTAL,2020-09-07,26,,0.09,2020-09-07,2020-09-09,,,12.9168567924478
CEDAR BAYOU,2020-09-14,17,,0.53,2020-09-14,2020-09-16,,,9.87345541076386
CLINTON PARK,2020-09-14,21,,-0.78,2020-09-14,2020-09-16,,,9.80837195858111
EASTHAVEN,2020-09-14,15,,0.22,2020-09-14,2020-09-16,,,10.523512495916
ALMEDA SIMS,2020-09-14,42,,0.62,2020-09-14,2020-09-16,,,11.5293031903698
GREENRIDGE,2020-09-14,33,,0.28,2020-09-14,2020-09-16,,,11.0509868922449
IMPERIAL VALLEY,2020-09-14,27,,0.04,2020-09-14,2020-09-16,,,11.0237199858724
INTERCONTINENTAL AIRPORT,2020-09-14,59,,-0.26,2020-09-14,2020-09-16,,,10.9419182820106
FOREST COVE,2020-09-14,73,,0.24,2020-09-14,2020-09-16,,,10.1946086906867
NORTHWEST,2020-09-14,20,,-0.31,2020-09-14,2020-09-16,,,11.5677153872911
NORTHBELT,2020-09-14,43,,0.18,2020-09-14,2020-09-16,,,11.146850079287
NORTHGATE,2020-09-14,27,,-0.03,2020-09-14,2020-09-16,,,11.2362640807053
69TH STREET,2020-09-14,52,,0.06,2020-09-14,2020-09-16,,,12.4292815175414
PARK TEN,2020-09-14,26,,0.03,2020-09-14,2020-09-16,,,10.2326328654508
SAGEMONT,2020-09-14,19,,0.56,2020-09-14,2020-09-16,,,11.080036362566
SIMS BAYOU,2020-09-14,28,,0.39,2020-09-14,2020-09-16,,,11.8578759690333
SOUTHWEST,2020-09-14,15,,0.25,2020-09-14,2020-09-16,,,12.1099383785572
WILLOWBROOK,2020-09-14,52,,0.66,2020-09-14,2020-09-16,,,10.5808857538935
WHITE OAK,2020-09-14,35,,-0.42,2020-09-14,2020-09-16,,,10.793364450273
WEST DISTRICT,2020-09-14,23,,0.46,2020-09-14,2020-09-16,,,11.4898628337405
WESTWAY,2020-09-14,12,,0.55,2020-09-14,2020-09-16,,,9.65366336154186
METRO CENTRAL,2020-09-14,21,,-0.34,2020-09-14,2020-09-16,,,10.5225786771031
SOUTHEAST,2020-09-14,44,,0.36,2020-09-14,2020-09-16,,,11.250318656311
TURKEY CREEK,2020-09-14,36,,-0.17,2020-09-14,2020-09-16,,,11.0688839161334
UPPER BRAYS,2020-09-14,47,,0.12,2020-09-14,2020-09-16,,,11.6237238043067
BELTWAY,2020-09-14,30,,0.01,2020-09-14,2020-09-16,,,11.3651132660117
KEEGANS BAYOU,2020-09-14,12,,0.06,2020-09-14,2020-09-16,,,11.6615630723346
CHOCOLATE BAYOU,2020-09-14,22,,0.03,2020-09-14,2020-09-16,,,11.0406860766603
TIDWELL TIMBERS,2020-09-14,4,,-0.56,2020-09-14,2020-09-16,,,9.37548243918527
HOMESTEAD,2020-09-14,29,,-0.11,2020-09-14,2020-09-16,,,10.4845059787016
NORTHEAST,2020-09-14,48,,-0.03,2020-09-14,2020-09-16,,,11.0611362688221
KINGWOOD CENTRAL,2020-09-14,33,,0.22,2020-09-14,2020-09-16,,,10.8591480097609
KINGWOOD WEST,2020-09-14,19,,0.82,2020-09-14,2020-09-16,,,10.2611876768053
MUD203,2020-09-14,14,,-0.41,2020-09-14,2020-09-16,,,9.86246605697343
WCID47,2020-09-14,13,,0.49,2020-09-14,2020-09-16,,,10.8491717717271
WCID76,2020-09-14,15,,0.37,2020-09-14,2020-09-16,,,9.87648040365233
WCID111,2020-09-14,13,,-0.16,2020-09-14,2020-09-16,,,10.8835039060689
FWSD23,2020-09-14,26,,-0.12,2020-09-14,2020-09-16,,,10.8496601261002
WEST LAKE,2020-09-14,,,,2020-09-14,2020-09-16,,,
z.TOTAL,2020-09-14,27,,0.13,2020-09-14,2020-09-16,,,12.9332444588297
CEDAR BAYOU,2020-09-21,23,,1.33,2020-09-21,2020-09-23,,,10.0042940036326
CLINTON PARK,2020-09-21,17,,-0.97,2020-09-21,2020-09-23,,,9.71307591400451
EASTHAVEN,2020-09-21,17,,0.53,2020-09-21,2020-09-23,,,10.5792955074761
ALMEDA SIMS,2020-09-21,53,,0.88,2020-09-21,2020-09-23,,,11.6308346864151
GREENRIDGE,2020-09-21,38,,0.54,2020-09-21,2020-09-23,,,11.110256511669
IMPERIAL VALLEY,2020-09-21,27,,0.01,2020-09-21,2020-09-23,,,11.0245364588159
INTERCONTINENTAL AIRPORT,2020-09-21,52,,-0.51,2020-09-21,2020-09-23,,,10.8861445598958
FOREST COVE,2020-09-21,75,,0.1,2020-09-21,2020-09-23,,,10.2046077651424
NORTHWEST,2020-09-21,20,,-0.17,2020-09-21,2020-09-23,,,11.5485307817441
NORTHBELT,2020-09-21,44,,0.09,2020-09-21,2020-09-23,,,11.1570325405317
NORTHGATE,2020-09-21,27,,-0.06,2020-09-21,2020-09-23,,,11.229451553606
69TH STREET,2020-09-21,52,,0.03,2020-09-21,2020-09-23,,,12.4335404758865
PARK TEN,2020-09-21,28,,0.38,2020-09-21,2020-09-23,,,10.2719071997207
SAGEMONT,2020-09-21,22,,0.73,2020-09-21,2020-09-23,,,11.1614201040312
SIMS BAYOU,2020-09-21,33,,0.68,2020-09-21,2020-09-23,,,11.9389704766317
SOUTHWEST,2020-09-21,16,,0.04,2020-09-21,2020-09-23,,,12.1148210853916
WILLOWBROOK,2020-09-21,72,,1.32,2020-09-21,2020-09-23,,,10.7206107703691
WHITE OAK,2020-09-21,34,,-0.13,2020-09-21,2020-09-23,,,10.7792858013263
WEST DISTRICT,2020-09-21,26,,0.45,2020-09-21,2020-09-23,,,11.5412120149555
WESTWAY,2020-09-21,15,,1.12,2020-09-21,2020-09-23,,,9.76153721713471
METRO CENTRAL,2020-09-21,20,,-0.35,2020-09-21,2020-09-23,,,10.4860950373443
SOUTHEAST,2020-09-21,49,,0.36,2020-09-21,2020-09-23,,,11.2904435788491
TURKEY CREEK,2020-09-21,37,,0.09,2020-09-21,2020-09-23,,,11.0786253878746
UPPER BRAYS,2020-09-21,48,,0.13,2020-09-21,2020-09-23,,,11.6386957569495
BELTWAY,2020-09-21,31,,0.14,2020-09-21,2020-09-23,,,11.3810690148801
KEEGANS BAYOU,2020-09-21,13,,0.21,2020-09-21,2020-09-23,,,11.6860665062546
CHOCOLATE BAYOU,2020-09-21,23,,0.17,2020-09-21,2020-09-23,,,11.0590018923298
TIDWELL TIMBERS,2020-09-21,4,,-0.56,2020-09-21,2020-09-23,,,9.32275770215194
HOMESTEAD,2020-09-21,31,,0.28,2020-09-21,2020-09-23,,,10.5135201120761
NORTHEAST,2020-09-21,48,,0.02,2020-09-21,2020-09-23,,,11.0637990677784
KINGWOOD CENTRAL,2020-09-21,36,,0.34,2020-09-21,2020-09-23,,,10.8961578494836
KINGWOOD WEST,2020-09-21,23,,0.84,2020-09-21,2020-09-23,,,10.3476453886742
MUD203,2020-09-21,13,,-0.23,2020-09-21,2020-09-23,,,9.84013319302644
WCID47,2020-09-21,17,,1,2020-09-21,2020-09-23,,,10.9578791437802
WCID76,2020-09-21,18,,1.03,2020-09-21,2020-09-23,,,9.97852931793458
WCID111,2020-09-21,14,,0.12,2020-09-21,2020-09-23,,,10.8968992677717
FWSD23,2020-09-21,25,,-0.15,2020-09-21,2020-09-23,,,10.833552802554
WEST LAKE,2020-09-21,,,,2020-09-21,2020-09-23,,,
z.TOTAL,2020-09-21,28,,0.17,2020-09-21,2020-09-23,,,12.9553780093062
CEDAR BAYOU,2020-09-28,34,,1.72,2020-09-28,2020-09-30,,,10.1760532575477
CLINTON PARK,2020-09-28,14,,-0.78,2020-09-28,2020-09-30,,,9.63688207849373
EASTHAVEN,2020-09-28,21,,0.73,2020-09-28,2020-09-30,,,10.6560661598234
ALMEDA SIMS,2020-09-28,68,,0.96,2020-09-28,2020-09-30,,,11.742058088035
GREENRIDGE,2020-09-28,44,,0.64,2020-09-28,2020-09-30,,,11.181647574238
IMPERIAL VALLEY,2020-09-28,28,,0.04,2020-09-28,2020-09-30,,,11.0293084904825
INTERCONTINENTAL AIRPORT,2020-09-28,47,,-0.46,2020-09-28,2020-09-30,,,10.8356882005153
FOREST COVE,2020-09-28,76,,0.06,2020-09-28,2020-09-30,,,10.2103709028796
NORTHWEST,2020-09-28,20,,0.06,2020-09-28,2020-09-30,,,11.5557118474611
NORTHBELT,2020-09-28,45,,0.1,2020-09-28,2020-09-30,,,11.167718344124
NORTHGATE,2020-09-28,27,,-0.02,2020-09-28,2020-09-30,,,11.2267784212137
69TH STREET,2020-09-28,53,,0.03,2020-09-28,2020-09-30,,,12.4374992309575
PARK TEN,2020-09-28,32,,0.62,2020-09-28,2020-09-30,,,10.3358359471775
SAGEMONT,2020-09-28,27,,0.71,2020-09-28,2020-09-30,,,11.2411461298128
SIMS BAYOU,2020-09-28,41,,0.8,2020-09-28,2020-09-30,,,12.0341273778007
SOUTHWEST,2020-09-28,16,,-0.01,2020-09-28,2020-09-30,,,12.1140589982434
WILLOWBROOK,2020-09-28,107,,1.61,2020-09-28,2020-09-30,,,10.8936070276263
WHITE OAK,2020-09-28,35,,0.17,2020-09-28,2020-09-30,,,10.7976030176143
WEST DISTRICT,2020-09-28,30,,0.47,2020-09-28,2020-09-30,,,11.5958534913189
WESTWAY,2020-09-28,20,,1.35,2020-09-28,2020-09-30,,,9.89316928082752
METRO CENTRAL,2020-09-28,19,,-0.16,2020-09-28,2020-09-30,,,10.4696601574645
SOUTHEAST,2020-09-28,53,,0.36,2020-09-28,2020-09-30,,,11.3312099060693
TURKEY CREEK,2020-09-28,40,,0.35,2020-09-28,2020-09-30,,,11.1169110932559
UPPER BRAYS,2020-09-28,52,,0.25,2020-09-28,2020-09-30,,,11.6683578219866
BELTWAY,2020-09-28,33,,0.24,2020-09-28,2020-09-30,,,11.4087075865301
KEEGANS BAYOU,2020-09-28,14,,0.29,2020-09-28,2020-09-30,,,11.7199594025622
CHOCOLATE BAYOU,2020-09-28,25,,0.31,2020-09-28,2020-09-30,,,11.0932386853402
TIDWELL TIMBERS,2020-09-28,4,,-0.34,2020-09-28,2020-09-30,,,9.29142294894579
HOMESTEAD,2020-09-28,35,,0.5,2020-09-28,2020-09-30,,,10.5658752566166
NORTHEAST,2020-09-28,48,,-0.01,2020-09-28,2020-09-30,,,11.0626516400738
KINGWOOD CENTRAL,2020-09-28,40,,0.44,2020-09-28,2020-09-30,,,10.9441095169602
KINGWOOD WEST,2020-09-28,28,,0.81,2020-09-28,2020-09-30,,,10.4318486920856
MUD203,2020-09-28,13,,0.09,2020-09-28,2020-09-30,,,9.84904653358577
WCID47,2020-09-28,23,,1.18,2020-09-28,2020-09-30,,,11.0867784422504
WCID76,2020-09-28,25,,1.33,2020-09-28,2020-09-30,,,10.1109948878732
WCID111,2020-09-28,15,,0.38,2020-09-28,2020-09-30,,,10.938538823757
FWSD23,2020-09-28,25,,-0.07,2020-09-28,2020-09-30,,,10.8258094873912
WEST LAKE,2020-09-28,,,,2020-09-28,2020-09-30,,,
z.TOTAL,2020-09-28,30,,0.24,2020-09-28,2020-09-30,,,12.9867303615974
CEDAR BAYOU,2020-10-05,50,,1.72,2020-10-05,2020-10-07,,,10.3506243626495
CLINTON PARK,2020-10-05,13,,-0.2,2020-10-05,2020-10-07,,,9.617562794605
EASTHAVEN,2020-10-05,25,,0.81,2020-10-05,2020-10-07,,,10.7423190276027
ALMEDA SIMS,2020-10-05,86,,0.85,2020-10-05,2020-10-07,,,11.8422309920065
GREENRIDGE,2020-10-05,52,,0.6,2020-10-05,2020-10-07,,,11.2492863419668
IMPERIAL VALLEY,2020-10-05,29,,0.15,2020-10-05,2020-10-07,,,11.0454898455072
INTERCONTINENTAL AIRPORT,2020-10-05,45,,-0.12,2020-10-05,2020-10-07,,,10.8226748092087
FOREST COVE,2020-10-05,78,,0.12,2020-10-05,2020-10-07,,,10.2225430037438
NORTHWEST,2020-10-05,22,,0.37,2020-10-05,2020-10-07,,,11.5983626833721
NORTHBELT,2020-10-05,47,,0.19,2020-10-05,2020-10-07,,,11.1893753402219
NORTHGATE,2020-10-05,27,,0.08,2020-10-05,2020-10-07,,,11.2358333224427
69TH STREET,2020-10-05,54,,0.05,2020-10-05,2020-10-07,,,12.4443289073884
PARK TEN,2020-10-05,39,,0.75,2020-10-05,2020-10-07,,,10.4133085308026
SAGEMONT,2020-10-05,31,,0.53,2020-10-05,2020-10-07,,,11.301060890433
SIMS BAYOU,2020-10-05,51,,0.73,2020-10-05,2020-10-07,,,12.1224472851754
SOUTHWEST,2020-10-05,16,,0.11,2020-10-05,2020-10-07,,,12.1275715228056
WILLOWBROOK,2020-10-05,158,,1.56,2020-10-05,2020-10-07,,,11.0632193400738
WHITE OAK,2020-10-05,40,,0.48,2020-10-05,2020-10-07,,,10.8492488191005
WEST DISTRICT,2020-10-05,34,,0.53,2020-10-05,2020-10-07,,,11.6578748434866
WESTWAY,2020-10-05,27,,1.25,2020-10-05,2020-10-07,,,10.0171123398252
METRO CENTRAL,2020-10-05,20,,0.23,2020-10-05,2020-10-07,,,10.4937871830472
SOUTHEAST,2020-10-05,59,,0.37,2020-10-05,2020-10-07,,,11.3732724411916
TURKEY CREEK,2020-10-05,47,,0.6,2020-10-05,2020-10-07,,,11.1841062046174
UPPER BRAYS,2020-10-05,59,,0.49,2020-10-05,2020-10-07,,,11.7260084525734
BELTWAY,2020-10-05,36,,0.32,2020-10-05,2020-10-07,,,11.4454176801652
KEEGANS BAYOU,2020-10-05,15,,0.3,2020-10-05,2020-10-07,,,11.7555381141697
CHOCOLATE BAYOU,2020-10-05,28,,0.46,2020-10-05,2020-10-07,,,11.1445698424999
TIDWELL TIMBERS,2020-10-05,4,,0.13,2020-10-05,2020-10-07,,,9.30314076587928
HOMESTEAD,2020-10-05,41,,0.55,2020-10-05,2020-10-07,,,10.6243351293524
NORTHEAST,2020-10-05,47,,-0.13,2020-10-05,2020-10-07,,,11.0479835686374
KINGWOOD CENTRAL,2020-10-05,46,,0.52,2020-10-05,2020-10-07,,,11.000823914619
KINGWOOD WEST,2020-10-05,33,,0.74,2020-10-05,2020-10-07,,,10.5088965440661
MUD203,2020-10-05,15,,0.54,2020-10-05,2020-10-07,,,9.90258652207708
WCID47,2020-10-05,29,,1.03,2020-10-05,2020-10-07,,,11.2006968383062
WCID76,2020-10-05,33,,1.27,2020-10-05,2020-10-07,,,10.2389521642388
WCID111,2020-10-05,18,,0.61,2020-10-05,2020-10-07,,,11.0057725862391
FWSD23,2020-10-05,25,,0.11,2020-10-05,2020-10-07,,,10.838064321668
WEST LAKE,2020-10-05,,,,2020-10-05,2020-10-07,,,
z.TOTAL,2020-10-05,33,,0.32,2020-10-05,2020-10-07,,,13.02816868271
CEDAR BAYOU,2020-10-12,69,,1.35,2020-10-12,2020-10-14,,,10.4905172541632
CLINTON PARK,2020-10-12,16,,0.75,2020-10-12,2020-10-14,,,9.68928590378369
EASTHAVEN,2020-10-12,31,,0.79,2020-10-12,2020-10-14,,,10.8269079789633
ALMEDA SIMS,2020-10-12,101,,0.58,2020-10-12,2020-10-14,,,11.9112467038697
GREENRIDGE,2020-10-12,58,,0.43,2020-10-12,2020-10-14,,,11.2978580360865
IMPERIAL VALLEY,2020-10-12,31,,0.32,2020-10-12,2020-10-14,,,11.0805240991282
INTERCONTINENTAL AIRPORT,2020-10-12,51,,0.51,2020-10-12,2020-10-14,,,10.8778650593688
FOREST COVE,2020-10-12,84,,0.28,2020-10-12,2020-10-14,,,10.2515938657266
NORTHWEST,2020-10-12,27,,0.75,2020-10-12,2020-10-14,,,11.6849989104898
NORTHBELT,2020-10-12,52,,0.38,2020-10-12,2020-10-14,,,11.2322026313407
NORTHGATE,2020-10-12,29,,0.25,2020-10-12,2020-10-14,,,11.2638531808137
69TH STREET,2020-10-12,55,,0.1,2020-10-12,2020-10-14,,,12.4572093974453
PARK TEN,2020-10-12,47,,0.77,2020-10-12,2020-10-14,,,10.49340950844
SAGEMONT,2020-10-12,34,,0.41,2020-10-12,2020-10-14,,,11.347562196076
SIMS BAYOU,2020-10-12,58,,0.51,2020-10-12,2020-10-14,,,12.1836810885477
SOUTHWEST,2020-10-12,18,,0.39,2020-10-12,2020-10-14,,,12.1746566355298
WILLOWBROOK,2020-10-12,213,,1.18,2020-10-12,2020-10-14,,,11.1933136489382
WHITE OAK,2020-10-12,49,,0.79,2020-10-12,2020-10-14,,,10.934880434843
WEST DISTRICT,2020-10-12,41,,0.63,2020-10-12,2020-10-14,,,11.7311264986401
WESTWAY,2020-10-12,33,,0.85,2020-10-12,2020-10-14,,,10.1026063457651
METRO CENTRAL,2020-10-12,24,,0.8,2020-10-12,2020-10-14,,,10.5779765820608
SOUTHEAST,2020-10-12,65,,0.39,2020-10-12,2020-10-14,,,11.4173330191174
TURKEY CREEK,2020-10-12,58,,0.86,2020-10-12,2020-10-14,,,11.280350380106
UPPER BRAYS,2020-10-12,74,,0.84,2020-10-12,2020-10-14,,,11.8242453946693
BELTWAY,2020-10-12,40,,0.38,2020-10-12,2020-10-14,,,11.4887330597607
KEEGANS BAYOU,2020-10-12,17,,0.25,2020-10-12,2020-10-14,,,11.7854225636912
CHOCOLATE BAYOU,2020-10-12,33,,0.62,2020-10-12,2020-10-14,,,11.2139908402292
TIDWELL TIMBERS,2020-10-12,4,,0.81,2020-10-12,2020-10-14,,,9.37855868619498
HOMESTEAD,2020-10-12,45,,0.45,2020-10-12,2020-10-14,,,10.6722887889795
NORTHEAST,2020-10-12,43,,-0.34,2020-10-12,2020-10-14,,,11.0107602235528
KINGWOOD CENTRAL,2020-10-12,53,,0.58,2020-10-12,2020-10-14,,,11.0642484324338
KINGWOOD WEST,2020-10-12,38,,0.62,2020-10-12,2020-10-14,,,10.5742996755043
MUD203,2020-10-12,19,,1.12,2020-10-12,2020-10-14,,,10.0132118340317
WCID47,2020-10-12,34,,0.58,2020-10-12,2020-10-14,,,11.2656517939842
WCID76,2020-10-12,41,,0.88,2020-10-12,2020-10-14,,,10.328839313596
WCID111,2020-10-12,22,,0.82,2020-10-12,2020-10-14,,,11.0957772378993
FWSD23,2020-10-12,28,,0.4,2020-10-12,2020-10-14,,,10.8815587638287
WEST LAKE,2020-10-12,,,,2020-10-12,2020-10-14,,,
z.TOTAL,2020-10-12,37,,0.38,2020-10-12,2020-10-14,,,13.0781131011443
CEDAR BAYOU,2020-10-19,86,,0.89,2020-10-19,2020-10-21,,,10.5841315544853
CLINTON PARK,2020-10-19,22,,1.54,2020-10-19,2020-10-21,,,9.83868885915658
EASTHAVEN,2020-10-19,37,,0.74,2020-10-19,2020-10-21,,,10.9073604778022
ALMEDA SIMS,2020-10-19,109,,0.29,2020-10-19,2020-10-21,,,11.9459573809944
