County,Date,cases_cumulative,deaths_cumulative,cases_daily,deaths_daily,source
Potter,2020-08-20,3950,67,20,0,county level dashboards
Potter,2020-08-21,3962,67,12,0,county level dashboards
Potter,2020-08-22,3968,67,6,0,county level dashboards
Potter,2020-08-23,3977,67,9,0,county level dashboards
Potter,2020-08-24,3984,67,7,0,county level dashboards
Potter,2020-08-25,4007,67,23,0,county level dashboards
Potter,2020-08-26,4025,67,18,0,county level dashboards
Potter,2020-08-27,4054,67,29,0,county level dashboards
Potter,2020-08-28,4082,67,28,0,county level dashboards
Potter,2020-08-29,4108,67,26,0,county level dashboards
Potter,2020-08-30,4117,67,9,0,county level dashboards
Potter,2020-08-31,4127,67,10,0,county level dashboards
Potter,2020-09-01,4155,67,28,0,county level dashboards
Potter,2020-09-02,4184,90,29,23,county level dashboards
Potter,2020-09-03,4219,90,35,0,county level dashboards
Potter,2020-09-04,4245,90,26,0,county level dashboards
Potter,2020-09-05,4279,90,34,0,county level dashboards
Potter,2020-09-06,4290,90,11,0,county level dashboards
Potter,2020-09-07,4302,90,12,0,county level dashboards
Potter,2020-09-08,4320,90,18,0,county level dashboards
Potter,2020-09-09,4362,90,42,0,county level dashboards
Potter,2020-09-10,4389,90,27,0,county level dashboards
Potter,2020-09-11,4413,90,24,0,county level dashboards
Potter,2020-09-12,4453,90,40,0,county level dashboards
Potter,2020-09-13,4469,90,16,0,county level dashboards
Potter,2020-09-14,4493,90,24,0,county level dashboards
Potter,2020-09-15,4540,90,47,0,county level dashboards
Potter,2020-09-16,4570,90,30,0,county level dashboards
Potter,2020-09-17,4600,90,30,0,county level dashboards
Potter,2020-09-18,4650,90,50,0,county level dashboards
Potter,2020-09-19,4687,90,37,0,county level dashboards
Potter,2020-09-20,4711,90,24,0,county level dashboards
Potter,2020-09-21,4737,90,26,0,county level dashboards
Potter,2020-09-22,4795,90,58,0,county level dashboards
Potter,2020-09-23,4833,90,38,0,county level dashboards
Potter,2020-09-24,4903,90,70,0,county level dashboards
Potter,2020-09-25,5585,90,682,0,county level dashboards
Potter,2020-09-26,6032,90,447,0,county level dashboards
Potter,2020-09-27,6049,90,17,0,county level dashboards
Potter,2020-09-28,6061,90,12,0,county level dashboards
Potter,2020-09-29,6125,90,64,0,county level dashboards
Potter,2020-09-30,6197,90,72,0,county level dashboards
Potter,2020-10-01,6264,90,67,0,county level dashboards
Potter,2020-10-02,6335,146,71,56,county level dashboards
Potter,2020-10-03,6404,146,69,0,county level dashboards
Potter,2020-10-04,6441,146,37,0,county level dashboards
Potter,2020-10-05,6472,146,31,0,county level dashboards
Potter,2020-10-06,6597,146,125,0,county level dashboards
Potter,2020-10-07,6665,146,68,0,county level dashboards
Potter,2020-10-08,6777,146,112,0,county level dashboards
Potter,2020-10-09,6862,146,85,0,county level dashboards
Potter,2020-10-10,6945,146,83,0,county level dashboards
Potter,2020-10-11,7004,146,59,0,county level dashboards
Potter,2020-10-12,7051,146,47,0,county level dashboards
Potter,2020-10-13,7148,146,97,0,county level dashboards
Potter,2020-10-14,7271,146,123,0,county level dashboards
Potter,2020-10-15,7412,146,141,0,county level dashboards
Potter,2020-10-16,7530,146,118,0,county level dashboards
Potter,2020-10-17,7629,146,99,0,county level dashboards
Potter,2020-10-18,7691,146,62,0,county level dashboards
Potter,2020-10-19,7740,146,49,0,county level dashboards
Potter,2020-10-20,7909,146,169,0,county level dashboards
Potter,2020-10-21,8097,146,188,0,county level dashboards
Potter,2020-10-22,8258,146,161,0,county level dashboards
Potter,2020-10-23,8429,146,171,0,county level dashboards
Potter,2020-10-24,8551,146,122,0,county level dashboards
Potter,2020-10-25,8603,146,52,0,county level dashboards
Potter,2020-10-26,8640,146,37,0,county level dashboards
Potter,2020-10-27,8767,146,127,0,county level dashboards
Potter,2020-10-28,8872,146,105,0,county level dashboards
Potter,2020-10-29,8958,146,86,0,county level dashboards
Potter,2020-10-30,9111,146,153,0,county level dashboards
Potter,2020-10-31,9239,146,128,0,county level dashboards
Potter,2020-11-01,9322,146,83,0,county level dashboards
Potter,2020-11-02,9384,277,62,131,county level dashboards
Potter,2020-11-03,9669,277,285,0,county level dashboards
Potter,2020-11-04,9842,277,173,0,county level dashboards
Potter,2020-11-05,10058,277,216,0,county level dashboards
Potter,2020-11-06,10314,277,256,0,county level dashboards
Potter,2020-11-07,10493,277,179,0,county level dashboards
Potter,2020-11-08,10577,277,84,0,county level dashboards
Potter,2020-11-09,10655,277,78,0,county level dashboards
Potter,2020-11-10,10896,277,241,0,county level dashboards
Potter,2020-11-11,11087,277,191,0,county level dashboards
Potter,2020-11-12,11241,277,154,0,county level dashboards
Potter,2020-11-13,11428,277,187,0,county level dashboards
Potter,2020-11-14,11584,277,156,0,county level dashboards
Potter,2020-11-15,11662,277,78,0,county level dashboards
Potter,2020-11-16,11762,277,100,0,county level dashboards
Potter,2020-11-17,12035,277,273,0,county level dashboards
Potter,2020-11-18,12271,277,236,0,county level dashboards
Potter,2020-11-19,12480,277,209,0,county level dashboards
Potter,2020-11-20,12640,277,160,0,county level dashboards
Potter,2020-11-21,12781,277,141,0,county level dashboards
Potter,2020-11-22,12856,277,75,0,county level dashboards
Potter,2020-11-23,12916,277,60,0,county level dashboards
Potter,2020-11-24,13115,277,199,0,county level dashboards
Potter,2020-11-25,13291,277,176,0,county level dashboards
Potter,2020-11-26,13423,277,132,0,county level dashboards
Potter,2020-11-27,13451,277,28,0,county level dashboards
Potter,2020-11-28,13547,277,96,0,county level dashboards
Potter,2020-11-29,13616,277,69,0,county level dashboards
Potter,2020-11-30,13681,277,65,0,county level dashboards
Potter,2020-12-01,13902,277,221,0,county level dashboards
Potter,2020-12-02,14044,351,142,74,county level dashboards
Potter,2020-12-03,14159,351,115,0,county level dashboards
Potter,2020-12-04,14247,351,88,0,county level dashboards
Potter,2020-12-05,14327,351,80,0,county level dashboards
Potter,2020-12-06,14375,351,48,0,county level dashboards
Potter,2020-12-07,14402,351,27,0,county level dashboards
Potter,2020-12-08,14530,351,128,0,county level dashboards
Potter,2020-12-09,14604,351,74,0,county level dashboards
Potter,2020-12-10,14686,351,82,0,county level dashboards
Potter,2020-12-11,14768,351,82,0,county level dashboards
Potter,2020-12-12,14844,351,76,0,county level dashboards
Potter,2020-12-13,14877,351,33,0,county level dashboards
Potter,2020-12-14,14902,351,25,0,county level dashboards
Potter,2020-12-15,14975,351,73,0,county level dashboards
Potter,2020-12-16,15023,351,48,0,county level dashboards
Potter,2020-12-17,15075,351,52,0,county level dashboards
Potter,2020-12-18,15116,351,41,0,county level dashboards
Potter,2020-12-19,15182,351,66,0,county level dashboards
Potter,2020-12-20,15210,351,28,0,county level dashboards
Potter,2020-12-21,15239,351,29,0,county level dashboards
Potter,2020-12-22,15313,351,74,0,county level dashboards
Potter,2020-12-23,15369,351,56,0,county level dashboards
Potter,2020-12-24,15412,351,43,0,county level dashboards
Potter,2020-12-25,15448,351,36,0,county level dashboards
Potter,2020-12-26,15458,351,10,0,county level dashboards
Potter,2020-12-27,15497,351,39,0,county level dashboards
Potter,2020-12-28,15524,351,27,0,county level dashboards
Potter,2020-12-29,15612,351,88,0,county level dashboards
Potter,2020-12-30,15676,351,64,0,county level dashboards
Potter,2020-12-31,15741,351,65,0,county level dashboards
Potter,2021-01-01,15797,351,56,0,county level dashboards
Potter,2021-01-02,15826,421,29,70,county level dashboards
Potter,2021-01-03,15876,421,50,0,county level dashboards
Potter,2021-01-04,15902,421,26,0,county level dashboards
Potter,2021-01-05,16011,421,109,0,county level dashboards
Potter,2021-01-06,16074,421,63,0,county level dashboards
Potter,2021-01-07,16128,421,54,0,county level dashboards
Potter,2021-01-08,16176,421,48,0,county level dashboards
Potter,2021-01-09,16231,421,55,0,county level dashboards
Potter,2021-01-10,16259,421,28,0,county level dashboards
Potter,2021-01-11,16275,421,16,0,county level dashboards
Potter,2021-01-12,16342,421,67,0,county level dashboards
Potter,2021-01-13,16385,421,43,0,county level dashboards
Potter,2021-01-14,16429,421,44,0,county level dashboards
Potter,2021-01-15,16480,421,51,0,county level dashboards
Potter,2021-01-16,16520,421,40,0,county level dashboards
Potter,2021-01-17,16551,421,31,0,county level dashboards
Potter,2021-01-18,16565,421,14,0,county level dashboards
Potter,2021-01-19,16607,421,42,0,county level dashboards
Potter,2021-01-20,16649,421,42,0,county level dashboards
Potter,2021-01-21,16702,421,53,0,county level dashboards
Potter,2021-01-22,16744,421,42,0,county level dashboards
Potter,2021-01-23,16784,421,40,0,county level dashboards
Potter,2021-01-24,16797,421,13,0,county level dashboards
Potter,2021-01-25,16814,421,17,0,county level dashboards
Potter,2021-01-26,16864,421,50,0,county level dashboards
Potter,2021-01-27,16896,421,32,0,county level dashboards
Potter,2021-01-28,16926,421,30,0,county level dashboards
Potter,2021-01-29,16957,421,31,0,county level dashboards
Potter,2021-01-30,16973,421,16,0,county level dashboards
Potter,2021-01-31,16991,421,18,0,county level dashboards
Potter,2021-02-01,16999,421,8,0,county level dashboards
Potter,2021-02-02,17033,445,34,24,county level dashboards
Potter,2021-02-03,17040,445,7,0,county level dashboards
Potter,2021-02-04,17071,445,31,0,county level dashboards
Potter,2021-02-05,17087,445,16,0,county level dashboards
Potter,2021-02-06,17106,445,19,0,county level dashboards
Potter,2021-02-07,17110,445,4,0,county level dashboards
Potter,2021-02-08,17117,445,7,0,county level dashboards
Potter,2021-02-09,17143,445,26,0,county level dashboards
Potter,2021-02-10,17154,445,11,0,county level dashboards
Potter,2021-02-11,17181,445,27,0,county level dashboards
Potter,2021-02-12,17193,445,12,0,county level dashboards
Potter,2021-02-13,17198,445,5,0,county level dashboards
Potter,2021-02-14,17199,445,1,0,county level dashboards
Potter,2021-02-15,17202,445,3,0,county level dashboards
Potter,2021-02-16,17213,445,11,0,county level dashboards
Potter,2021-02-17,17227,445,14,0,county level dashboards
Potter,2021-02-18,17232,445,5,0,county level dashboards
Potter,2021-02-19,17250,445,18,0,county level dashboards
Potter,2021-02-20,17260,445,10,0,county level dashboards
Potter,2021-02-21,17266,445,6,0,county level dashboards
Potter,2021-02-22,17271,445,5,0,county level dashboards
Potter,2021-02-23,17283,445,12,0,county level dashboards
Potter,2021-02-24,17296,445,13,0,county level dashboards
Potter,2021-02-25,17305,445,9,0,county level dashboards
Potter,2021-02-26,17313,445,8,0,county level dashboards
Potter,2021-02-27,17323,445,10,0,county level dashboards
Potter,2021-02-28,17326,445,3,0,county level dashboards
Potter,2021-03-01,17329,445,3,0,county level dashboards
Potter,2021-03-02,17336,456,7,11,county level dashboards
Potter,2021-03-03,17346,456,10,0,county level dashboards
Potter,2021-03-04,17350,456,4,0,county level dashboards
Potter,2021-03-05,17351,456,1,0,county level dashboards
Potter,2021-03-06,17359,456,8,0,county level dashboards
Potter,2021-03-07,17363,456,4,0,county level dashboards
Potter,2021-03-08,17366,456,3,0,county level dashboards
Potter,2021-03-09,17373,456,7,0,county level dashboards
Potter,2021-03-10,17378,456,5,0,county level dashboards
Potter,2021-03-11,17380,456,2,0,county level dashboards
Potter,2021-03-12,17383,456,3,0,county level dashboards
Potter,2021-03-13,17385,456,2,0,county level dashboards
Potter,2021-03-14,17388,456,3,0,county level dashboards
Potter,2021-03-15,17392,456,4,0,county level dashboards
Potter,2021-03-16,17395,456,3,0,county level dashboards
Potter,2021-03-17,17402,456,7,0,county level dashboards
Potter,2021-03-18,17403,456,1,0,county level dashboards
Potter,2021-03-19,17404,456,1,0,county level dashboards
Potter,2021-03-20,17406,456,2,0,county level dashboards
Potter,2021-03-21,17411,456,5,0,county level dashboards
Potter,2021-03-22,17413,456,2,0,county level dashboards
Potter,2021-03-23,17414,456,1,0,county level dashboards
Potter,2021-03-24,17418,456,4,0,county level dashboards
Potter,2021-03-25,17423,456,5,0,county level dashboards
Potter,2021-03-26,17431,456,8,0,county level dashboards
Potter,2021-03-27,17433,456,2,0,county level dashboards
Potter,2021-03-29,17435,456,2,0,county level dashboards
Potter,2021-03-30,17442,456,7,0,county level dashboards
Potter,2021-03-31,17447,456,5,0,county level dashboards
Potter,2021-04-01,17453,456,6,0,county level dashboards
Potter,2021-04-02,17457,459,4,3,county level dashboards
Potter,2021-04-03,17463,459,6,0,county level dashboards
Potter,2021-04-04,17464,459,1,0,county level dashboards
Potter,2021-04-06,17470,459,6,0,county level dashboards
Potter,2021-04-07,17475,459,5,0,county level dashboards
Potter,2021-04-08,17485,459,10,0,county level dashboards
Potter,2021-04-09,17492,459,7,0,county level dashboards
Potter,2021-04-10,17499,459,7,0,county level dashboards
Potter,2021-04-11,17505,459,6,0,county level dashboards
Potter,2021-04-12,17508,459,3,0,county level dashboards
Potter,2021-04-13,17516,459,8,0,county level dashboards
Potter,2021-04-14,17522,459,6,0,county level dashboards
Potter,2021-04-15,17527,459,5,0,county level dashboards
Potter,2021-04-16,17538,459,11,0,county level dashboards
Potter,2021-04-17,17543,459,5,0,county level dashboards
Potter,2021-04-18,17546,459,3,0,county level dashboards
Potter,2021-04-19,17548,459,2,0,county level dashboards
Potter,2021-04-20,17555,459,7,0,county level dashboards
Potter,2021-04-21,17567,459,12,0,county level dashboards
Potter,2021-04-22,17573,459,6,0,county level dashboards
Potter,2021-04-23,17580,459,7,0,county level dashboards
Potter,2021-04-24,17595,459,15,0,county level dashboards
Potter,2021-04-25,17601,459,6,0,county level dashboards
Potter,2021-04-26,17609,459,8,0,county level dashboards
Potter,2021-04-27,17621,459,12,0,county level dashboards
Potter,2021-04-28,17628,459,7,0,county level dashboards
Potter,2021-04-29,17638,459,10,0,county level dashboards
Potter,2021-04-30,17646,459,8,0,county level dashboards
Potter,2021-05-01,17657,459,11,0,county level dashboards
Potter,2021-05-02,17659,464,2,5,county level dashboards
Potter,2021-05-03,17670,464,11,0,county level dashboards
Potter,2021-05-04,17678,464,8,0,county level dashboards
Potter,2021-05-05,17695,464,17,0,county level dashboards
Potter,2021-05-06,17706,464,11,0,county level dashboards
Potter,2021-05-07,17726,464,20,0,county level dashboards
Potter,2021-05-08,17734,464,8,0,county level dashboards
Potter,2021-05-09,17738,464,4,0,county level dashboards
Potter,2021-05-10,17740,464,2,0,county level dashboards
Potter,2021-05-11,17746,464,6,0,county level dashboards
Potter,2021-05-12,17756,464,10,0,county level dashboards
Potter,2021-05-13,17761,464,5,0,county level dashboards
Potter,2021-05-14,17772,464,11,0,county level dashboards
Potter,2021-05-15,17779,464,7,0,county level dashboards
Potter,2021-05-17,17787,464,8,0,county level dashboards
Potter,2021-05-18,17802,464,15,0,county level dashboards
Potter,2021-05-19,17810,464,8,0,county level dashboards
Potter,2021-05-20,17816,464,6,0,county level dashboards
Potter,2021-05-21,17823,464,7,0,county level dashboards
Potter,2021-05-22,17831,464,8,0,county level dashboards
Potter,2021-05-23,17834,464,3,0,county level dashboards
Potter,2021-05-24,17838,464,4,0,county level dashboards
Potter,2021-05-25,17842,464,4,0,county level dashboards
Potter,2021-05-26,17848,464,6,0,county level dashboards
Potter,2021-05-27,17853,464,5,0,county level dashboards
Potter,2021-05-28,17856,464,3,0,county level dashboards
Potter,2021-05-30,17858,464,2,0,county level dashboards
Potter,2021-05-31,17859,464,1,0,county level dashboards
Potter,2021-06-01,17863,464,4,0,county level dashboards
Potter,2021-06-02,17868,470,5,6,county level dashboards
Potter,2021-06-03,17869,470,1,0,county level dashboards
Potter,2021-06-05,17871,470,2,0,county level dashboards
Potter,2021-06-07,17872,470,1,0,county level dashboards
Potter,2021-06-08,17877,470,5,0,county level dashboards
Potter,2021-06-09,17881,470,4,0,county level dashboards
Potter,2021-06-10,17882,470,1,0,county level dashboards
Potter,2021-06-11,17883,470,1,0,county level dashboards
Potter,2021-06-12,17888,470,5,0,county level dashboards
Potter,2021-06-13,17890,470,2,0,county level dashboards
Potter,2021-06-14,17891,470,1,0,county level dashboards
Potter,2021-06-15,17893,470,2,0,county level dashboards
Potter,2021-06-16,17895,470,2,0,county level dashboards
Potter,2021-06-17,17896,470,1,0,county level dashboards
Potter,2021-06-18,17898,470,2,0,county level dashboards
Potter,2021-06-20,17902,470,4,0,county level dashboards
Potter,2021-06-22,17905,470,3,0,county level dashboards
Potter,2021-06-23,17908,470,3,0,county level dashboards
Potter,2021-06-24,17912,470,4,0,county level dashboards
Potter,2021-06-25,17915,470,3,0,county level dashboards
Potter,2021-06-26,17917,470,2,0,county level dashboards
Potter,2021-06-27,17920,470,3,0,county level dashboards
Potter,2021-06-28,17922,470,2,0,county level dashboards
Potter,2021-06-29,17925,470,3,0,county level dashboards
Potter,2021-06-30,17930,470,5,0,county level dashboards
Potter,2021-07-01,17934,470,4,0,county level dashboards
Potter,2021-07-02,17938,477,4,7,county level dashboards
Potter,2021-07-03,17944,477,6,0,county level dashboards
Potter,2021-07-04,17950,477,6,0,county level dashboards
Potter,2021-07-05,17954,477,4,0,county level dashboards
Potter,2021-07-06,17959,477,5,0,county level dashboards
Potter,2021-07-07,17965,477,6,0,county level dashboards
Potter,2021-07-08,17973,477,8,0,county level dashboards
Potter,2021-07-09,17983,477,10,0,county level dashboards
Potter,2021-07-10,17992,477,9,0,county level dashboards
Potter,2021-07-11,17998,477,6,0,county level dashboards
Potter,2021-07-12,18006,477,8,0,county level dashboards
Potter,2021-07-13,18035,477,29,0,county level dashboards
Potter,2021-07-14,18059,477,24,0,county level dashboards
Potter,2021-07-15,18070,477,11,0,county level dashboards
Potter,2021-07-16,18092,477,22,0,county level dashboards
Potter,2021-07-17,18102,477,10,0,county level dashboards
Potter,2021-07-18,18116,477,14,0,county level dashboards
Potter,2021-07-19,18138,477,22,0,county level dashboards
Potter,2021-07-20,18181,477,43,0,county level dashboards
Potter,2021-07-21,18222,477,41,0,county level dashboards
Potter,2021-07-22,18266,477,44,0,county level dashboards
Potter,2021-07-23,18298,477,32,0,county level dashboards
Potter,2021-07-24,18329,477,31,0,county level dashboards
Potter,2021-07-25,18356,477,27,0,county level dashboards
Potter,2021-07-26,18381,477,25,0,county level dashboards
Potter,2021-07-27,18437,477,56,0,county level dashboards
Potter,2021-07-28,18484,477,47,0,county level dashboards
Potter,2021-07-29,18534,477,50,0,county level dashboards
Potter,2021-07-30,18588,477,54,0,county level dashboards
Potter,2021-07-31,18632,477,44,0,county level dashboards
Potter,2021-08-01,18666,477,34,0,county level dashboards
Potter,2021-08-02,18694,511,28,34,county level dashboards
Potter,2021-08-03,18776,511,82,0,county level dashboards
Potter,2021-08-04,18847,511,71,0,county level dashboards
Potter,2021-08-05,18937,511,90,0,county level dashboards
Potter,2021-08-06,19010,511,73,0,county level dashboards
Potter,2021-08-07,19067,511,57,0,county level dashboards
Potter,2021-08-08,19114,511,47,0,county level dashboards
Potter,2021-08-09,19151,511,37,0,county level dashboards
Potter,2021-08-10,19258,511,107,0,county level dashboards
Potter,2021-08-11,19363,511,105,0,county level dashboards
Potter,2021-08-12,19442,511,79,0,county level dashboards
Potter,2021-08-13,19519,511,77,0,county level dashboards
Potter,2021-08-14,19580,511,61,0,county level dashboards
Potter,2021-08-15,19615,511,35,0,county level dashboards
Potter,2021-08-16,19655,511,40,0,county level dashboards
Potter,2021-08-17,19766,511,111,0,county level dashboards
Potter,2021-08-18,19844,511,78,0,county level dashboards
Potter,2021-08-19,19938,511,94,0,county level dashboards
Potter,2021-08-20,20043,511,105,0,county level dashboards
Potter,2021-08-21,20125,511,82,0,county level dashboards
Potter,2021-08-22,20183,511,58,0,county level dashboards
Potter,2021-08-23,20244,511,61,0,county level dashboards
Potter,2021-08-24,20361,511,117,0,county level dashboards
Potter,2021-08-25,20476,511,115,0,county level dashboards
Potter,2021-08-26,20571,511,95,0,county level dashboards
Potter,2021-08-27,20662,511,91,0,county level dashboards
Potter,2021-08-28,20728,511,66,0,county level dashboards
Potter,2021-08-29,20782,511,54,0,county level dashboards
Potter,2021-08-30,20831,511,49,0,county level dashboards
Potter,2021-08-31,20953,511,122,0,county level dashboards
Potter,2021-09-01,21055,511,102,0,county level dashboards
Potter,2021-09-02,21153,561,98,50,county level dashboards
Potter,2021-09-03,21234,561,81,0,county level dashboards
Potter,2021-09-04,21318,561,84,0,county level dashboards
Potter,2021-09-05,21381,561,63,0,county level dashboards
Potter,2021-09-06,21426,561,45,0,county level dashboards
Potter,2021-09-07,21463,561,37,0,county level dashboards
Potter,2021-09-08,21581,561,118,0,county level dashboards
Potter,2021-09-09,21667,561,86,0,county level dashboards
Potter,2021-09-10,21760,561,93,0,county level dashboards
Potter,2021-09-11,21839,561,79,0,county level dashboards
Potter,2021-09-12,21891,561,52,0,county level dashboards
Potter,2021-09-13,21918,561,27,0,county level dashboards
Potter,2021-09-14,22010,561,92,0,county level dashboards
Potter,2021-09-15,22083,561,73,0,county level dashboards
Potter,2021-09-16,22136,561,53,0,county level dashboards
Potter,2021-09-17,22213,561,77,0,county level dashboards
Potter,2021-09-18,22273,561,60,0,county level dashboards
Potter,2021-09-19,22301,561,28,0,county level dashboards
Potter,2021-09-20,22329,561,28,0,county level dashboards
Potter,2021-09-21,22401,561,72,0,county level dashboards
Potter,2021-09-22,22453,561,52,0,county level dashboards
Potter,2021-09-23,22491,561,38,0,county level dashboards
Potter,2021-09-24,22541,561,50,0,county level dashboards
Potter,2021-09-25,22583,561,42,0,county level dashboards
Potter,2021-09-26,22614,561,31,0,county level dashboards
Potter,2021-09-27,22638,561,24,0,county level dashboards
Potter,2021-09-28,22699,561,61,0,county level dashboards
Potter,2021-09-29,22744,561,45,0,county level dashboards
Potter,2021-09-30,22795,561,51,0,county level dashboards
Potter,2021-10-01,22821,561,26,0,county level dashboards
Potter,2021-10-02,22851,586,30,25,county level dashboards
Potter,2021-10-03,22862,586,11,0,county level dashboards
Potter,2021-10-04,22886,586,24,0,county level dashboards
Potter,2021-10-05,22952,586,66,0,county level dashboards
Potter,2021-10-06,23004,586,52,0,county level dashboards
Potter,2021-10-07,23057,586,53,0,county level dashboards
Potter,2021-10-08,23090,586,33,0,county level dashboards
Potter,2021-10-09,23133,586,43,0,county level dashboards
Potter,2021-10-10,23160,586,27,0,county level dashboards
Potter,2021-10-11,23183,586,23,0,county level dashboards
Potter,2021-10-12,23222,586,39,0,county level dashboards
Potter,2021-10-13,23258,586,36,0,county level dashboards
Potter,2021-10-14,23297,586,39,0,county level dashboards
Potter,2021-10-15,23331,586,34,0,county level dashboards
Potter,2021-10-16,23362,586,31,0,county level dashboards
Potter,2021-10-17,23385,586,23,0,county level dashboards
Potter,2021-10-18,23400,586,15,0,county level dashboards
Potter,2021-10-19,23435,586,35,0,county level dashboards
Potter,2021-10-20,23471,586,36,0,county level dashboards
Potter,2021-10-21,23506,586,35,0,county level dashboards
Potter,2021-10-22,23535,586,29,0,county level dashboards
Potter,2021-10-23,23572,586,37,0,county level dashboards
Potter,2021-10-24,23592,586,20,0,county level dashboards
Potter,2021-10-25,23621,586,29,0,county level dashboards
Potter,2021-10-26,23660,586,39,0,county level dashboards
Potter,2021-10-27,23702,586,42,0,county level dashboards
Potter,2021-10-28,23739,586,37,0,county level dashboards
Potter,2021-10-29,23771,586,32,0,county level dashboards
Potter,2021-10-30,23811,586,40,0,county level dashboards
Potter,2021-10-31,23836,586,25,0,county level dashboards
Potter,2021-11-01,23859,586,23,0,county level dashboards
Potter,2021-11-02,23911,610,52,24,county level dashboards
Potter,2021-11-03,23952,610,41,0,county level dashboards
Potter,2021-11-04,23984,610,32,0,county level dashboards
Potter,2021-11-05,24033,610,49,0,county level dashboards
Potter,2021-11-06,24073,610,40,0,county level dashboards
Potter,2021-11-07,24096,610,23,0,county level dashboards
Potter,2021-11-08,24143,610,47,0,county level dashboards
Potter,2021-11-09,24212,610,69,0,county level dashboards
Potter,2021-11-10,24270,610,58,0,county level dashboards
Potter,2021-11-11,24354,610,84,0,county level dashboards
Potter,2021-11-12,24393,610,39,0,county level dashboards
Potter,2021-11-13,24446,610,53,0,county level dashboards
Potter,2021-11-14,24481,610,35,0,county level dashboards
Potter,2021-11-15,24515,610,34,0,county level dashboards
Potter,2021-11-16,24571,610,56,0,county level dashboards
Potter,2021-11-17,24638,610,67,0,county level dashboards
Potter,2021-11-18,24716,610,78,0,county level dashboards
Potter,2021-11-19,24785,610,69,0,county level dashboards
Potter,2021-11-20,24846,610,61,0,county level dashboards
Potter,2021-11-21,24881,610,35,0,county level dashboards
Potter,2021-11-22,24917,610,36,0,county level dashboards
Potter,2021-11-23,25006,610,89,0,county level dashboards
Potter,2021-11-24,25076,610,70,0,county level dashboards
Potter,2021-11-25,25140,610,64,0,county level dashboards
Potter,2021-11-26,25151,610,11,0,county level dashboards
Potter,2021-11-27,25222,610,71,0,county level dashboards
Potter,2021-11-28,25272,610,50,0,county level dashboards
Potter,2021-11-29,25337,610,65,0,county level dashboards
Potter,2021-11-30,25456,610,119,0,county level dashboards
Potter,2021-12-01,25569,610,113,0,county level dashboards
Potter,2021-12-02,25648,668,79,58,county level dashboards
Potter,2021-12-03,25746,668,98,0,county level dashboards
Potter,2021-12-04,25819,668,73,0,county level dashboards
Potter,2021-12-05,25866,668,47,0,county level dashboards
Potter,2021-12-06,25910,668,44,0,county level dashboards
Potter,2021-12-07,26011,668,101,0,county level dashboards
Potter,2021-12-08,26095,668,84,0,county level dashboards
Potter,2021-12-09,26167,668,72,0,county level dashboards
Potter,2021-12-10,26233,668,66,0,county level dashboards
Potter,2021-12-11,26308,668,75,0,county level dashboards
Potter,2021-12-12,26346,668,38,0,county level dashboards
Potter,2021-12-13,26385,668,39,0,county level dashboards
Potter,2021-12-14,26471,668,86,0,county level dashboards
Potter,2021-12-15,26532,668,61,0,county level dashboards
Potter,2021-12-16,26610,668,78,0,county level dashboards
Potter,2021-12-17,26674,668,64,0,county level dashboards
Potter,2021-12-18,26717,668,43,0,county level dashboards
Potter,2021-12-19,26754,668,37,0,county level dashboards
Potter,2021-12-20,26783,668,29,0,county level dashboards
Potter,2021-12-21,26845,668,62,0,county level dashboards
Potter,2021-12-22,26919,668,74,0,county level dashboards
Potter,2021-12-23,26987,668,68,0,county level dashboards
Potter,2021-12-24,27066,668,79,0,county level dashboards
Potter,2021-12-25,27106,668,40,0,county level dashboards
Potter,2021-12-26,27142,668,36,0,county level dashboards
Potter,2021-12-27,27188,668,46,0,county level dashboards
Potter,2021-12-28,27295,668,107,0,county level dashboards
Potter,2021-12-29,27445,668,150,0,county level dashboards
Potter,2021-12-30,27612,668,167,0,county level dashboards
Potter,2021-12-31,27746,668,134,0,county level dashboards
Potter,2022-01-01,27861,668,115,0,county level dashboards
Potter,2022-01-02,27904,720,43,52,county level dashboards
Potter,2022-01-03,28001,720,97,0,county level dashboards
Potter,2022-01-04,28224,720,223,0,county level dashboards
Potter,2022-01-05,28535,720,311,0,county level dashboards
Potter,2022-01-06,28827,720,292,0,county level dashboards
Potter,2022-01-07,29084,720,257,0,county level dashboards
Potter,2022-01-08,29339,720,255,0,county level dashboards
Potter,2022-01-09,29508,720,169,0,county level dashboards
Potter,2022-01-10,29649,720,141,0,county level dashboards
Potter,2022-01-11,30055,720,406,0,county level dashboards
Potter,2022-01-12,30478,720,423,0,county level dashboards
Potter,2022-01-13,30902,720,424,0,county level dashboards
Potter,2022-01-14,31242,720,340,0,county level dashboards
Potter,2022-01-15,31575,720,333,0,county level dashboards
Potter,2022-01-16,31713,720,138,0,county level dashboards
Potter,2022-01-17,31843,720,130,0,county level dashboards
Potter,2022-01-18,32115,720,272,0,county level dashboards
Potter,2022-01-19,32531,720,416,0,county level dashboards
Potter,2022-01-20,32874,720,343,0,county level dashboards
Potter,2022-01-21,33175,720,301,0,county level dashboards
Potter,2022-01-22,33422,720,247,0,county level dashboards
Potter,2022-01-23,33565,720,143,0,county level dashboards
Potter,2022-01-24,33694,720,129,0,county level dashboards
Potter,2022-01-25,33959,720,265,0,county level dashboards
Potter,2022-01-26,34230,720,271,0,county level dashboards
