"District","LEA","County"
"Lorenzo ISD",54902,"Hale"
"Culberson
County-Allamoore ISD",55901,"Reeves"
"Dallas ISD",57905,"Ellis"
"Dawson ISD",58902,"Terry"
"Klondike ISD",58905,"Martin"
"Sands Cisd",58909,"Martin"
"Hereford ISD",59901,"Randall"
"Cooper ISD",60902,"Hunt"
"Fannindel ISD",60914,"Lamar"
"Lewisville ISD",61902,"Tarrant"
"Pilot Point ISD",61903,"Grayson"
"Yoakum ISD",62903,"Victoria"
"Yorktown ISD",62904,"Karnes"
"Spur ISD",63903,"Garza"
"Patton Springs ISD",63906,"Motley"
"Carrizo Springs Cisd",64903,"Maverick"
"Clarendon ISD",65901,"Gray"
"Hedley ISD",65902,"Hall"
"Ramirez Csd",66005,"Jim Wells"
"San Diego ISD",66902,"McMullen"
"Freer ISD",66903,"Webb"
"Cisco ISD",67902,"Stephens"
"Ranger ISD",67907,"Stephens"
"Ector County ISD",68901,"Midland"
"Rocksprings ISD",69901,"Kinney"
"Nueces Canyon Cisd",69902,"Uvalde"
"Ennis ISD",70903,"Navarro"
"Midlothian ISD",70908,"Tarrant"
"Marlin ISD",73903,"Milam"
"Rosebud-Lott ISD",73905,"Robertson"
"Flatonia ISD",75901,"Gonzales"
"La Grange ISD",75902,"Lee"
"Round Top-Carmine ISD",75908,"Washington"
"Rotan ISD",76904,"Stonewall"
"Floydada ISD",77901,"Floyd"
"Lockney ISD",77902,"Swisher"
"Crowell ISD",78901,"Hardeman"
"Lamar Cisd",79901,"Waller"
"Mount Vernon ISD",80901,"Red River"
"Dilley ISD",82902,"Zavala"
"Pearsall ISD",82903,"Medina"
"Seminole ISD",83903,"Martin"
"Clear Creek ISD",84910,"Harris"
"Post ISD",85902,"Kent"
"Southland ISD",85903,"Lynn"
"Fredericksburg ISD",86901,"Kerr"
"Harper ISD",86902,"Mason"
"Glasscock County ISD",87901,"Midland"
"Goliad ISD",88902,"Karnes"
"Gonzales ISD",89901,"Guadalupe"
"Nixon-Smiley Cisd",89903,"Karnes"
"Waelder ISD",89905,"Gonzales"
"Mclean ISD",90903,"Wheeler"
"Pampa ISD",90904,"Roberts"
"Longview ISD",92903,"Upshur"
"Anderson-Shiro Cisd",93901,"Walker"
"Navasota ISD",93904,"Montgomery"
"Seguin ISD",94901,"Wilson"
"Abernathy ISD",95901,"Lubbock"
"Petersburg ISD",95904,"Lubbock"
"Plainview ISD",95905,"Swisher"
"Memphis ISD",96904,"Cottle"
"Turkey-Quitaque ISD",96905,"Motley"
"Hamilton ISD",97902,"Mills"
"Hico ISD",97903,"Hamilton"
"Pringle-Morse Cisd",98903,"Roberts"
"Spearman ISD",98904,"Roberts"
"Quanah ISD",99903,"Hardeman"
"Hardin-Jefferson ISD",100905,"Liberty"
"Lumberton ISD",100907,"Orange"
"Marshall ISD",102902,"Rusk"
"Channing ISD",103901,"Oldham"
"Hartley ISD",103902,"Sherman"
"Haskell Cisd",104901,"Stonewall"
"Paint Creek ISD",104907,"Throckmorton"
"San Marcos Cisd",105902,"Hays"
"Brownsboro ISD",107902,"Van Zandt"
"Cross Roads ISD",107904,"Navarro"
"Edinburg Cisd",108904,"Starr"
"Anton ISD",110901,"Lubbock"
"Levelland ISD",110902,"Terry"
"Ropes ISD",110905,"Terry"
"Sundown ISD",110907,"Yoakum"
"Granbury ISD",111901,"Somervell"
"Lipan ISD",111902,"Parker"
"Sulphur Bluff ISD",112910,"Red River"
"Grapeland ISD",113902,"Leon"
"Lovelady ISD",113903,"Trinity"
"Kennard ISD",113906,"Trinity"
"Forsan ISD",114904,"Sterling"
"Quinlan ISD",116908,"Rockwall"
"Irion County ISD",118902,"Schleicher"
"Jacksboro ISD",119902,"Wise"
"Perrin-Whitt Cisd",119903,"Wise"
"Edna ISD",120901,"Wharton"
"Industrial ISD",120905,"Victoria"
"Brookeland ISD",121902,"San Augustine"
"Buna ISD",121903,"Orange"
"Jasper ISD",121904,"San Augustine"
"Ft Davis ISD",122901,"Pecos"
"Valentine ISD",122902,"Presidio"
"Jim Hogg County ISD",124901,"Starr"
"Alice ISD",125901,"Live Oak"
"Orange Grove ISD",125903,"San Patricio"
"La Gloria ISD",125906,"Kleberg"
"Cleburne ISD",126903,"Somervell"
"Godley ISD",126911,"Tarrant"
"Hamlin Collegiate ISD",127903,"Stonewall"
"Lueders-Avoca ISD",127905,"Throckmorton"
"Karnes City ISD",128901,"Karnes"
"Kemp ISD",129904,"Navarro"
"Boerne ISD",130901,"Kendall"
"Comfort ISD",130902,"Kerr"
"Kenedy County Wide Csd",131001,"Kleberg"
"Jayton-Girard ISD",132902,"Kent"
"Divide ISD",133905,"Kimble"
"Junction ISD",134901,"Mason"
"Guthrie Csd",135001,"Kent"
"Brackett ISD",136901,"Uvalde"
"Santa Gertrudis ISD",137904,"Kleberg"
"Knox City-O'brien Cisd",138902,"Stonewall"
"Munday Cisd",138903,"Throckmorton"
"Benjamin ISD",138904,"Knox"
"Prairiland ISD",139912,"Red River"
"Sudan ISD",140908,"Lamb"
"Lampasas ISD",141901,"Lampasas"
"Cotulla ISD",142901,"Frio"
"Hallettsville ISD",143901,"Lavaca"
"Ezzell ISD",143906,"Victoria"
"Giddings ISD",144901,"Lee"
"Lexington ISD",144902,"Milam"
"Normangee ISD",145906,"Robertson"
"Oakwood ISD",145907,"Leon"
"Leon ISD",145911,"Robertson"
"Cleveland ISD",146901,"San Jacinto"
"Devers ISD",146903,"Liberty"
"Hardin ISD",146904,"San Jacinto"
"Groesbeck ISD",147902,"Limestone"
"Booker ISD",148901,"Roberts"
"George West ISD",149901,"Live Oak"
"Three Rivers ISD",149902,"Live Oak"
"Llano ISD",150901,"Llano"
"Frenship ISD",152907,"Terry"
"O'donnell ISD",153903,"Lynn"
"New Home ISD",153905,"Terry"
"Madisonville Cisd",154901,"Madison"
"Jefferson ISD",155901,"Morris"
"Stanton ISD",156902,"Martin"
"Mason ISD",157901,"Mason"
"Eagle Pass ISD",159901,"Uvalde"
"Brady ISD",160901,"McCulloch"
"Rochelle ISD",160904,"San Saba"
"Mcmullen County ISD",162904,"Live Oak"
"D'hanis ISD",163902,"Uvalde"
"Menard ISD",164901,"McCulloch"
"Midland ISD",165901,"Martin"
"Cameron ISD",166901,"Robertson"
"Goldthwaite ISD",167901,"San Saba"
"Mullin ISD",167902,"San Saba"
"Colorado ISD",168901,"Scurry"
"Bowie ISD",169901,"Wise"
"Magnolia ISD",170906,"Waller"
"Dumas ISD",171901,"Hutchinson"
"Sunray ISD",171902,"Sherman"
"Daingerfield-Lone Star ISD",172902,"Morris"
"Pewitt Cisd",172905,"Red River"
"Motley County ISD",173901,"Dickens"
"Roscoe Collegiate ISD",177901,"Scurry"
"Blackwell Cisd",177903,"Taylor"
"Perryton ISD",179901,"Roberts"
"Wildorado ISD",180904,"Randall"
"Vidor ISD",181907,"Orange"
"Graford ISD",182902,"Young"
"Strawn ISD",182905,"Stephens"
"Carthage ISD",183902,"Shelby"
"Lazbuddie ISD",185904,"Parmer"
"Buena Vista ISD",186901,"Ward"
"Fort Stockton ISD",186902,"Reeves"
"Iraan-Sheffield ISD",186903,"Terrell"
"Big Sandy ISD",187901,"Tyler"
"Livingston ISD",187907,"Trinity"
"Highland Park ISD",188903,"Potter"
"Bushland ISD",188904,"Potter"
"Rains ISD",190903,"Van Zandt"
"Canyon ISD",191901,"Deaf Smith"
"Reagan County ISD",192901,"Reagan"
"Leakey ISD",193902,"Real"
"Avery ISD",194902,"Titus"
"Pecos-Barstow-Toyah ISD",195901,"Pecos"
"Austwell-Tivoli ISD",196901,"Victoria"
"Woodsboro ISD",196902,"San Patricio"
"Refugio ISD",196903,"Goliad"
"Miami ISD",197902,"Hutchinson"
"Bremond ISD",198901,"Robertson"
"Franklin ISD",198903,"Robertson"
"Mumford ISD",198906,"Robertson"
"Rockwall ISD",199901,"Rockwall"
"Royse City ISD",199902,"Rockwall"
"Miles ISD",200902,"Tom Green"
"Winters ISD",200904,"Taylor"
"Henderson ISD",201902,"Shelby"
"Tatum ISD",201910,"Rusk"
"Hemphill ISD",202903,"Shelby"
"San Augustine ISD",203901,"Shelby"
"Broaddus ISD",203902,"Sabine"
"Coldspring-Oakhurst Cisd",204901,"Trinity"
"Mathis ISD",205904,"Nueces"
"Sinton ISD",205906,"San Patricio"
"San Saba ISD",206901,"Mills"
"Richland Springs ISD",206902,"San Saba"
"Schleicher ISD",207901,"Kimble"
"Hermleigh ISD",208901,"Scurry"
"Snyder ISD",208902,"Howard"
"Albany ISD",209901,"Throckmorton"
"Moran ISD",209902,"Stephens"
"Timpson ISD",210905,"Shelby"
"Stratford ISD",211902,"Sherman"
"Bullard ISD",212902,"Smith"
"Glen Rose ISD",213901,"Johnson"
"San Isidro ISD",214902,"Starr"
"Breckenridge ISD",215901,"Stephens"
"Sterling City ISD",216901,"Mitchell"
"Aspermont ISD",217901,"Jones"
"Sonora ISD",218901,"Menard"
"Happy ISD",219901,"Randall"
"Kress ISD",219905,"Hale"
"Mansfield ISD",220908,"Tarrant"
"Merkel ISD",221904,"Taylor"
"Trent ISD",221905,"Taylor"
"Jim Ned Cisd",221911,"Taylor"
"Terrell County ISD",222901,"Terrell"
"Brownfield ISD",223901,"Yoakum"
"Wellman-Union Cisd",223904,"Terry"
"Throckmorton Collegiate
ISD",224901,"Throckmorton"
"Woodson ISD",224902,"Young"
"Mount Pleasant ISD",225902,"Red River"
"Water Valley ISD",226905,"Sterling"
"Wall ISD",226906,"Tom Green"
"Del Valle ISD",227910,"Travis"
"Groveton ISD",228901,"Trinity"
"Trinity ISD",228903,"Trinity"
"Warren ISD",229904,"Tyler"
"Big Sandy ISD",230901,"Wood"
"Ore City ISD",230903,"Upshur"
"Rankin ISD",231902,"Midland"
"Sabinal ISD",232902,"Zavala"
"Uvalde Cisd",232903,"Medina"
"Utopia ISD",232904,"Real"
"San Felipe-Del Rio Cisd",233901,"Val Verde"
"Comstock ISD",233903,"Val Verde"
"Grand Saline ISD",234904,"Wood"
"Van ISD",234906,"Wood"
"Wills Point ISD",234907,"Van Zandt"
"Victoria ISD",235902,"Lavaca"
"Huntsville ISD",236902,"Montgomery"
"Hempstead ISD",237902,"Washington"
"Waller ISD",237904,"Waller"
"Royal ISD",237905,"Waller"
"Monahans-Wickett-Pyote
ISD",238902,"Reeves"
"Grandfalls-Royalty ISD",238904,"Ward"
"Brenham ISD",239901,"Grimes"
"Burton ISD",239903,"Lee"
"United ISD",240903,"Maverick"
"Webb Cisd",240904,"Zapata"
"Boling ISD",241901,"Wharton"
"East Bernard ISD",241902,"Wharton"
"El Campo ISD",241903,"Wharton"
"Fort Elliott Cisd",242906,"Wheeler"
"Harrold ISD",244901,"Wilbarger"
"Vernon ISD",244903,"Wilbarger"
"Coupland ISD",246914,"Williamson"
"Wink-Loving ISD",248902,"Ward"
"Slidell ISD",249908,"Wise"
"Alba-Golden ISD",250906,"Wood"
"Winnsboro ISD",250907,"Wood"
"Plains ISD",251902,"Yoakum"
"Graham ISD",252901,"Stephens"
"Olney ISD",252903,"Young"
"Zapata County ISD",253901,"Zapata"
"Crystal City ISD",254901,"Zavala"
"La Pryor ISD",254902,"Zavala"
"Andrews ISD",2901,"Midland"
"Zavalla ISD",3906,"San Augustine"
"Aransas County ISD",4901,"San Patricio"
"Archer City ISD",5901,"Young"
"Claude ISD",6902,"Potter"
"Pleasanton ISD",7905,"McMullen"
"Bellville ISD",8901,"Washington"
"Bandera ISD",10902,"Medina"
"Seymour ISD",12901,"Knox"
"Johnson City ISD",16901,"Llano"
"Blanco ISD",16902,"Kendall"
"Borden County ISD",17901,"Lynn"
"Bryan ISD",21902,"Madison"
"Brooks County ISD",24901,"Jim Wells"
"Brookesmith ISD",25908,"San Saba"
"Caldwell ISD",26901,"Robertson"
"Burnet Cisd",27903,"San Saba"
"Calhoun County ISD",29901,"Refugio"
"Clyde Cisd",30902,"Taylor"
"Pittsburg ISD",32902,"Upshur"
"Panhandle ISD",33902,"Potter"
"Childress ISD",38901,"Hardeman"
"Whiteface Cisd",40902,"Terry"
"Robert Lee ISD",41902,"Tom Green"
"Coleman ISD",42901,"Taylor"
"Wellington ISD",44902,"Wheeler"
"Comal ISD",46902,"Hays"
"Paducah ISD",51901,"Hall"
"Crane ISD",52901,"Upton"
"Crockett County
Consolidated Csd",53001,"Reagan"
"Crosbyton Cisd",54901,"Kent"
"Lorenzo ISD",54902,"Lubbock"
"Dallas ISD",57905,"Kaufman"
"Cooper ISD",60902,"Lamar"
"Spur ISD",63903,"Kent"
"Carrizo Springs Cisd",64903,"Webb"
"Clarendon ISD",65901,"Hall"
"Ector County ISD",68901,"Upton"
"Rocksprings ISD",69901,"Real"
"Marlin ISD",73903,"Robertson"
"Flatonia ISD",75901,"Lavaca"
"Floydada ISD",77901,"Hale"
"Crowell ISD",78901,"King"
"Lamar Cisd",79901,"Wharton"
"Mount Vernon ISD",80901,"Titus"
"Pearsall ISD",82903,"Uvalde"
"Seminole ISD",83903,"Yoakum"
"Post ISD",85902,"Lynn"
"Fredericksburg ISD",86901,"Llano"
"Glasscock County ISD",87901,"Reagan"
"Goliad ISD",88902,"Refugio"
"Nixon-Smiley Cisd",89903,"Wilson"
"Navasota ISD",93904,"Waller"
"Memphis ISD",96904,"Donley"
"Pringle-Morse Cisd",98903,"Sherman"
"Channing ISD",103901,"Potter"
"Haskell Cisd",104901,"Throckmorton"
"Edinburg Cisd",108904,"Willacy"
"Granbury ISD",111901,"Tarrant"
"Lovelady ISD",113903,"Walker"
"Quinlan ISD",116908,"Van Zandt"
"Irion County ISD",118902,"Tom Green"
"Jacksboro ISD",119902,"Young"
"Buna ISD",121903,"Tyler"
"Jasper ISD",121904,"Tyler"
"Ft Davis ISD",122901,"Presidio"
"Jim Hogg County ISD",124901,"Webb"
"Alice ISD",125901,"Nueces"
"Karnes City ISD",128901,"Live Oak"
"Boerne ISD",130901,"Kerr"
"Kenedy County Wide Csd",131001,"Willacy"
"Jayton-Girard ISD",132902,"King"
"Divide ISD",133905,"Real"
"Junction ISD",134901,"Menard"
"Guthrie Csd",135001,"King"
"Brackett ISD",136901,"Val Verde"
"Lampasas ISD",141901,"San Saba"
"Cotulla ISD",142901,"La Salle"
"Hallettsville ISD",143901,"Wharton"
"Giddings ISD",144901,"Washington"
"Lexington ISD",144902,"Williamson"
"Groesbeck ISD",147902,"Robertson"
"George West ISD",149901,"McMullen"
"Three Rivers ISD",149902,"McMullen"
"Llano ISD",150901,"Mason"
"O'donnell ISD",153903,"Terry"
"Madisonville Cisd",154901,"Walker"
"Jefferson ISD",155901,"Upshur"
"Stanton ISD",156902,"Midland"
"Mason ISD",157901,"McCulloch"
"Eagle Pass ISD",159901,"Webb"
"Brady ISD",160901,"Menard"
"Mcmullen County ISD",162904,"McMullen"
"D'hanis ISD",163902,"Zavala"
"Menard ISD",164901,"Menard"
"Midland ISD",165901,"Midland"
"Colorado ISD",168901,"Sterling"
"Dumas ISD",171901,"Moore"
"Daingerfield-Lone Star ISD",172902,"Titus"
"Pewitt Cisd",172905,"Titus"
"Motley County ISD",173901,"Floyd"
"Fort Stockton ISD",186902,"Terrell"
"Highland Park ISD",188903,"Randall"
"Bushland ISD",188904,"Randall"
"Rains ISD",190903,"Wood"
"Canyon ISD",191901,"Potter"
"Reagan County ISD",192901,"Sterling"
"Leakey ISD",193902,"Uvalde"
"Pecos-Barstow-Toyah ISD",195901,"Reeves"
"Refugio ISD",196903,"Refugio"
"Miami ISD",197902,"Lipscomb"
"Broaddus ISD",203902,"San Augustine"
"Coldspring-Oakhurst Cisd",204901,"Walker"
"Mathis ISD",205904,"San Patricio"
"San Saba ISD",206901,"San Saba"
"Schleicher ISD",207901,"Menard"
"Snyder ISD",208902,"Kent"
"Glen Rose ISD",213901,"Somervell"
"Breckenridge ISD",215901,"Throckmorton"
"Sterling City ISD",216901,"Reagan"
"Aspermont ISD",217901,"Kent"
"Sonora ISD",218901,"Schleicher"
"Happy ISD",219901,"Swisher"
"Kress ISD",219905,"Swisher"
"Terrell County ISD",222901,"Val Verde"
"Throckmorton Collegiate
ISD",224901,"Young"
"Mount Pleasant ISD",225902,"Titus"
"Water Valley ISD",226905,"Tom Green"
"Trinity ISD",228903,"Walker"
"Rankin ISD",231902,"Reagan"
"Uvalde Cisd",232903,"Real"
"Utopia ISD",232904,"Uvalde"
"Victoria ISD",235902,"Refugio"
"Huntsville ISD",236902,"San Jacinto"
"Monahans-Wickett-Pyote
ISD",238902,"Ward"
"Brenham ISD",239901,"Waller"
"Burton ISD",239903,"Washington"
"United ISD",240903,"McMullen"
"Wink-Loving ISD",248902,"Winkler"
"Graham ISD",252901,"Throckmorton"
"Andrews ISD",2901,"Winkler"
"Zavalla ISD",3906,"Tyler"
"Claude ISD",6902,"Randall"
"Pleasanton ISD",7905,"Wilson"
"Seymour ISD",12901,"Throckmorton"
"Johnson City ISD",16901,"Travis"
"Borden County ISD",17901,"Mitchell"
"Bryan ISD",21902,"Robertson"
"Brooks County ISD",24901,"Kenedy"
"Burnet Cisd",27903,"Travis"
"Calhoun County ISD",29901,"Victoria"
"Pittsburg ISD",32902,"Wood"
"Panhandle ISD",33902,"Randall"
"Whiteface Cisd",40902,"Yoakum"
"Comal ISD",46902,"Kendall"
"Paducah ISD",51901,"King"
"Crane ISD",52901,"Ward"
"Crockett County
Consolidated Csd",53001,"Schleicher"
"Crosbyton Cisd",54901,"Motley"
"Lorenzo ISD",54902,"Lynn"
"Cooper ISD",60902,"Red River"
"Spur ISD",63903,"King"
"Carrizo Springs Cisd",64903,"Zavala"
"Ector County ISD",68901,"Ward"
"Rocksprings ISD",69901,"Sutton"
"Floydada ISD",77901,"Motley"
"Crowell ISD",78901,"Knox"
"Mount Vernon ISD",80901,"Wood"
"Pearsall ISD",82903,"Zavala"
"Post ISD",85902,"Scurry"
"Fredericksburg ISD",86901,"Mason"
"Glasscock County ISD",87901,"Sterling"
"Goliad ISD",88902,"Victoria"
"Navasota ISD",93904,"Washington"
"Memphis ISD",96904,"Hall"
"Ft Davis ISD",122901,"Reeves"
"Jim Hogg County ISD",124901,"Zapata"
"Karnes City ISD",128901,"Wilson"
"Boerne ISD",130901,"Medina"
"Jayton-Girard ISD",132902,"Scurry"
"Junction ISD",134901,"Schleicher"
"Guthrie Csd",135001,"Knox"
"Brackett ISD",136901,"Zavala"
"Cotulla ISD",142901,"McMullen"
"George West ISD",149901,"San Patricio"
"Llano ISD",150901,"San Saba"
"Mason ISD",157901,"Menard"
"Eagle Pass ISD",159901,"Zavala"
"Brady ISD",160901,"San Saba"
"Mcmullen County ISD",162904,"Webb"
"Menard ISD",164901,"Schleicher"
"Midland ISD",165901,"Upton"
"Dumas ISD",171901,"Oldham"
"Daingerfield-Lone Star ISD",172902,"Upshur"
"Motley County ISD",173901,"Hall"
"Canyon ISD",191901,"Randall"
"Reagan County ISD",192901,"Tom Green"
"Pecos-Barstow-Toyah ISD",195901,"Ward"
"Refugio ISD",196903,"Victoria"
"Miami ISD",197902,"Ochiltree"
"Schleicher ISD",207901,"Schleicher"
"Snyder ISD",208902,"Mitchell"
"Breckenridge ISD",215901,"Young"
"Sterling City ISD",216901,"Sterling"
"Aspermont ISD",217901,"King"
"Sonora ISD",218901,"Sutton"
"Rankin ISD",231902,"Upton"
"Uvalde Cisd",232903,"Uvalde"
"Victoria ISD",235902,"Victoria"
"Huntsville ISD",236902,"Trinity"
"Monahans-Wickett-Pyote
ISD",238902,"Winkler"
"Brenham ISD",239901,"Washington"
"United ISD",240903,"Webb"
"Graham ISD",252901,"Young"
"Claude ISD",6902,"Swisher"
"Seymour ISD",12901,"Wilbarger"
"Borden County ISD",17901,"Scurry"
"Brooks County ISD",24901,"Kleberg"
"Burnet Cisd",27903,"Williamson"
"Paducah ISD",51901,"Motley"
"Crockett County
Consolidated Csd",53001,"Sutton"
"Spur ISD",63903,"Motley"
"Ector County ISD",68901,"Winkler"
"Rocksprings ISD",69901,"Val Verde"
"Crowell ISD",78901,"Wilbarger"
"Glasscock County ISD",87901,"Upton"
"Memphis ISD",96904,"Motley"
"Jayton-Girard ISD",132902,"Stonewall"
"Junction ISD",134901,"Sutton"
"Guthrie Csd",135001,"Motley"
"Cotulla ISD",142901,"Webb"
"Mason ISD",157901,"San Saba"
"Menard ISD",164901,"Sutton"
"Dumas ISD",171901,"Potter"
"Motley County ISD",173901,"King"
"Reagan County ISD",192901,"Upton"
"Miami ISD",197902,"Roberts"
"Schleicher ISD",207901,"Sutton"
"Snyder ISD",208902,"Scurry"
"Sterling City ISD",216901,"Tom Green"
"Aspermont ISD",217901,"Stonewall"
"Sonora ISD",218901,"Val Verde"
"Uvalde Cisd",232903,"Zavala"
"Huntsville ISD",236902,"Walker"
"United ISD",240903,"Zapata"
"Brooks County ISD",24901,"Starr"
"Crockett County
Consolidated Csd",53001,"Terrell"
"Spur ISD",63903,"Stonewall"
"Guthrie Csd",135001,"Stonewall"
"Menard ISD",164901,"Tom Green"
"Dumas ISD",171901,"Sherman"
"Motley County ISD",173901,"Motley"
"Miami ISD",197902,"Wheeler"
"Schleicher ISD",207901,"Tom Green"
"Crockett County
Consolidated Csd",53001,"Upton"
