"County","AGEGRP","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","NA_MALE","NA_FEMALE","TOM_MALE","TOM_FEMALE","WAC_MALE","WAC_FEMALE","BAC_MALE","BAC_FEMALE","IAC_MALE","IAC_FEMALE","AAC_MALE","AAC_FEMALE","NAC_MALE","NAC_FEMALE","NH_MALE","NH_FEMALE","NHWA_MALE","NHWA_FEMALE","NHBA_MALE","NHBA_FEMALE","NHIA_MALE","NHIA_FEMALE","NHAA_MALE","NHAA_FEMALE","NHNA_MALE","NHNA_FEMALE","NHTOM_MALE","NHTOM_FEMALE","NHWAC_MALE","NHWAC_FEMALE","NHBAC_MALE","NHBAC_FEMALE","NHIAC_MALE","NHIAC_FEMALE","NHAAC_MALE","NHAAC_FEMALE","NHNAC_MALE","NHNAC_FEMALE","H_MALE","H_FEMALE","HWA_MALE","HWA_FEMALE","HBA_MALE","HBA_FEMALE","HIA_MALE","HIA_FEMALE","HAA_MALE","HAA_FEMALE","HNA_MALE","HNA_FEMALE","HTOM_MALE","HTOM_FEMALE","HWAC_MALE","HWAC_FEMALE","HBAC_MALE","HBAC_FEMALE","HIAC_MALE","HIAC_FEMALE","HAAC_MALE","HAAC_FEMALE","HNAC_MALE","HNAC_FEMALE"
"Comal","25-29",8252,4113,4139,3778,3802,158,120,40,40,50,87,11,9,76,81,3848,3878,181,144,77,74,67,112,17,13,2664,2757,2409,2491,127,97,20,18,49,81,5,6,54,64,2458,2550,145,117,43,40,64,105,9,9,1449,1382,1369,1311,31,23,20,22,1,6,6,3,22,17,1390,1328,36,27,34,34,3,7,8,4
"Comal","30-34",8786,4307,4479,4004,4099,113,109,38,37,72,145,5,4,75,85,4073,4176,129,130,76,81,94,173,11,8,2798,3054,2578,2748,91,91,13,12,62,142,5,1,49,60,2623,2804,102,106,33,38,81,166,9,3,1509,1425,1426,1351,22,18,25,25,10,3,0,3,26,25,1450,1372,27,24,43,43,13,7,2,5
"Comal","35-39",9258,4588,4670,4256,4331,122,107,34,39,111,98,6,4,59,91,4309,4415,135,130,67,83,128,127,8,8,3069,3184,2816,2917,108,95,14,13,95,89,4,4,32,66,2846,2977,113,112,27,41,109,115,6,6,1519,1486,1440,1414,14,12,20,26,16,9,2,0,27,25,1463,1438,22,18,40,42,19,12,2,2
"Comal","40-44",8706,4423,4283,4097,3965,140,97,41,55,59,96,6,3,80,67,4171,4027,152,105,89,94,80,116,12,8,2949,2958,2702,2732,118,82,19,16,51,84,4,2,55,42,2752,2772,124,87,48,37,71,100,9,4,1474,1325,1395,1233,22,15,22,39,8,12,2,1,25,25,1419,1255,28,18,41,57,9,16,3,4
"Comal","45-49",9891,4869,5022,4491,4685,186,122,62,52,72,93,5,8,53,62,4542,4743,196,133,94,88,85,110,5,13,3503,3593,3207,3333,164,108,18,12,69,86,3,4,42,50,3248,3380,171,118,41,39,82,101,3,7,1366,1429,1284,1352,22,14,44,40,3,7,2,4,11,12,1294,1363,25,15,53,49,3,9,2,6
"Comal","50-54",9954,4906,5048,4524,4706,234,146,52,52,49,74,2,4,45,66,4564,4769,244,153,81,91,59,93,5,8,3750,3810,3433,3523,223,135,18,22,40,67,2,4,34,59,3463,3579,230,141,39,57,49,84,3,8,1156,1238,1091,1183,11,11,34,30,9,7,0,0,11,7,1101,1190,14,12,42,34,10,9,2,0
"Comal","55-59",10952,5296,5656,4986,5297,173,160,36,53,36,83,1,6,64,57,5047,5352,181,169,79,95,53,91,2,10,4308,4563,4034,4256,166,148,23,29,32,79,1,6,52,45,4083,4299,172,156,58,62,47,87,2,8,988,1093,952,1041,7,12,13,24,4,4,0,0,12,12,964,1053,9,13,21,33,6,4,0,2
"Comal","60-64",10852,5221,5631,4937,5359,146,107,40,38,39,68,3,2,56,57,4990,5412,150,111,83,78,49,82,5,6,4302,4688,4065,4445,141,102,20,29,32,64,3,1,41,47,4103,4488,144,104,49,61,42,78,5,4,919,943,872,914,5,5,20,9,7,4,0,1,15,10,887,924,6,7,34,17,7,4,0,2
"Comal","65-69",9387,4524,4863,4343,4610,73,90,38,28,28,89,3,3,39,43,4378,4651,78,92,74,63,29,94,5,6,3853,4120,3700,3897,71,82,21,14,28,87,2,2,31,38,3727,3933,75,84,49,45,29,92,4,4,671,743,643,713,2,8,17,14,0,2,1,1,8,5,651,718,3,8,25,18,0,2,1,2
"Comal","70-74",7381,3601,3780,3481,3606,62,51,24,10,13,59,3,4,18,50,3499,3654,63,57,39,53,16,64,3,4,3172,3204,3075,3054,58,46,18,6,12,57,2,3,7,38,3082,3090,58,50,24,40,13,61,2,3,429,576,406,552,4,5,6,4,1,2,1,1,11,12,417,564,5,7,15,13,3,3,1,1
"Comal","75-79",4555,2235,2320,2155,2219,28,24,17,5,16,56,0,1,19,15,2172,2234,31,25,33,18,17,58,2,1,1956,2021,1883,1928,27,23,11,3,16,55,0,0,19,12,1900,1940,30,24,27,13,17,57,2,0,279,299,272,291,1,1,6,2,0,1,0,1,0,3,272,294,1,1,6,5,0,1,0,1
"Comal","80-84",2866,1299,1567,1254,1517,17,20,5,11,12,7,1,0,10,12,1264,1528,18,22,12,21,12,8,3,0,1167,1350,1125,1312,15,16,5,7,11,7,1,0,10,8,1135,1319,16,17,12,14,11,8,3,0,132,217,129,205,2,4,0,4,1,0,0,0,0,4,129,209,2,5,0,7,1,0,0,0
"Comal","85+",2640,948,1692,928,1643,4,15,4,5,4,17,0,0,8,12,936,1655,5,15,10,14,5,19,0,1,822,1444,804,1401,4,12,4,3,3,16,0,0,7,12,811,1413,5,12,9,12,4,18,0,1,126,248,124,242,0,3,0,2,1,1,0,0,1,0,125,242,0,3,1,2,1,1,0,0
"Comanche","0-4",757,386,371,359,348,4,6,4,8,6,3,0,0,13,6,371,354,9,10,10,10,9,4,1,0,226,215,211,200,2,2,2,4,2,3,0,0,9,6,219,206,5,6,6,6,5,4,1,0,160,156,148,148,2,4,2,4,4,0,0,0,4,0,152,148,4,4,4,4,4,0,0,0
"Comanche","5-9",845,449,396,426,366,9,3,3,5,3,2,0,0,8,20,434,384,12,12,6,13,5,7,1,0,247,224,237,202,3,3,2,2,1,2,0,0,4,15,241,215,4,11,3,6,3,7,0,0,202,172,189,164,6,0,1,3,2,0,0,0,4,5,193,169,8,1,3,7,2,0,1,0
"Comanche","10-14",906,443,463,412,435,9,6,2,2,2,8,0,0,18,12,428,446,18,12,9,5,6,11,0,1,262,265,244,248,4,2,0,0,1,7,0,0,13,8,256,255,10,7,5,1,4,10,0,0,181,198,168,187,5,4,2,2,1,1,0,0,5,4,172,191,8,5,4,4,2,1,0,1
"Comanche","15-19",795,411,384,392,366,3,7,6,3,3,0,0,0,7,8,399,374,7,12,9,6,3,0,0,1,254,204,241,196,1,1,5,0,2,0,0,0,5,7,246,203,4,5,7,3,2,0,0,1,157,180,151,170,2,6,1,3,1,0,0,0,2,1,153,171,3,7,2,3,1,0,0,0
"Comanche","20-24",709,388,321,369,300,9,10,4,6,1,0,3,0,2,5,371,305,10,11,4,8,2,2,3,0,192,203,185,194,1,4,1,1,0,0,3,0,2,4,187,198,2,5,1,3,1,1,3,0,196,118,184,106,8,6,3,5,1,0,0,0,0,1,184,107,8,6,3,5,1,1,0,0
"Comanche","25-29",683,336,347,324,326,3,4,4,13,0,2,0,0,5,2,329,328,5,6,7,13,0,2,0,0,204,215,195,203,3,1,2,7,0,2,0,0,4,2,199,205,4,3,5,7,0,2,0,0,132,132,129,123,0,3,2,6,0,0,0,0,1,0,130,123,1,3,2,6,0,0,0,0
"Comanche","30-34",653,342,311,311,292,13,3,9,9,2,4,0,0,7,3,318,294,13,3,15,12,2,4,1,1,205,195,186,190,10,0,2,2,2,3,0,0,5,0,191,190,10,0,6,2,2,3,1,0,137,116,125,102,3,3,7,7,0,1,0,0,2,3,127,104,3,3,9,10,0,1,0,1
"Comanche","35-39",683,338,345,325,336,1,1,4,5,4,0,2,0,2,3,327,339,2,2,4,6,5,0,2,1,214,228,202,224,1,1,4,2,3,0,2,0,2,1,204,225,2,2,4,2,4,0,2,0,124,117,123,112,0,0,0,3,1,0,0,0,0,2,123,114,0,0,0,4,1,0,0,1
"Comanche","40-44",681,329,352,319,336,3,4,2,5,2,4,0,0,3,3,322,339,3,5,5,7,2,4,0,0,212,242,209,233,0,2,0,1,2,4,0,0,1,2,210,235,0,3,1,2,2,4,0,0,117,110,110,103,3,2,2,4,0,0,0,0,2,1,112,104,3,2,4,5,0,0,0,0
"Comanche","45-49",787,375,412,360,397,9,3,4,4,0,6,0,0,2,2,362,399,10,4,5,5,0,6,0,0,255,279,247,271,4,0,3,2,0,6,0,0,1,0,248,271,5,0,3,2,0,6,0,0,120,133,113,126,5,3,1,2,0,0,0,0,1,2,114,128,5,4,2,3,0,0,0,0
"Comanche","50-54",912,471,441,448,424,9,9,8,5,1,1,1,0,4,2,452,426,10,10,10,5,2,2,1,0,323,337,312,328,5,5,1,2,1,1,0,0,4,1,316,329,6,5,3,2,2,2,0,0,148,104,136,96,4,4,7,3,0,0,1,0,0,1,136,97,4,5,7,3,0,0,1,0
"Comanche","55-59",919,465,454,450,431,6,0,7,14,0,6,0,0,2,3,452,434,6,2,9,16,0,6,0,0,373,363,362,346,5,0,4,9,0,5,0,0,2,3,364,349,5,2,6,11,0,5,0,0,92,91,88,85,1,0,3,5,0,1,0,0,0,0,88,85,1,0,3,5,0,1,0,0
"Comanche","60-64",915,450,465,432,446,5,1,5,10,3,5,0,0,5,3,437,449,6,1,9,12,3,6,0,0,381,403,369,390,3,1,2,7,2,2,0,0,5,3,374,393,4,1,6,9,2,3,0,0,69,62,63,56,2,0,3,3,1,3,0,0,0,0,63,56,2,0,3,3,1,3,0,0
"Comanche","65-69",953,477,476,458,462,0,4,8,1,3,2,0,0,8,7,466,469,1,4,14,7,3,2,2,1,409,409,395,399,0,0,6,1,3,2,0,0,5,7,400,406,0,0,9,7,3,2,2,1,68,67,63,63,0,4,2,0,0,0,0,0,3,0,66,63,1,4,5,0,0,0,0,0
"Comanche","70-74",854,400,454,385,444,0,1,7,4,2,0,0,0,6,5,391,449,1,1,12,9,3,0,0,0,359,410,351,402,0,1,2,2,2,0,0,0,4,5,355,407,0,1,6,7,2,0,0,0,41,44,34,42,0,0,5,2,0,0,0,0,2,0,36,42,1,0,6,2,1,0,0,0
"Comanche","75-79",666,315,351,313,348,1,0,1,1,0,0,0,0,0,2,313,350,1,0,1,2,0,1,0,0,296,331,295,329,1,0,0,0,0,0,0,0,0,2,295,331,1,0,0,1,0,1,0,0,19,20,18,19,0,0,1,1,0,0,0,0,0,0,18,19,0,0,1,1,0,0,0,0
"Comanche","80-84",449,216,233,212,226,0,0,1,2,1,1,0,0,2,4,214,229,1,1,2,6,1,1,0,0,206,221,203,215,0,0,0,1,1,1,0,0,2,4,205,218,1,1,1,5,1,1,0,0,10,12,9,11,0,0,1,1,0,0,0,0,0,0,9,11,0,0,1,1,0,0,0,0
"Comanche","85+",367,147,220,144,213,0,0,0,2,0,1,0,1,3,3,147,216,1,0,2,4,0,1,0,2,137,209,134,206,0,0,0,1,0,1,0,0,3,1,137,207,1,0,2,2,0,1,0,0,10,11,10,7,0,0,0,1,0,0,0,1,0,2,10,9,0,0,0,2,0,0,0,2
"Concho","0-4",117,59,58,55,54,1,1,0,0,0,0,0,0,3,3,58,57,4,4,0,0,0,0,0,0,35,38,33,34,0,1,0,0,0,0,0,0,2,3,35,37,2,4,0,0,0,0,0,0,24,20,22,20,1,0,0,0,0,0,0,0,1,0,23,20,2,0,0,0,0,0,0,0
"Concho","5-9",111,70,41,61,40,5,1,1,0,0,0,0,0,3,0,64,40,6,1,2,0,1,0,0,0,34,23,26,23,5,0,0,0,0,0,0,0,3,0,29,23,6,0,1,0,1,0,0,0,36,18,35,17,0,1,1,0,0,0,0,0,0,0,35,17,0,1,1,0,0,0,0,0
"Concho","10-14",182,85,97,81,90,2,4,1,1,1,1,0,0,0,1,81,91,2,4,1,2,1,1,0,0,41,54,37,52,2,1,1,0,1,1,0,0,0,0,37,52,2,1,1,0,1,1,0,0,44,43,44,38,0,3,0,1,0,0,0,0,0,1,44,39,0,3,0,2,0,0,0,0
"Concho","15-19",160,98,62,93,59,3,2,1,0,0,0,0,0,1,1,94,60,4,2,1,1,0,0,0,0,45,42,45,40,0,2,0,0,0,0,0,0,0,0,45,40,0,2,0,0,0,0,0,0,53,20,48,19,3,0,1,0,0,0,0,0,1,1,49,20,4,0,1,1,0,0,0,0
"Concho","20-24",249,189,60,170,54,11,3,1,2,3,0,2,0,2,1,172,55,12,3,2,3,3,0,2,0,39,38,25,34,8,2,0,1,3,0,2,0,1,1,26,35,9,2,0,2,3,0,2,0,150,22,145,20,3,1,1,1,0,0,0,0,1,0,146,20,3,1,2,1,0,0,0,0
"Concho","25-29",372,316,56,292,50,14,1,3,3,3,0,0,0,4,2,296,52,17,2,4,4,3,0,0,0,58,37,42,31,10,1,2,3,3,0,0,0,1,2,43,33,10,2,3,4,3,0,0,0,258,19,250,19,4,0,1,0,0,0,0,0,3,0,253,19,7,0,1,0,0,0,0,0
"Concho","30-34",352,300,52,283,49,8,1,1,0,4,1,1,0,3,1,286,50,11,2,1,0,4,1,1,0,45,22,37,21,4,1,1,0,3,0,0,0,0,0,37,21,4,1,1,0,3,0,0,0,255,30,246,28,4,0,0,0,1,1,1,0,3,1,249,29,7,1,0,0,1,1,1,0
"Concho","35-39",404,344,60,323,57,12,2,1,0,1,1,0,0,7,0,330,57,18,2,2,0,1,1,0,0,55,35,46,33,8,1,0,0,1,1,0,0,0,0,46,33,8,1,0,0,1,1,0,0,289,25,277,24,4,1,1,0,0,0,0,0,7,0,284,24,10,1,2,0,0,0,0,0
"Concho","40-44",446,380,66,350,64,19,0,0,1,2,1,3,0,6,0,356,64,25,0,0,1,2,1,3,0,62,39,48,38,9,0,0,0,2,1,3,0,0,0,48,38,9,0,0,0,2,1,3,0,318,27,302,26,10,0,0,1,0,0,0,0,6,0,308,26,16,0,0,1,0,0,0,0
"Concho","45-49",368,306,62,280,60,14,0,1,0,7,1,0,0,4,1,284,61,18,0,1,0,7,1,0,1,66,40,49,39,10,0,0,0,7,1,0,0,0,0,49,39,10,0,0,0,7,1,0,0,240,22,231,21,4,0,1,0,0,0,0,0,4,1,235,22,8,0,1,0,0,0,0,1
"Concho","50-54",265,191,74,156,71,4,1,0,2,30,0,0,0,1,0,157,71,5,1,0,2,30,0,0,0,92,44,58,42,4,1,0,1,30,0,0,0,0,0,58,42,4,1,0,1,30,0,0,0,99,30,98,29,0,0,0,1,0,0,0,0,1,0,99,29,1,0,0,1,0,0,0,0
"Concho","55-59",258,167,91,157,84,3,3,1,2,2,0,0,0,4,2,159,86,4,4,2,2,4,0,2,1,88,75,79,70,3,3,1,1,2,0,0,0,3,1,80,71,3,4,2,1,4,0,2,0,79,16,78,14,0,0,0,1,0,0,0,0,1,1,79,15,1,0,0,1,0,0,0,1
"Concho","60-64",236,123,113,122,110,1,0,0,1,0,0,0,0,0,2,122,112,1,0,0,2,0,1,0,0,70,91,69,89,1,0,0,0,0,0,0,0,0,2,69,91,1,0,0,1,0,1,0,0,53,22,53,21,0,0,0,1,0,0,0,0,0,0,53,21,0,0,0,1,0,0,0,0
"Concho","65-69",235,121,114,117,109,3,1,1,1,0,0,0,0,0,3,117,112,3,1,1,3,0,1,0,0,82,84,78,79,3,1,1,1,0,0,0,0,0,3,78,82,3,1,1,3,0,1,0,0,39,30,39,30,0,0,0,0,0,0,0,0,0,0,39,30,0,0,0,0,0,0,0,0
"Concho","70-74",198,105,93,104,93,1,0,0,0,0,0,0,0,0,0,104,93,1,0,0,0,0,0,0,0,88,80,87,80,1,0,0,0,0,0,0,0,0,0,87,80,1,0,0,0,0,0,0,0,17,13,17,13,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0
"Concho","75-79",142,79,63,75,62,0,1,2,0,0,0,1,0,1,0,76,62,0,1,2,0,1,0,1,0,71,47,67,46,0,1,2,0,0,0,1,0,1,0,68,46,0,1,2,0,1,0,1,0,8,16,8,16,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0
"Concho","80-84",101,47,54,46,54,0,0,0,0,0,0,0,0,1,0,47,54,0,0,0,0,0,0,1,0,40,50,39,50,0,0,0,0,0,0,0,0,1,0,40,50,0,0,0,0,0,0,1,0,7,4,7,4,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0
"Concho","85+",80,40,40,40,40,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,30,30,30,30,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
"Cooke","0-4",2779,1468,1311,1317,1154,56,60,21,25,13,11,1,0,60,61,1377,1212,94,101,35,44,18,16,6,1,991,873,885,753,42,49,11,17,11,7,1,0,41,47,926,798,70,84,19,28,14,11,5,1,477,438,432,401,14,11,10,8,2,4,0,0,19,14,451,414,24,17,16,16,4,5,1,0
"Cooke","5-9",2553,1292,1261,1175,1140,46,46,12,13,9,15,1,0,49,47,1220,1183,78,76,28,28,12,19,5,3,933,864,837,771,43,39,4,7,7,11,1,0,41,36,875,804,71,65,15,15,10,14,4,2,359,397,338,369,3,7,8,6,2,4,0,0,8,11,345,379,7,11,13,13,2,5,1,1
"Cooke","10-14",2625,1327,1298,1231,1159,36,52,9,20,10,24,0,0,41,43,1268,1200,63,80,22,31,15,30,1,2,898,911,820,795,30,50,5,10,9,20,0,0,34,36,852,829,52,76,15,18,12,25,1,1,429,387,411,364,6,2,4,10,1,4,0,0,7,7,416,371,11,4,7,13,3,5,0,1
"Cooke","15-19",2639,1474,1165,1240,1041,172,43,15,23,13,13,1,1,33,44,1271,1082,194,68,25,39,15,18,2,3,1024,838,807,747,166,37,10,9,11,8,0,1,30,36,835,780,186,60,19,21,13,12,1,2,450,327,433,294,6,6,5,14,2,5,1,0,3,8,436,302,8,8,6,18,2,6,1,1
"Cooke","20-24",2510,1355,1155,1235,1026,43,55,26,20,16,18,2,2,33,34,1264,1059,62,70,36,33,22,23,4,4,889,856,794,762,36,48,13,8,15,14,2,2,29,22,820,783,53,60,22,14,20,18,3,3,466,299,441,264,7,7,13,12,1,4,0,0,4,12,444,276,9,10,14,19,2,5,1,1
"Cooke","25-29",2620,1327,1293,1200,1184,50,46,28,20,27,16,2,3,20,24,1218,1205,60,59,39,30,27,19,3,4,1013,1024,910,935,42,38,17,13,25,13,2,3,17,22,925,954,51,50,26,22,25,16,3,4,314,269,290,249,8,8,11,7,2,3,0,0,3,2,293,251,9,9,13,8,2,3,0,0
"Cooke","30-34",2311,1150,1161,1057,1074,47,38,24,12,11,19,0,0,11,18,1067,1090,50,44,29,20,13,22,2,3,910,919,833,842,44,37,14,7,10,17,0,0,9,16,841,856,47,42,17,15,12,20,2,2,240,242,224,232,3,1,10,5,1,2,0,0,2,2,226,234,3,2,12,5,1,2,0,1
"Cooke","35-39",2294,1128,1166,1030,1077,46,24,23,18,18,20,0,0,11,27,1041,1102,49,36,28,31,21,24,0,0,886,926,811,848,39,23,11,10,15,20,0,0,10,25,821,871,41,34,16,22,18,24,0,0,242,240,219,229,7,1,12,8,3,0,0,0,1,2,220,231,8,2,12,9,3,0,0,0
"Cooke","40-44",2148,1037,1111,943,1021,41,27,21,18,21,31,1,0,10,14,953,1035,42,31,30,26,21,33,1,0,821,870,748,801,37,25,11,4,17,29,1,0,7,11,755,812,37,28,18,10,17,31,1,0,216,241,195,220,4,2,10,14,4,2,0,0,3,3,198,223,5,3,12,16,4,2,0,0
"Cooke","45-49",2279,1102,1177,1034,1114,26,25,17,12,10,15,3,0,12,11,1046,1124,29,29,24,18,12,17,3,0,901,1010,844,958,26,23,8,8,9,13,2,0,12,8,856,966,29,26,15,12,11,14,2,0,201,167,190,156,0,2,9,4,1,2,1,0,0,3,190,158,0,3,9,6,1,3,1,0
"Cooke","50-54",2524,1228,1296,1135,1196,42,43,20,24,11,24,2,0,18,9,1152,1205,47,44,32,30,13,26,2,0,1067,1122,987,1032,35,41,15,18,11,23,2,0,17,8,1003,1040,39,41,27,24,13,25,2,0,161,174,148,164,7,2,5,6,0,1,0,0,1,1,149,165,8,3,5,6,0,1,0,0
"Cooke","55-59",2906,1426,1480,1325,1402,48,40,21,20,17,9,1,0,14,9,1338,1410,51,41,31,25,19,11,1,2,1253,1347,1170,1278,42,39,14,12,16,9,1,0,10,9,1179,1286,45,40,21,17,17,11,1,2,173,133,155,124,6,1,7,8,1,0,0,0,4,0,159,124,6,1,10,8,2,0,0,0
