County,Race/Ethnicity,Vaccination_Type,At_Least_One_Vaccinated,Fully_Vaccinated,Boosted,Doses_Administered,Population_Total
Comal,Asian,bivalent,1331,1131,79,494,2346
Comal,Black,bivalent,2026,1658,347,758,4771
Comal,Hispanic,bivalent,22730,19137,4385,7268,51079
Comal,Other,bivalent,29332,26701,14614,15656,15277
Comal,Unknown,bivalent,4102,2932,0,572,
Comal,White,bivalent,53522,47439,6584,21585,113316
Comanche,Asian,bivalent,16,13,0,8,79
Comanche,Black,bivalent,17,8,7,2,92
Comanche,Hispanic,bivalent,1609,1440,371,491,4049
Comanche,Other,bivalent,559,498,165,242,942
Comanche,Unknown,bivalent,1147,1022,0,397,
Comanche,White,bivalent,3737,3425,777,1710,9308
Concho,Asian,bivalent,7,5,0,1,62
Concho,Black,bivalent,27,16,1,5,40
Concho,Hispanic,bivalent,560,424,72,156,1139
Concho,Other,bivalent,147,134,44,82,189
Concho,Unknown,bivalent,141,124,0,49,
Concho,White,bivalent,774,706,62,342,2048
Cooke,Asian,bivalent,200,161,17,82,415
Cooke,Black,bivalent,394,322,22,136,1414
Cooke,Hispanic,bivalent,3348,2616,448,709,8197
Cooke,Other,bivalent,2456,2138,1022,1056,3486
Cooke,Unknown,bivalent,1129,907,0,170,
Cooke,White,bivalent,11625,9995,1884,4577,31126
Coryell,Asian,bivalent,684,548,65,232,1709
Coryell,Black,bivalent,4994,4299,665,1887,14163
Coryell,Hispanic,bivalent,4362,3674,1048,1339,16888
Coryell,Other,bivalent,8017,7070,2660,3471,14357
Coryell,Unknown,bivalent,1493,981,0,176,
Coryell,White,bivalent,19026,16871,2857,7285,47269
Cottle,Black,bivalent,14,13,2,6,147
Cottle,Hispanic,bivalent,127,111,32,54,347
Cottle,Other,bivalent,103,94,18,34,133
Cottle,Unknown,bivalent,17,14,0,1,
Cottle,White,bivalent,330,290,29,124,855
Crane,Asian,bivalent,8,8,0,3,24
Crane,Black,bivalent,13,11,0,2,132
Crane,Hispanic,bivalent,1411,1067,132,337,3135
Crane,Other,bivalent,236,192,30,82,333
Crane,Unknown,bivalent,79,54,0,6,
Crane,White,bivalent,553,448,0,149,1308
Crockett,Asian,bivalent,17,15,12,13,31
Crockett,Black,bivalent,6,5,0,2,27
Crockett,Hispanic,bivalent,1090,935,72,411,2072
Crockett,Other,bivalent,257,213,59,107,257
Crockett,Unknown,bivalent,43,32,7,6,
Crockett,White,bivalent,520,451,47,211,897
Crosby,Asian,bivalent,6,6,0,3,15
Crosby,Black,bivalent,41,36,0,14,162
Crosby,Hispanic,bivalent,1350,1215,193,491,2931
Crosby,Other,bivalent,358,318,139,177,499
Crosby,Unknown,bivalent,119,90,0,24,
Crosby,White,bivalent,1029,928,237,430,1920
Culberson,Asian,bivalent,34,27,1,13,42
Culberson,Black,bivalent,5,4,0,1,32
Culberson,Hispanic,bivalent,942,816,60,395,1593
Culberson,Other,bivalent,72,65,27,32,286
Culberson,Unknown,bivalent,64,55,0,17,
Culberson,White,bivalent,241,203,20,82,476
Dallam,Asian,bivalent,16,13,0,6,62
Dallam,Black,bivalent,63,36,0,6,134
Dallam,Hispanic,bivalent,2130,1541,166,470,3415
Dallam,Other,bivalent,337,257,52,106,609
Dallam,Unknown,bivalent,625,396,0,67,
Dallam,White,bivalent,1104,903,131,357,3421
Dallas,Asian,bivalent,126804,109620,6843,53883,175776
Dallas,Black,bivalent,254695,220096,19384,88788,589545
Dallas,Hispanic,bivalent,692173,577271,88919,187586,1070078
Dallas,Other,bivalent,324801,289243,144887,163657,213074
Dallas,Unknown,bivalent,54226,35542,0,4753,
Dallas,White,bivalent,433498,385146,55885,198900,704128
Dawson,Asian,bivalent,22,20,4,5,100
Dawson,Black,bivalent,418,388,44,114,718
Dawson,Hispanic,bivalent,2056,1759,359,617,7368
Dawson,Other,bivalent,960,837,226,314,988
Dawson,Unknown,bivalent,154,126,0,40,
Dawson,White,bivalent,1588,1393,237,484,4052
Deaf Smith,Asian,bivalent,36,30,5,17,94
Deaf Smith,Black,bivalent,37,30,0,14,197
Deaf Smith,Hispanic,bivalent,6146,5337,855,1858,13967
Deaf Smith,Other,bivalent,541,450,54,170,1168
Deaf Smith,Unknown,bivalent,691,558,0,179,
Deaf Smith,White,bivalent,1838,1671,306,802,3895
Delta,Asian,bivalent,17,12,0,5,41
Delta,Black,bivalent,126,112,9,37,351
Delta,Hispanic,bivalent,160,127,34,37,538
Delta,Other,bivalent,360,335,167,147,823
Delta,Unknown,bivalent,122,99,0,27,
Delta,White,bivalent,1296,1161,149,479,4188
Denton,Asian,bivalent,62420,53461,6324,27491,96917
Denton,Black,bivalent,47218,41626,3536,16956,106540
Denton,Hispanic,bivalent,116685,99320,16696,36343,188139
Denton,Other,bivalent,129398,119164,61786,69713,99796
Denton,Unknown,bivalent,17287,11902,0,1918,
Denton,White,bivalent,263149,239505,27328,112319,523629
DeWitt,Asian,bivalent,64,57,21,33,87
DeWitt,Black,bivalent,680,625,28,303,1592
DeWitt,Hispanic,bivalent,1987,1791,194,651,7318
DeWitt,Other,bivalent,2261,2030,664,1134,1236
DeWitt,Unknown,bivalent,596,466,0,122,
DeWitt,White,bivalent,4808,4434,579,2060,10666
Dickens,Asian,bivalent,3,3,0,0,24
Dickens,Black,bivalent,10,10,0,3,89
Dickens,Hispanic,bivalent,138,118,1,33,544
Dickens,Other,bivalent,107,93,25,48,232
Dickens,Unknown,bivalent,18,11,0,1,
Dickens,White,bivalent,524,485,69,237,1038
Dimmit,Asian,bivalent,32,28,9,15,63
Dimmit,Black,bivalent,37,28,0,15,121
Dimmit,Hispanic,bivalent,8784,5045,673,1764,7460
Dimmit,Other,bivalent,1274,970,433,537,460
Dimmit,Unknown,bivalent,397,237,0,30,
Dimmit,White,bivalent,1594,1270,43,635,792
Donley,Asian,bivalent,7,7,2,3,19
Donley,Black,bivalent,27,22,0,9,176
Donley,Hispanic,bivalent,114,90,47,41,409
Donley,Other,bivalent,319,298,51,131,303
Donley,Unknown,bivalent,66,57,0,19,
Donley,White,bivalent,868,748,105,323,2554
Duval,Asian,bivalent,22,21,21,12,29
Duval,Black,bivalent,165,156,28,46,117
Duval,Hispanic,bivalent,6120,5220,1091,2427,8700
Duval,Other,bivalent,831,709,334,379,351
Duval,Unknown,bivalent,279,185,0,62,
Duval,White,bivalent,1380,1161,27,534,850
Eastland,Asian,bivalent,55,46,0,20,141
Eastland,Black,bivalent,65,54,5,28,356
Eastland,Hispanic,bivalent,1082,916,237,298,3184
Eastland,Other,bivalent,829,736,234,326,1307
Eastland,Unknown,bivalent,467,333,0,64,
Eastland,White,bivalent,5285,4679,677,2137,13796
Ector,Asian,bivalent,1131,1003,24,448,1891
Ector,Black,bivalent,2361,1994,83,678,7029
Ector,Hispanic,bivalent,40408,33284,6669,11849,104240
Ector,Other,bivalent,12033,10541,2395,4155,11776
Ector,Unknown,bivalent,3512,2470,0,324,
Ector,White,bivalent,26234,23232,0,7631,45415
Edwards,Black,bivalent,1,1,0,1,13
Edwards,Hispanic,bivalent,325,276,83,140,794
Edwards,Other,bivalent,157,141,50,67,116
Edwards,Unknown,bivalent,54,47,0,11,
Edwards,White,bivalent,365,317,25,137,594
El Paso,Asian,bivalent,4558,3552,700,1586,10212
El Paso,Black,bivalent,7848,5994,1237,2085,28016
El Paso,Hispanic,bivalent,713547,554159,139033,256258,719816
El Paso,Other,bivalent,37717,30365,11235,16351,60105
El Paso,Unknown,bivalent,104065,36916,22983,11913,
El Paso,White,bivalent,50279,40815,8646,18663,98645
Ellis,Asian,bivalent,966,826,111,369,1709
Ellis,Black,bivalent,13705,12185,2002,5058,27822
Ellis,Hispanic,bivalent,24485,21123,4384,6736,56899
Ellis,Other,bivalent,21315,19383,9004,9576,16873
Ellis,Unknown,bivalent,3161,2210,0,292,
Ellis,White,bivalent,51549,46522,4828,19391,112183
Erath,Asian,bivalent,178,144,0,62,412
Erath,Black,bivalent,154,133,0,35,815
Erath,Hispanic,bivalent,4132,3621,2572,1269,9684
Erath,Other,bivalent,3258,3005,1019,1582,3258
Erath,Unknown,bivalent,586,437,0,74,
Erath,White,bivalent,10069,8966,0,3360,31633
Falls,Asian,bivalent,50,44,0,21,87
Falls,Black,bivalent,1733,1498,90,643,3866
Falls,Hispanic,bivalent,1664,1389,255,464,4450
Falls,Other,bivalent,1658,1440,524,624,1343
Falls,Unknown,bivalent,303,224,0,13,
Falls,White,bivalent,4086,3624,302,1642,8594
Fannin,Asian,bivalent,91,74,11,30,285
Fannin,Black,bivalent,1037,931,179,435,2326
Fannin,Hispanic,bivalent,1916,1591,183,487,4731
Fannin,Other,bivalent,1916,1742,696,807,3698
Fannin,Unknown,bivalent,1268,1020,0,338,
Fannin,White,bivalent,10935,9825,2001,4422,28134
Fayette,Asian,bivalent,58,47,0,19,121
Fayette,Black,bivalent,582,491,52,199,1403
Fayette,Hispanic,bivalent,1867,1504,255,473,5520
Fayette,Other,bivalent,3925,3597,1337,2226,1584
Fayette,Unknown,bivalent,655,486,0,136,
Fayette,White,bivalent,8202,7289,1121,3280,17292
Fisher,Asian,bivalent,2,1,0,0,14
Fisher,Black,bivalent,27,20,1,1,133
Fisher,Hispanic,bivalent,394,337,48,153,1118
Fisher,Other,bivalent,123,108,64,44,422
Fisher,Unknown,bivalent,185,160,0,98,
Fisher,White,bivalent,885,789,107,370,2355
Floyd,Asian,bivalent,2,2,0,1,23
Floyd,Black,bivalent,41,39,14,19,177
Floyd,Hispanic,bivalent,1378,1227,232,514,3219
Floyd,Other,bivalent,288,254,153,133,456
Floyd,Unknown,bivalent,99,73,0,13,
Floyd,White,bivalent,1042,957,0,442,1868
Foard,Asian,bivalent,2,1,0,1,9
Foard,Black,bivalent,17,15,0,7,55
Foard,Hispanic,bivalent,89,63,22,22,202
Foard,Other,bivalent,42,38,8,18,70
Foard,Unknown,bivalent,26,20,0,7,
Foard,White,bivalent,440,384,195,192,794
Fort Bend,Asian,bivalent,116899,102511,10650,55349,182922
Fort Bend,Black,bivalent,92903,82237,10709,38203,179510
Fort Bend,Hispanic,bivalent,146296,125033,26284,48925,218861
Fort Bend,Other,bivalent,177404,164642,85004,100395,75248
Fort Bend,Unknown,bivalent,18139,12345,0,3051,
Fort Bend,White,bivalent,135010,121265,8063,56349,258908
Franklin,Asian,bivalent,35,29,3,11,108
Franklin,Black,bivalent,158,130,45,70,467
Franklin,Hispanic,bivalent,568,474,46,128,1645
Franklin,Other,bivalent,684,637,309,356,922
Franklin,Unknown,bivalent,494,405,0,93,
Franklin,White,bivalent,2743,2429,336,1111,7988
Freestone,Asian,bivalent,69,56,5,19,125
Freestone,Black,bivalent,1286,1163,103,551,2931
Freestone,Hispanic,bivalent,961,814,139,223,3371
Freestone,Other,bivalent,1573,1406,384,683,1810
Freestone,Unknown,bivalent,225,149,0,34,
Freestone,White,bivalent,4930,4519,589,1858,12954
Frio,Asian,bivalent,75,45,2,18,459
Frio,Black,bivalent,1004,878,8,85,607
Frio,Hispanic,bivalent,11241,8904,825,2138,14798
Frio,Other,bivalent,2942,2461,838,850,923
Frio,Unknown,bivalent,920,596,203,113,
Frio,White,bivalent,1945,1666,308,715,2428
Gaines,Asian,bivalent,34,29,0,17,92
Gaines,Black,bivalent,67,61,15,22,347
Gaines,Hispanic,bivalent,2435,2063,224,591,9602
Gaines,Other,bivalent,518,439,112,164,1249
Gaines,Unknown,bivalent,916,786,0,220,
Gaines,White,bivalent,1530,1363,199,416,11600
Galveston,Asian,bivalent,10033,8902,518,4401,12243
Galveston,Black,bivalent,23148,20697,3537,10162,44311
Galveston,Hispanic,bivalent,53071,46441,10618,18719,93721
Galveston,Other,bivalent,62876,59525,28778,37449,29550
Galveston,Unknown,bivalent,4789,3412,0,416,
Galveston,White,bivalent,82096,73797,6544,31165,197559
Garza,Asian,bivalent,17,14,0,2,23
Garza,Black,bivalent,68,62,0,12,396
Garza,Hispanic,bivalent,2309,2209,71,525,3089
Garza,Other,bivalent,224,188,2,57,435
Garza,Unknown,bivalent,36,31,0,4,
Garza,White,bivalent,791,738,56,159,2241
Gillespie,Asian,bivalent,110,94,19,35,149
Gillespie,Black,bivalent,32,27,5,12,120
Gillespie,Hispanic,bivalent,1987,1665,293,502,6779
Gillespie,Other,bivalent,3533,3309,2040,2106,1435
Gillespie,Unknown,bivalent,796,619,0,81,
Gillespie,White,bivalent,10438,9407,1739,4708,19911
Glasscock,Asian,bivalent,3,3,0,1,2
Glasscock,Black,bivalent,2,,0,0,29
Glasscock,Hispanic,bivalent,216,183,10,45,444
Glasscock,Other,bivalent,182,165,49,54,50
Glasscock,Unknown,bivalent,19,13,0,2,
Glasscock,White,bivalent,303,262,6,83,659
Goliad,Asian,bivalent,15,13,5,7,38
Goliad,Black,bivalent,74,67,0,37,292
Goliad,Hispanic,bivalent,983,866,93,363,2598
Goliad,Other,bivalent,731,679,392,417,494
Goliad,Unknown,bivalent,223,184,0,43,
Goliad,White,bivalent,1731,1560,260,740,4106
Gonzales,Asian,bivalent,42,40,0,21,101
Gonzales,Black,bivalent,529,472,46,215,1126
Gonzales,Hispanic,bivalent,4303,3859,359,1315,10324
Gonzales,Other,bivalent,2430,2171,929,1055,1335
Gonzales,Unknown,bivalent,622,463,0,116,
Gonzales,White,bivalent,4379,3968,467,1806,7826
Gray,Asian,bivalent,68,62,7,26,132
Gray,Black,bivalent,395,361,47,189,1088
Gray,Hispanic,bivalent,2166,1875,341,652,6481
Gray,Other,bivalent,1510,1333,330,588,2231
Gray,Unknown,bivalent,714,550,0,99,
Gray,White,bivalent,5162,4703,722,2105,12742
Grayson,Asian,bivalent,704,588,41,258,1998
Grayson,Black,bivalent,2915,2474,356,1039,8135
Grayson,Hispanic,bivalent,8599,7153,1347,2064,20872
Grayson,Other,bivalent,11748,10462,4487,5022,16806
Grayson,Unknown,bivalent,3968,3094,0,669,
Grayson,White,bivalent,42668,37535,6885,17612,102801
Gregg,Asian,bivalent,912,771,47,318,1585
Gregg,Black,bivalent,10380,9037,1162,3859,25222
Gregg,Hispanic,bivalent,11823,10199,1653,2907,24955
Gregg,Other,bivalent,11388,10396,4288,5480,10889
Gregg,Unknown,bivalent,2937,2144,0,479,
Gregg,White,bivalent,30637,27399,4318,11811,69552
Grimes,Asian,bivalent,81,69,0,38,135
Grimes,Black,bivalent,2210,2019,161,998,4288
Grimes,Hispanic,bivalent,3568,3088,888,1129,7500
Grimes,Other,bivalent,3263,2964,1460,1619,2252
Grimes,Unknown,bivalent,1194,934,0,181,
Grimes,White,bivalent,8209,7455,578,3554,17809
Guadalupe,Asian,bivalent,1696,1422,108,614,3365
Guadalupe,Black,bivalent,5810,4799,976,2053,13952
Guadalupe,Hispanic,bivalent,31490,27122,6265,10270,69735
Guadalupe,Other,bivalent,26826,24101,12650,13328,20639
Guadalupe,Unknown,bivalent,5388,3989,0,859,
Guadalupe,White,bivalent,38050,33600,3523,14136,85240
Hale,Asian,bivalent,61,54,0,18,151
Hale,Black,bivalent,492,442,0,153,1595
Hale,Hispanic,bivalent,8225,7265,945,2636,19887
Hale,Other,bivalent,2724,2395,881,1104,2489
Hale,Unknown,bivalent,572,413,0,56,
Hale,White,bivalent,4344,3967,402,1697,10125
Hall,Asian,bivalent,2,1,0,0,6
Hall,Black,bivalent,69,59,8,16,247
Hall,Hispanic,bivalent,431,374,18,138,989
Hall,Other,bivalent,207,186,72,114,251
Hall,Unknown,bivalent,27,19,0,3,
Hall,White,bivalent,691,622,99,310,1538
Hamilton,Asian,bivalent,14,13,4,7,63
Hamilton,Black,bivalent,11,9,0,3,72
Hamilton,Hispanic,bivalent,588,522,235,185,1188
Hamilton,Other,bivalent,370,346,148,211,571
Hamilton,Unknown,bivalent,136,108,0,21,
Hamilton,White,bivalent,3591,3323,825,1781,6770
Hansford,Asian,bivalent,6,6,3,4,19
Hansford,Black,bivalent,9,4,2,2,38
Hansford,Hispanic,bivalent,1120,999,98,317,2572
Hansford,Other,bivalent,123,104,73,45,367
Hansford,Unknown,bivalent,161,128,0,13,
Hansford,White,bivalent,1102,1012,15,432,2459
Hardeman,Asian,bivalent,17,14,1,6,22
Hardeman,Black,bivalent,74,63,11,27,205
Hardeman,Hispanic,bivalent,355,317,56,102,909
Hardeman,Other,bivalent,90,81,26,32,408
Hardeman,Unknown,bivalent,123,110,0,16,
Hardeman,White,bivalent,1321,1222,417,595,2312
Hardin,Asian,bivalent,206,177,9,69,488
Hardin,Black,bivalent,1214,1062,16,430,3161
Hardin,Hispanic,bivalent,1450,1218,251,376,3856
Hardin,Other,bivalent,4684,4301,1738,1916,3619
Hardin,Unknown,bivalent,1265,957,0,189,
Hardin,White,bivalent,16460,14646,1294,5845,48364
Harris,Asian,bivalent,237086,204465,15938,99697,339530
Harris,Black,bivalent,406252,346958,43935,141316,903508
Harris,Hispanic,bivalent,1360219,1128205,150669,379576,2097602
Harris,Other,bivalent,727685,658083,333874,366800,387639
Harris,Unknown,bivalent,118828,76959,0,17903,
Harris,White,bivalent,736954,654531,59621,305408,1308339
Harrison,Asian,bivalent,201,182,15,84,482
Harrison,Black,bivalent,5349,4759,523,2128,13885
Harrison,Hispanic,bivalent,3727,3223,468,803,9917
Harrison,Other,bivalent,5138,4755,2006,2505,5612
Harrison,Unknown,bivalent,1320,948,0,168,
Harrison,White,bivalent,14827,13252,1683,5400,43397
Hartley,Asian,bivalent,10,8,0,3,37
Hartley,Black,bivalent,120,115,0,80,380
Hartley,Hispanic,bivalent,1137,839,36,230,1557
Hartley,Other,bivalent,511,442,56,284,258
Hartley,Unknown,bivalent,330,247,0,48,
Hartley,White,bivalent,1188,1028,167,513,3356
Haskell,Asian,bivalent,22,20,1,8,51
Haskell,Black,bivalent,52,45,0,8,233
Haskell,Hispanic,bivalent,507,402,8,121,1571
Haskell,Other,bivalent,560,481,653,295,589
Haskell,Unknown,bivalent,110,94,0,8,
Haskell,White,bivalent,1311,1164,0,420,3419
Hays,Asian,bivalent,3084,2522,599,1238,4527
Hays,Black,bivalent,4415,3784,212,1416,10139
Hays,Hispanic,bivalent,54041,44472,12864,18039,103795
Hays,Other,bivalent,37050,33268,19625,19701,25022
Hays,Unknown,bivalent,12329,9082,0,1913,
Hays,White,bivalent,67570,59344,11537,28741,131600
Hemphill,Asian,bivalent,10,8,0,3,38
Hemphill,Black,bivalent,2,1,0,0,17
Hemphill,Hispanic,bivalent,524,455,42,167,1141
Hemphill,Other,bivalent,286,256,407,163,209
Hemphill,Unknown,bivalent,98,74,0,18,
Hemphill,White,bivalent,951,860,0,367,2008
Henderson,Asian,bivalent,278,239,19,98,586
Henderson,Black,bivalent,1803,1584,225,716,5118
Henderson,Hispanic,bivalent,5169,4392,606,1391,11977
Henderson,Other,bivalent,6347,5793,3131,3235,7469
Henderson,Unknown,bivalent,1524,1054,0,125,
Henderson,White,bivalent,23784,21101,3333,9911,63967
Hidalgo,Asian,bivalent,3125,2454,37,1166,8122
Hidalgo,Black,bivalent,1521,1248,111,475,4414
Hidalgo,Hispanic,bivalent,850123,575504,123962,224160,815469
Hidalgo,Other,bivalent,81075,60834,25157,31117,21775
Hidalgo,Unknown,bivalent,131261,19771,55753,4337,
Hidalgo,White,bivalent,107481,83432,7007,32738,50033
Hill,Asian,bivalent,127,108,1,37,215
Hill,Black,bivalent,744,617,131,265,2146
Hill,Hispanic,bivalent,3093,2523,567,765,8223
Hill,Other,bivalent,2432,2200,939,1219,2997
Hill,Unknown,bivalent,1115,816,0,162,
Hill,White,bivalent,10282,9166,1875,4299,25107
Hockley,Asian,bivalent,35,30,0,9,78
Hockley,Black,bivalent,249,214,2,73,764
Hockley,Hispanic,bivalent,5137,4466,585,1592,10751
Hockley,Other,bivalent,1375,1187,663,551,1408
Hockley,Unknown,bivalent,674,505,0,79,
Hockley,White,bivalent,4156,3766,441,1614,9470
Hood,Asian,bivalent,226,197,11,67,531
Hood,Black,bivalent,171,149,0,53,854
Hood,Hispanic,bivalent,3462,3023,1810,1050,8619
Hood,Other,bivalent,7882,7324,4836,4672,4540
Hood,Unknown,bivalent,609,431,0,83,
Hood,White,bivalent,21681,19495,792,8833,52908
Hopkins,Asian,bivalent,158,134,13,68,253
Hopkins,Black,bivalent,947,821,109,382,2542
Hopkins,Hispanic,bivalent,2855,2493,215,652,6791
Hopkins,Other,bivalent,3587,3282,1053,1614,3170
Hopkins,Unknown,bivalent,619,449,0,44,
Hopkins,White,bivalent,9099,8060,1064,3305,26773
Houston,Asian,bivalent,110,79,4,23,164
Houston,Black,bivalent,2471,2245,216,1198,5376
Houston,Hispanic,bivalent,1302,1042,137,354,2835
Houston,Other,bivalent,1506,1340,358,684,1381
Houston,Unknown,bivalent,439,302,0,47,
Houston,White,bivalent,5397,4910,639,2327,13466
Howard,Asian,bivalent,137,102,0,38,374
Howard,Black,bivalent,267,220,27,68,2040
Howard,Hispanic,bivalent,4874,4206,616,688,15347
Howard,Other,bivalent,3856,3515,912,1531,3280
Howard,Unknown,bivalent,752,588,0,198,
Howard,White,bivalent,4900,4204,0,1385,15652
Hudspeth,Asian,bivalent,22,17,8,2,40
Hudspeth,Black,bivalent,49,38,2,10,113
Hudspeth,Hispanic,bivalent,3097,2619,534,1214,2558
Hudspeth,Other,bivalent,168,137,31,55,480
Hudspeth,Unknown,bivalent,167,113,0,42,
Hudspeth,White,bivalent,815,736,34,119,497
Hunt,Asian,bivalent,635,537,31,209,1431
Hunt,Black,bivalent,2874,2490,293,892,8017
Hunt,Hispanic,bivalent,9305,7743,1060,2102,20140
Hunt,Other,bivalent,6941,6326,3085,3058,10191
Hunt,Unknown,bivalent,1757,1331,0,185,
Hunt,White,bivalent,27799,25039,3842,10471,70963
Hutchinson,Asian,bivalent,46,38,0,20,134
Hutchinson,Black,bivalent,132,114,18,44,487
Hutchinson,Hispanic,bivalent,1766,1504,203,527,5085
Hutchinson,Other,bivalent,1308,1146,319,471,2304
Hutchinson,Unknown,bivalent,682,535,0,91,
Hutchinson,White,bivalent,4610,4101,715,1855,14112
Irion,Asian,bivalent,1,1,0,0,11
Irion,Black,bivalent,7,6,1,2,21
Irion,Hispanic,bivalent,164,142,26,62,408
Irion,Other,bivalent,177,162,39,80,158
Irion,Unknown,bivalent,25,21,4,3,
Irion,White,bivalent,381,335,9,148,1070
Jack,Asian,bivalent,19,18,0,7,47
Jack,Black,bivalent,213,184,31,93,367
Jack,Hispanic,bivalent,620,526,111,160,1582
Jack,Other,bivalent,530,448,161,242,475
Jack,Unknown,bivalent,217,174,0,25,
Jack,White,bivalent,2592,2346,279,884,6580
Jackson,Asian,bivalent,63,54,9,20,170
Jackson,Black,bivalent,342,303,38,135,888
Jackson,Hispanic,bivalent,1710,1495,241,465,5158
Jackson,Other,bivalent,1306,1178,480,562,1160
Jackson,Unknown,bivalent,956,805,0,84,
Jackson,White,bivalent,3183,2937,238,1370,8661
Jasper,Asian,bivalent,75,68,0,32,204
Jasper,Black,bivalent,2283,2022,339,985,5174
Jasper,Hispanic,bivalent,980,841,84,242,2404
Jasper,Other,bivalent,2085,1867,486,887,2232
Jasper,Unknown,bivalent,1822,1527,0,584,
Jasper,White,bivalent,8018,7243,1041,3113,24463
Jeff Davis,Asian,bivalent,5,5,0,1,34
Jeff Davis,Black,bivalent,1,,0,0,16
Jeff Davis,Hispanic,bivalent,453,399,43,173,602
Jeff Davis,Other,bivalent,150,135,103,90,195
Jeff Davis,Unknown,bivalent,90,68,30,27,
Jeff Davis,White,bivalent,634,582,0,320,1231
Jefferson,Asian,bivalent,9185,7974,260,2957,9715
Jefferson,Black,bivalent,35714,31369,5062,15050,84434
Jefferson,Hispanic,bivalent,26635,22322,3175,6463,58645
Jefferson,Other,bivalent,28250,25556,8710,12512,19118
Jefferson,Unknown,bivalent,6519,5102,0,1699,
Jefferson,White,bivalent,40138,35636,3386,15520,96444
Jim Hogg,Asian,bivalent,11,6,1,2,27
Jim Hogg,Black,bivalent,4,2,0,0,35
Jim Hogg,Hispanic,bivalent,2996,2346,535,952,4455
Jim Hogg,Other,bivalent,459,412,360,266,210
Jim Hogg,Unknown,bivalent,79,50,0,7,
Jim Hogg,White,bivalent,436,369,63,173,247
Jim Wells,Asian,bivalent,77,60,2,29,189
Jim Wells,Black,bivalent,63,55,4,18,283
Jim Wells,Hispanic,bivalent,17953,15189,3669,7277,31264
Jim Wells,Other,bivalent,2712,2375,1143,1351,1791
Jim Wells,Unknown,bivalent,1083,731,0,145,
Jim Wells,White,bivalent,5985,5063,237,2262,6790
Johnson,Asian,bivalent,1005,891,37,402,1960
Johnson,Black,bivalent,3613,3157,469,1231,8511
Johnson,Hispanic,bivalent,18708,15707,4090,5258,45243
Johnson,Other,bivalent,17964,16156,7456,8086,17217
Johnson,Unknown,bivalent,2872,2045,0,288,
Johnson,White,bivalent,50747,45449,4013,18991,126560
Jones,Asian,bivalent,68,56,7,28,100
Jones,Black,bivalent,912,835,0,442,2347
Jones,Hispanic,bivalent,1918,1410,158,432,5689
Jones,Other,bivalent,2371,1844,475,840,1607
Jones,Unknown,bivalent,513,388,0,81,
Jones,White,bivalent,4754,4311,567,1855,11422
Karnes,Asian,bivalent,48,41,0,18,73
Karnes,Black,bivalent,624,589,76,328,1177
Karnes,Hispanic,bivalent,4243,3549,485,1005,8458
Karnes,Other,bivalent,1854,1675,761,928,755
Karnes,Unknown,bivalent,408,342,0,136,
Karnes,White,bivalent,2883,2657,126,1174,4934
Kaufman,Asian,bivalent,1474,1256,173,568,2540
Kaufman,Black,bivalent,11185,9795,2166,3820,25966
Kaufman,Hispanic,bivalent,20052,16738,3199,5091,40839
Kaufman,Other,bivalent,12773,11461,5505,5489,14304
Kaufman,Unknown,bivalent,4339,3310,0,635,
Kaufman,White,bivalent,35879,32157,4185,13664,84780
Kendall,Asian,bivalent,341,293,0,147,645
Kendall,Black,bivalent,267,219,42,101,605
Kendall,Hispanic,bivalent,6002,4965,1198,1974,11979
Kendall,Other,bivalent,9362,8512,4941,5145,3833
Kendall,Unknown,bivalent,1122,781,0,131,
Kendall,White,bivalent,17968,15840,1756,7497,32633
Kenedy,Asian,bivalent,1,1,0,0,2
Kenedy,Black,bivalent,2,2,0,0,9
Kenedy,Hispanic,bivalent,172,153,30,75,240
Kenedy,Other,bivalent,19,15,1,12,38
Kenedy,Unknown,bivalent,31,26,2,8,
Kenedy,White,bivalent,24,21,0,11,74
Kent,Black,bivalent,1,1,0,0,5
Kent,Hispanic,bivalent,29,25,1,11,155
Kent,Other,bivalent,24,20,12,9,102
Kent,Unknown,bivalent,12,12,0,1,
Kent,White,bivalent,258,233,51,102,567
Kerr,Asian,bivalent,276,236,49,97,595
Kerr,Black,bivalent,260,221,44,91,784
Kerr,Hispanic,bivalent,4743,3915,1126,1260,15231
Kerr,Other,bivalent,7461,6715,3573,3970,4282
Kerr,Unknown,bivalent,1233,946,0,312,
Kerr,White,bivalent,16503,14465,2570,6965,35570
Kimble,Asian,bivalent,11,11,1,9,41
Kimble,Black,bivalent,6,5,1,2,45
Kimble,Hispanic,bivalent,237,205,69,115,1064
Kimble,Other,bivalent,305,280,230,195,242
Kimble,Unknown,bivalent,42,28,0,3,
Kimble,White,bivalent,1508,1336,183,610,3146
King,Asian,bivalent,1,,0,0,0
King,Hispanic,bivalent,16,14,0,4,46
King,Other,bivalent,6,6,0,5,29
King,Unknown,bivalent,2,1,0,0,
King,White,bivalent,35,29,7,9,197
Kinney,Asian,bivalent,7,7,0,3,9
Kinney,Black,bivalent,16,13,0,8,53
Kinney,Hispanic,bivalent,1076,929,300,334,1929
Kinney,Other,bivalent,304,272,108,173,376
Kinney,Unknown,bivalent,72,47,0,12,
Kinney,White,bivalent,739,631,0,279,1045
Kleberg,Asian,bivalent,434,356,9,129,675
Kleberg,Black,bivalent,337,273,0,94,962
