Public Health Region (PHR),County Name,Age Group,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,Date,County,People Vaccinated with at Least One Dose
4/5N,Cass,65-79 years,798,552,246,2021-03-03,NA,NA
4/5N,Cass,80+ years,216,159,57,2021-03-03,NA,NA
4/5N,Cass,Unknown,2,1,1,2021-03-03,NA,NA
4/5N,Cherokee,16-49 years,1654,970,684,2021-03-03,NA,NA
4/5N,Cherokee,50-64 years,1777,1067,710,2021-03-03,NA,NA
4/5N,Cherokee,65-79 years,2969,1921,1048,2021-03-03,NA,NA
4/5N,Cherokee,80+ years,923,596,327,2021-03-03,NA,NA
4/5N,Cherokee,Unknown,13,11,2,2021-03-03,NA,NA
4/5N,Delta,16-49 years,140,83,57,2021-03-03,NA,NA
4/5N,Delta,50-64 years,169,105,64,2021-03-03,NA,NA
4/5N,Delta,65-79 years,417,274,143,2021-03-03,NA,NA
4/5N,Delta,80+ years,137,86,51,2021-03-03,NA,NA
4/5N,Franklin,16-49 years,197,126,71,2021-03-03,NA,NA
4/5N,Franklin,50-64 years,339,237,102,2021-03-03,NA,NA
4/5N,Franklin,65-79 years,730,501,229,2021-03-03,NA,NA
4/5N,Franklin,80+ years,308,205,103,2021-03-03,NA,NA
4/5N,Gregg,16-49 years,5518,3458,2060,2021-03-03,NA,NA
4/5N,Gregg,50-64 years,5698,3818,1880,2021-03-03,NA,NA
4/5N,Gregg,65-79 years,8497,5928,2569,2021-03-03,NA,NA
4/5N,Gregg,80+ years,3179,2226,953,2021-03-03,NA,NA
4/5N,Gregg,Unknown,21,18,3,2021-03-03,NA,NA
4/5N,Harrison,16-49 years,1634,1079,555,2021-03-03,NA,NA
4/5N,Harrison,50-64 years,2017,1404,613,2021-03-03,NA,NA
4/5N,Harrison,65-79 years,3061,2213,848,2021-03-03,NA,NA
4/5N,Harrison,80+ years,953,674,279,2021-03-03,NA,NA
4/5N,Harrison,Unknown,4,4,0,2021-03-03,NA,NA
4/5N,Henderson,16-49 years,1682,1036,646,2021-03-03,NA,NA
4/5N,Henderson,50-64 years,2514,1623,891,2021-03-03,NA,NA
4/5N,Henderson,65-79 years,5117,3473,1644,2021-03-03,NA,NA
4/5N,Henderson,80+ years,1591,1047,544,2021-03-03,NA,NA
4/5N,Henderson,Unknown,3,2,1,2021-03-03,NA,NA
4/5N,Hopkins,16-49 years,955,564,391,2021-03-03,NA,NA
4/5N,Hopkins,50-64 years,1073,666,407,2021-03-03,NA,NA
4/5N,Hopkins,65-79 years,1935,1292,643,2021-03-03,NA,NA
4/5N,Hopkins,80+ years,836,533,303,2021-03-03,NA,NA
4/5N,Hopkins,Unknown,3,3,0,2021-03-03,NA,NA
4/5N,Houston,16-49 years,381,237,144,2021-03-03,NA,NA
4/5N,Houston,50-64 years,582,369,213,2021-03-03,NA,NA
4/5N,Houston,65-79 years,1409,894,515,2021-03-03,NA,NA
4/5N,Houston,80+ years,502,335,167,2021-03-03,NA,NA
4/5N,Jasper,16-49 years,959,652,307,2021-03-03,NA,NA
4/5N,Jasper,50-64 years,2002,1364,638,2021-03-03,NA,NA
4/5N,Jasper,65-79 years,3806,2417,1389,2021-03-03,NA,NA
4/5N,Jasper,80+ years,1263,807,456,2021-03-03,NA,NA
4/5N,Jasper,Unknown,5,4,1,2021-03-03,NA,NA
4/5N,Lamar,16-49 years,1908,1199,709,2021-03-03,NA,NA
4/5N,Lamar,50-64 years,2941,2033,908,2021-03-03,NA,NA
4/5N,Lamar,65-79 years,4671,3180,1491,2021-03-03,NA,NA
4/5N,Lamar,80+ years,1677,1152,525,2021-03-03,NA,NA
4/5N,Lamar,Unknown,2,2,0,2021-03-03,NA,NA
4/5N,Marion,16-49 years,217,143,74,2021-03-03,NA,NA
4/5N,Marion,50-64 years,252,170,82,2021-03-03,NA,NA
4/5N,Marion,65-79 years,381,264,117,2021-03-03,NA,NA
4/5N,Marion,80+ years,158,105,53,2021-03-03,NA,NA
4/5N,Morris,16-49 years,243,153,90,2021-03-03,NA,NA
4/5N,Morris,50-64 years,336,209,127,2021-03-03,NA,NA
4/5N,Morris,65-79 years,566,398,168,2021-03-03,NA,NA
4/5N,Morris,80+ years,219,166,53,2021-03-03,NA,NA
4/5N,Nacogdoches,16-49 years,2936,1681,1255,2021-03-03,NA,NA
4/5N,Nacogdoches,50-64 years,3045,1879,1166,2021-03-03,NA,NA
4/5N,Nacogdoches,65-79 years,5345,3239,2106,2021-03-03,NA,NA
4/5N,Nacogdoches,80+ years,1619,999,620,2021-03-03,NA,NA
4/5N,Nacogdoches,Unknown,8,8,0,2021-03-03,NA,NA
4/5N,Newton,16-49 years,256,188,68,2021-03-03,NA,NA
4/5N,Newton,50-64 years,564,405,159,2021-03-03,NA,NA
4/5N,Newton,65-79 years,1028,675,353,2021-03-03,NA,NA
4/5N,Newton,80+ years,319,204,115,2021-03-03,NA,NA
4/5N,Panola,16-49 years,394,247,147,2021-03-03,NA,NA
4/5N,Panola,50-64 years,502,320,182,2021-03-03,NA,NA
4/5N,Panola,65-79 years,1128,731,397,2021-03-03,NA,NA
4/5N,Panola,80+ years,452,299,153,2021-03-03,NA,NA
4/5N,Polk,16-49 years,1074,693,381,2021-03-03,NA,NA
4/5N,Polk,50-64 years,1653,1148,505,2021-03-03,NA,NA
4/5N,Polk,65-79 years,4167,2890,1277,2021-03-03,NA,NA
4/5N,Polk,80+ years,1340,923,417,2021-03-03,NA,NA
4/5N,Rains,16-49 years,188,117,71,2021-03-03,NA,NA
4/5N,Rains,50-64 years,296,192,104,2021-03-03,NA,NA
4/5N,Rains,65-79 years,737,502,235,2021-03-03,NA,NA
4/5N,Rains,80+ years,170,120,50,2021-03-03,NA,NA
4/5N,Red River,16-49 years,294,182,112,2021-03-03,NA,NA
4/5N,Red River,50-64 years,512,362,150,2021-03-03,NA,NA
4/5N,Red River,65-79 years,1128,808,320,2021-03-03,NA,NA
4/5N,Red River,80+ years,357,254,103,2021-03-03,NA,NA
4/5N,Rusk,16-49 years,1028,650,378,2021-03-03,NA,NA
4/5N,Rusk,50-64 years,1567,1037,530,2021-03-03,NA,NA
4/5N,Rusk,65-79 years,2623,1847,776,2021-03-03,NA,NA
4/5N,Rusk,80+ years,886,635,251,2021-03-03,NA,NA
4/5N,Sabine,16-49 years,184,120,64,2021-03-03,NA,NA
4/5N,Sabine,50-64 years,553,382,171,2021-03-03,NA,NA
4/5N,Sabine,65-79 years,1355,830,525,2021-03-03,NA,NA
4/5N,Sabine,80+ years,521,313,208,2021-03-03,NA,NA
4/5N,San Augustine,16-49 years,180,119,61,2021-03-03,NA,NA
4/5N,San Augustine,50-64 years,396,281,115,2021-03-03,NA,NA
4/5N,San Augustine,65-79 years,880,625,255,2021-03-03,NA,NA
4/5N,San Augustine,80+ years,371,252,119,2021-03-03,NA,NA
4/5N,San Augustine,Unknown,6,6,0,2021-03-03,NA,NA
4/5N,San Jacinto,16-49 years,391,232,159,2021-03-03,NA,NA
4/5N,San Jacinto,50-64 years,715,440,275,2021-03-03,NA,NA
4/5N,San Jacinto,65-79 years,1974,1181,793,2021-03-03,NA,NA
4/5N,San Jacinto,80+ years,545,320,225,2021-03-03,NA,NA
4/5N,Shelby,16-49 years,346,213,133,2021-03-03,NA,NA
4/5N,Shelby,50-64 years,520,329,191,2021-03-03,NA,NA
4/5N,Shelby,65-79 years,1065,672,393,2021-03-03,NA,NA
4/5N,Shelby,80+ years,501,302,199,2021-03-03,NA,NA
4/5N,Smith,16-49 years,11736,7017,4719,2021-03-03,NA,NA
4/5N,Smith,50-64 years,11045,6826,4219,2021-03-03,NA,NA
4/5N,Smith,65-79 years,17730,11337,6393,2021-03-03,NA,NA
4/5N,Smith,80+ years,6503,4186,2317,2021-03-03,NA,NA
4/5N,Smith,Unknown,15,14,1,2021-03-03,NA,NA
4/5N,Titus,16-49 years,935,545,390,2021-03-03,NA,NA
4/5N,Titus,50-64 years,864,535,329,2021-03-03,NA,NA
4/5N,Titus,65-79 years,1128,770,358,2021-03-03,NA,NA
4/5N,Titus,80+ years,457,369,88,2021-03-03,NA,NA
4/5N,Trinity,16-49 years,380,220,160,2021-03-03,NA,NA
4/5N,Trinity,50-64 years,716,402,314,2021-03-03,NA,NA
4/5N,Trinity,65-79 years,1653,906,747,2021-03-03,NA,NA
4/5N,Trinity,80+ years,563,311,252,2021-03-03,NA,NA
4/5N,Tyler,16-49 years,380,274,106,2021-03-03,NA,NA
4/5N,Tyler,50-64 years,804,585,219,2021-03-03,NA,NA
4/5N,Tyler,65-79 years,2055,1388,667,2021-03-03,NA,NA
4/5N,Tyler,80+ years,700,469,231,2021-03-03,NA,NA
4/5N,Upshur,16-49 years,1019,628,391,2021-03-03,NA,NA
4/5N,Upshur,50-64 years,1211,797,414,2021-03-03,NA,NA
4/5N,Upshur,65-79 years,1886,1378,508,2021-03-03,NA,NA
4/5N,Upshur,80+ years,586,443,143,2021-03-03,NA,NA
4/5N,Van Zandt,16-49 years,1291,792,499,2021-03-03,NA,NA
4/5N,Van Zandt,50-64 years,1598,1021,577,2021-03-03,NA,NA
4/5N,Van Zandt,65-79 years,3096,2073,1023,2021-03-03,NA,NA
4/5N,Van Zandt,80+ years,1162,764,398,2021-03-03,NA,NA
4/5N,Wood,16-49 years,823,499,324,2021-03-03,NA,NA
4/5N,Wood,50-64 years,1394,904,490,2021-03-03,NA,NA
4/5N,Wood,65-79 years,3762,2584,1178,2021-03-03,NA,NA
4/5N,Wood,80+ years,1277,870,407,2021-03-03,NA,NA
4/5N,Wood,Unknown,4,2,2,2021-03-03,NA,NA
6/5S,Austin,16-49 years,964,699,265,2021-03-03,NA,NA
6/5S,Austin,50-64 years,1118,833,285,2021-03-03,NA,NA
6/5S,Austin,65-79 years,3552,2692,860,2021-03-03,NA,NA
6/5S,Austin,80+ years,1096,797,299,2021-03-03,NA,NA
6/5S,Austin,Unknown,1,1,0,2021-03-03,NA,NA
6/5S,Brazoria,16-49 years,23512,14557,8955,2021-03-03,NA,NA
6/5S,Brazoria,50-64 years,17574,11625,5949,2021-03-03,NA,NA
6/5S,Brazoria,65-79 years,24827,16077,8750,2021-03-03,NA,NA
6/5S,Brazoria,80+ years,7194,4509,2685,2021-03-03,NA,NA
6/5S,Brazoria,Unknown,16,14,2,2021-03-03,NA,NA
6/5S,Chambers,16-49 years,1569,1018,551,2021-03-03,NA,NA
6/5S,Chambers,50-64 years,1293,866,427,2021-03-03,NA,NA
6/5S,Chambers,65-79 years,2585,1650,935,2021-03-03,NA,NA
6/5S,Chambers,80+ years,736,435,301,2021-03-03,NA,NA
6/5S,Chambers,Unknown,3,2,1,2021-03-03,NA,NA
6/5S,Colorado,16-49 years,701,444,257,2021-03-03,NA,NA
6/5S,Colorado,50-64 years,1062,709,353,2021-03-03,NA,NA
6/5S,Colorado,65-79 years,2453,1552,901,2021-03-03,NA,NA
6/5S,Colorado,80+ years,877,546,331,2021-03-03,NA,NA
6/5S,Fort Bend,16-49 years,61877,38734,23143,2021-03-03,NA,NA
6/5S,Fort Bend,50-64 years,45407,28907,16500,2021-03-03,NA,NA
6/5S,Fort Bend,65-79 years,77548,46316,31232,2021-03-03,NA,NA
6/5S,Fort Bend,80+ years,15962,9600,6362,2021-03-03,NA,NA
6/5S,Fort Bend,Unknown,61,53,8,2021-03-03,NA,NA
6/5S,Galveston,16-49 years,23354,13710,9644,2021-03-03,NA,NA
6/5S,Galveston,50-64 years,20286,13112,7174,2021-03-03,NA,NA
6/5S,Galveston,65-79 years,33600,20790,12810,2021-03-03,NA,NA
6/5S,Galveston,80+ years,9500,5747,3753,2021-03-03,NA,NA
6/5S,Galveston,Unknown,25,20,5,2021-03-03,NA,NA
6/5S,Hardin,16-49 years,2051,1436,615,2021-03-03,NA,NA
6/5S,Hardin,50-64 years,2602,1898,704,2021-03-03,NA,NA
6/5S,Hardin,65-79 years,4593,3273,1320,2021-03-03,NA,NA
6/5S,Hardin,80+ years,1627,1103,524,2021-03-03,NA,NA
6/5S,Hardin,Unknown,19,17,2,2021-03-03,NA,NA
6/5S,Harris,16-49 years,265485,167482,98003,2021-03-03,NA,NA
6/5S,Harris,50-64 years,182347,122083,60264,2021-03-03,NA,NA
6/5S,Harris,65-79 years,289150,185826,103324,2021-03-03,NA,NA
6/5S,Harris,80+ years,81727,51665,30062,2021-03-03,NA,NA
6/5S,Harris,Unknown,267,230,37,2021-03-03,NA,NA
6/5S,Jefferson,16-49 years,9138,6443,2695,2021-03-03,NA,NA
6/5S,Jefferson,50-64 years,11914,8717,3197,2021-03-03,NA,NA
6/5S,Jefferson,65-79 years,14585,10847,3738,2021-03-03,NA,NA
6/5S,Jefferson,80+ years,5056,3742,1314,2021-03-03,NA,NA
6/5S,Jefferson,Unknown,31,31,0,2021-03-03,NA,NA
6/5S,Liberty,16-49 years,1375,837,538,2021-03-03,NA,NA
6/5S,Liberty,50-64 years,1662,1049,613,2021-03-03,NA,NA
6/5S,Liberty,65-79 years,3933,2421,1512,2021-03-03,NA,NA
6/5S,Liberty,80+ years,1173,684,489,2021-03-03,NA,NA
6/5S,Liberty,Unknown,4,3,1,2021-03-03,NA,NA
6/5S,Matagorda,16-49 years,874,539,335,2021-03-03,NA,NA
6/5S,Matagorda,50-64 years,922,593,329,2021-03-03,NA,NA
6/5S,Matagorda,65-79 years,1527,1027,500,2021-03-03,NA,NA
6/5S,Matagorda,80+ years,481,312,169,2021-03-03,NA,NA
6/5S,Montgomery,16-49 years,24481,15420,9061,2021-03-03,NA,NA
6/5S,Montgomery,50-64 years,17545,11538,6007,2021-03-03,NA,NA
6/5S,Montgomery,65-79 years,46485,28651,17834,2021-03-03,NA,NA
6/5S,Montgomery,80+ years,11159,6974,4185,2021-03-03,NA,NA
6/5S,Montgomery,Unknown,27,25,2,2021-03-03,NA,NA
6/5S,Orange,16-49 years,1975,1473,502,2021-03-03,NA,NA
6/5S,Orange,50-64 years,2580,2005,575,2021-03-03,NA,NA
6/5S,Orange,65-79 years,4609,3605,1004,2021-03-03,NA,NA
6/5S,Orange,80+ years,1513,1132,381,2021-03-03,NA,NA
6/5S,Orange,Unknown,7,7,0,2021-03-03,NA,NA
6/5S,Walker,16-49 years,1757,1107,650,2021-03-03,NA,NA
6/5S,Walker,50-64 years,1707,1118,589,2021-03-03,NA,NA
6/5S,Walker,65-79 years,3141,2155,986,2021-03-03,NA,NA
6/5S,Walker,80+ years,1111,744,367,2021-03-03,NA,NA
6/5S,Waller,16-49 years,1256,826,430,2021-03-03,NA,NA
6/5S,Waller,50-64 years,1280,907,373,2021-03-03,NA,NA
6/5S,Waller,65-79 years,2754,1818,936,2021-03-03,NA,NA
6/5S,Waller,80+ years,728,457,271,2021-03-03,NA,NA
6/5S,Wharton,16-49 years,1247,740,507,2021-03-03,NA,NA
6/5S,Wharton,50-64 years,1169,754,415,2021-03-03,NA,NA
6/5S,Wharton,65-79 years,2124,1403,721,2021-03-03,NA,NA
6/5S,Wharton,80+ years,757,493,264,2021-03-03,NA,NA
7,Bastrop,16-49 years,2896,1882,1014,2021-03-03,NA,NA
7,Bastrop,50-64 years,2534,1775,759,2021-03-03,NA,NA
7,Bastrop,65-79 years,3519,2580,939,2021-03-03,NA,NA
7,Bastrop,80+ years,761,560,201,2021-03-03,NA,NA
7,Bastrop,Unknown,5,5,0,2021-03-03,NA,NA
7,Bell,16-49 years,15383,9230,6153,2021-03-03,NA,NA
7,Bell,50-64 years,10239,6306,3933,2021-03-03,NA,NA
7,Bell,65-79 years,13326,8211,5115,2021-03-03,NA,NA
7,Bell,80+ years,4906,3031,1875,2021-03-03,NA,NA
7,Bell,Unknown,18,17,1,2021-03-03,NA,NA
7,Blanco,16-49 years,272,170,102,2021-03-03,NA,NA
7,Blanco,50-64 years,482,336,146,2021-03-03,NA,NA
7,Blanco,65-79 years,1372,971,401,2021-03-03,NA,NA
7,Blanco,80+ years,293,213,80,2021-03-03,NA,NA
7,Blanco,Unknown,3,3,0,2021-03-03,NA,NA
7,Bosque,16-49 years,519,315,204,2021-03-03,NA,NA
7,Bosque,50-64 years,672,413,259,2021-03-03,NA,NA
7,Bosque,65-79 years,1751,1066,685,2021-03-03,NA,NA
7,Bosque,80+ years,665,396,269,2021-03-03,NA,NA
7,Bosque,Unknown,1,1,0,2021-03-03,NA,NA
7,Brazos,16-49 years,11851,8347,3504,2021-03-03,NA,NA
7,Brazos,50-64 years,7098,5340,1758,2021-03-03,NA,NA
7,Brazos,65-79 years,11579,9001,2578,2021-03-03,NA,NA
7,Brazos,80+ years,4592,3274,1318,2021-03-03,NA,NA
7,Brazos,Unknown,21,20,1,2021-03-03,NA,NA
7,Burleson,16-49 years,519,346,173,2021-03-03,NA,NA
7,Burleson,50-64 years,757,570,187,2021-03-03,NA,NA
7,Burleson,65-79 years,1320,1069,251,2021-03-03,NA,NA
7,Burleson,80+ years,461,360,101,2021-03-03,NA,NA
7,Burleson,Unknown,4,4,0,2021-03-03,NA,NA
7,Burnet,16-49 years,1172,715,457,2021-03-03,NA,NA
7,Burnet,50-64 years,1319,883,436,2021-03-03,NA,NA
7,Burnet,65-79 years,3379,2773,606,2021-03-03,NA,NA
7,Burnet,80+ years,1277,1037,240,2021-03-03,NA,NA
7,Caldwell,16-49 years,1449,920,529,2021-03-03,NA,NA
7,Caldwell,50-64 years,1300,924,376,2021-03-03,NA,NA
7,Caldwell,65-79 years,1984,1504,480,2021-03-03,NA,NA
7,Caldwell,80+ years,668,475,193,2021-03-03,NA,NA
7,Coryell,16-49 years,2336,1421,915,2021-03-03,NA,NA
7,Coryell,50-64 years,2213,1368,845,2021-03-03,NA,NA
7,Coryell,65-79 years,3263,1994,1269,2021-03-03,NA,NA
7,Coryell,80+ years,1228,744,484,2021-03-03,NA,NA
7,Coryell,Unknown,11,11,0,2021-03-03,NA,NA
7,Falls,16-49 years,522,337,185,2021-03-03,NA,NA
7,Falls,50-64 years,723,514,209,2021-03-03,NA,NA
7,Falls,65-79 years,1238,857,381,2021-03-03,NA,NA
7,Falls,80+ years,407,276,131,2021-03-03,NA,NA
7,Falls,Unknown,2,2,0,2021-03-03,NA,NA
7,Fayette,16-49 years,682,448,234,2021-03-03,NA,NA
7,Fayette,50-64 years,913,658,255,2021-03-03,NA,NA
7,Fayette,65-79 years,2260,1771,489,2021-03-03,NA,NA
7,Fayette,80+ years,794,599,195,2021-03-03,NA,NA
7,Freestone,16-49 years,333,216,117,2021-03-03,NA,NA
7,Freestone,50-64 years,491,319,172,2021-03-03,NA,NA
7,Freestone,65-79 years,916,603,313,2021-03-03,NA,NA
7,Freestone,80+ years,248,176,72,2021-03-03,NA,NA
7,Grimes,16-49 years,734,465,269,2021-03-03,NA,NA
7,Grimes,50-64 years,921,680,241,2021-03-03,NA,NA
7,Grimes,65-79 years,1844,1396,448,2021-03-03,NA,NA
7,Grimes,80+ years,558,388,170,2021-03-03,NA,NA
7,Hamilton,16-49 years,340,219,121,2021-03-03,NA,NA
7,Hamilton,50-64 years,331,194,137,2021-03-03,NA,NA
7,Hamilton,65-79 years,769,487,282,2021-03-03,NA,NA
7,Hamilton,80+ years,422,304,118,2021-03-03,NA,NA
7,Hays,16-49 years,13407,8538,4869,2021-03-03,NA,NA
7,Hays,50-64 years,8263,5642,2621,2021-03-03,NA,NA
7,Hays,65-79 years,13545,9381,4164,2021-03-03,NA,NA
7,Hays,80+ years,3468,2380,1088,2021-03-03,NA,NA
7,Hays,Unknown,41,33,8,2021-03-03,NA,NA
7,Hill,16-49 years,884,540,344,2021-03-03,NA,NA
7,Hill,50-64 years,1229,773,456,2021-03-03,NA,NA
7,Hill,65-79 years,2646,1742,904,2021-03-03,NA,NA
7,Hill,80+ years,968,615,353,2021-03-03,NA,NA
7,Lampasas,16-49 years,534,336,198,2021-03-03,NA,NA
7,Lampasas,50-64 years,650,422,228,2021-03-03,NA,NA
7,Lampasas,65-79 years,1113,754,359,2021-03-03,NA,NA
7,Lampasas,80+ years,381,270,111,2021-03-03,NA,NA
7,Lee,16-49 years,468,302,166,2021-03-03,NA,NA
7,Lee,50-64 years,509,364,145,2021-03-03,NA,NA
7,Lee,65-79 years,911,711,200,2021-03-03,NA,NA
7,Lee,80+ years,344,261,83,2021-03-03,NA,NA
7,Leon,16-49 years,234,155,79,2021-03-03,NA,NA
7,Leon,50-64 years,358,250,108,2021-03-03,NA,NA
7,Leon,65-79 years,1024,718,306,2021-03-03,NA,NA
7,Leon,80+ years,336,237,99,2021-03-03,NA,NA
7,Limestone,16-49 years,608,424,184,2021-03-03,NA,NA
7,Limestone,50-64 years,776,555,221,2021-03-03,NA,NA
7,Limestone,65-79 years,1397,959,438,2021-03-03,NA,NA
7,Limestone,80+ years,403,283,120,2021-03-03,NA,NA
7,Llano,16-49 years,424,267,157,2021-03-03,NA,NA
7,Llano,50-64 years,669,484,185,2021-03-03,NA,NA
7,Llano,65-79 years,2286,1910,376,2021-03-03,NA,NA
7,Llano,80+ years,857,723,134,2021-03-03,NA,NA
7,Madison,16-49 years,222,141,81,2021-03-03,NA,NA
7,Madison,50-64 years,282,191,91,2021-03-03,NA,NA
7,Madison,65-79 years,592,440,152,2021-03-03,NA,NA
7,Madison,80+ years,239,170,69,2021-03-03,NA,NA
7,McLennan,16-49 years,12201,7757,4444,2021-03-03,NA,NA
7,McLennan,50-64 years,10640,7142,3498,2021-03-03,NA,NA
7,McLennan,65-79 years,17684,11769,5915,2021-03-03,NA,NA
7,McLennan,80+ years,5837,3846,1991,2021-03-03,NA,NA
7,McLennan,Unknown,50,49,1,2021-03-03,NA,NA
7,Milam,16-49 years,605,381,224,2021-03-03,NA,NA
7,Milam,50-64 years,864,582,282,2021-03-03,NA,NA
7,Milam,65-79 years,2176,1359,817,2021-03-03,NA,NA
7,Milam,80+ years,698,428,270,2021-03-03,NA,NA
7,Milam,Unknown,9,9,0,2021-03-03,NA,NA
7,Mills,16-49 years,172,102,70,2021-03-03,NA,NA
7,Mills,50-64 years,173,98,75,2021-03-03,NA,NA
7,Mills,65-79 years,526,344,182,2021-03-03,NA,NA
7,Mills,80+ years,234,166,68,2021-03-03,NA,NA
7,Robertson,16-49 years,400,258,142,2021-03-03,NA,NA
7,Robertson,50-64 years,601,447,154,2021-03-03,NA,NA
7,Robertson,65-79 years,1264,947,317,2021-03-03,NA,NA
7,Robertson,80+ years,441,319,122,2021-03-03,NA,NA
7,San Saba,16-49 years,69,43,26,2021-03-03,NA,NA
7,San Saba,50-64 years,65,42,23,2021-03-03,NA,NA
7,San Saba,65-79 years,214,167,47,2021-03-03,NA,NA
7,San Saba,80+ years,76,64,12,2021-03-03,NA,NA
7,Travis,16-49 years,90755,60570,30185,2021-03-03,NA,NA
7,Travis,50-64 years,45626,31205,14421,2021-03-03,NA,NA
7,Travis,65-79 years,64099,41380,22719,2021-03-03,NA,NA
7,Travis,80+ years,13839,9215,4624,2021-03-03,NA,NA
7,Travis,Unknown,130,126,4,2021-03-03,NA,NA
7,Washington,16-49 years,1273,830,443,2021-03-03,NA,NA
7,Washington,50-64 years,1612,1162,450,2021-03-03,NA,NA
7,Washington,65-79 years,3501,2850,651,2021-03-03,NA,NA
7,Washington,80+ years,1284,1032,252,2021-03-03,NA,NA
7,Williamson,16-49 years,36254,24264,11990,2021-03-03,NA,NA
7,Williamson,50-64 years,20295,14003,6292,2021-03-03,NA,NA
7,Williamson,65-79 years,26585,18665,7920,2021-03-03,NA,NA
7,Williamson,80+ years,8008,5560,2448,2021-03-03,NA,NA
7,Williamson,Unknown,67,66,1,2021-03-03,NA,NA
8,Atascosa,16-49 years,1942,1192,750,2021-03-03,NA,NA
8,Atascosa,50-64 years,1906,1229,677,2021-03-03,NA,NA
8,Atascosa,65-79 years,2518,1667,851,2021-03-03,NA,NA
8,Atascosa,80+ years,657,445,212,2021-03-03,NA,NA
8,Atascosa,Unknown,3,3,0,2021-03-03,NA,NA
8,Bandera,16-49 years,652,441,211,2021-03-03,NA,NA
8,Bandera,50-64 years,986,692,294,2021-03-03,NA,NA
8,Bandera,65-79 years,1829,1349,480,2021-03-03,NA,NA
8,Bandera,80+ years,412,313,99,2021-03-03,NA,NA
8,Bandera,Unknown,2,2,0,2021-03-03,NA,NA
8,Bexar,16-49 years,150170,92299,57871,2021-03-03,NA,NA
8,Bexar,50-64 years,101202,64066,37136,2021-03-03,NA,NA
8,Bexar,65-79 years,111756,72217,39539,2021-03-03,NA,NA
8,Bexar,80+ years,28687,19336,9351,2021-03-03,NA,NA
8,Bexar,Unknown,231,216,15,2021-03-03,NA,NA
8,Calhoun,16-49 years,712,484,228,2021-03-03,NA,NA
8,Calhoun,50-64 years,782,555,227,2021-03-03,NA,NA
8,Calhoun,65-79 years,1321,961,360,2021-03-03,NA,NA
8,Calhoun,80+ years,517,343,174,2021-03-03,NA,NA
8,Calhoun,Unknown,2,1,1,2021-03-03,NA,NA
8,Comal,16-49 years,8046,5027,3019,2021-03-03,NA,NA
8,Comal,50-64 years,7272,4898,2374,2021-03-03,NA,NA
8,Comal,65-79 years,12183,8962,3221,2021-03-03,NA,NA
8,Comal,80+ years,2847,2189,658,2021-03-03,NA,NA
8,Comal,Unknown,10,8,2,2021-03-03,NA,NA
8,DeWitt,16-49 years,488,286,202,2021-03-03,NA,NA
8,DeWitt,50-64 years,637,406,231,2021-03-03,NA,NA
8,DeWitt,65-79 years,988,690,298,2021-03-03,NA,NA
8,DeWitt,80+ years,299,203,96,2021-03-03,NA,NA
8,DeWitt,Unknown,3,2,1,2021-03-03,NA,NA
8,Dimmit,16-49 years,1540,1098,442,2021-03-03,NA,NA
8,Dimmit,50-64 years,1316,893,423,2021-03-03,NA,NA
8,Dimmit,65-79 years,1289,841,448,2021-03-03,NA,NA
8,Dimmit,80+ years,291,200,91,2021-03-03,NA,NA
8,Dimmit,Unknown,5,5,0,2021-03-03,NA,NA
8,Edwards,16-49 years,32,23,9,2021-03-03,NA,NA
8,Edwards,50-64 years,46,39,7,2021-03-03,NA,NA
8,Edwards,65-79 years,122,96,26,2021-03-03,NA,NA
8,Edwards,80+ years,53,35,18,2021-03-03,NA,NA
8,Frio,16-49 years,970,630,340,2021-03-03,NA,NA
8,Frio,50-64 years,873,593,280,2021-03-03,NA,NA
8,Frio,65-79 years,1031,693,338,2021-03-03,NA,NA
8,Frio,80+ years,283,196,87,2021-03-03,NA,NA
8,Gillespie,16-49 years,933,527,406,2021-03-03,NA,NA
8,Gillespie,50-64 years,1133,668,465,2021-03-03,NA,NA
8,Gillespie,65-79 years,3644,2253,1391,2021-03-03,NA,NA
8,Gillespie,80+ years,1523,969,554,2021-03-03,NA,NA
8,Gillespie,Unknown,6,4,2,2021-03-03,NA,NA
8,Goliad,16-49 years,288,173,115,2021-03-03,NA,NA
8,Goliad,50-64 years,434,267,167,2021-03-03,NA,NA
8,Goliad,65-79 years,886,539,347,2021-03-03,NA,NA
8,Goliad,80+ years,294,167,127,2021-03-03,NA,NA
8,Gonzales,16-49 years,710,448,262,2021-03-03,NA,NA
8,Gonzales,50-64 years,741,511,230,2021-03-03,NA,NA
8,Gonzales,65-79 years,1401,1005,396,2021-03-03,NA,NA
8,Gonzales,80+ years,629,435,194,2021-03-03,NA,NA
8,Guadalupe,16-49 years,8159,5191,2968,2021-03-03,NA,NA
8,Guadalupe,50-64 years,6175,4259,1916,2021-03-03,NA,NA
8,Guadalupe,65-79 years,7426,5699,1727,2021-03-03,NA,NA
8,Guadalupe,80+ years,1911,1501,410,2021-03-03,NA,NA
8,Guadalupe,Unknown,14,12,2,2021-03-03,NA,NA
8,Jackson,16-49 years,758,415,343,2021-03-03,NA,NA
8,Jackson,50-64 years,911,504,407,2021-03-03,NA,NA
8,Jackson,65-79 years,1554,875,679,2021-03-03,NA,NA
