District,Date,County,LEA,Total_Enrollment,Approximate_Enrollment,Cases_Weekly_GRADE_EE_3,Cases_Weekly_GRADE_4_6,Cases_Weekly_GRADE_7_12,Cases_Weekly_Staff,Infections_Weekly_On_Campus,Infections_Weekly_Off_Campus,Infections_Weekly_Unknown,Cases_Cumulative_GRADE_EE_3,Cases_Cumulative_GRADE_4_6,Cases_Cumulative_GRADE_7_12,Cases_Cumulative_Staff,Infections_Cumulative_On_Campus,Infections_Cumulative_Off_Campus,Infections_Cumulative_Unknown
Gordon ISD,10/4/20,"Erath,Palo Pinto",182901,211,189.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graford ISD,10/4/20,"Jack,Palo Pinto,Stephens,Young",182902,325,292.5,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Mineral Wells ISD,10/4/20,"Palo Pinto,Parker",182903,3079,2218.41,0,0,10,2,0,4,8,1,5,44,14,2,16,46
Santo ISD,10/4/20,"Erath,Palo Pinto,Parker",182904,458,429.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawn ISD,10/4/20,"Eastland,Erath,Palo Pinto,Stephens",182905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palo Pinto ISD,10/4/20,"Palo Pinto,Stephens",182906,81,77.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panola Charter School,10/4/20,Panola,183801,170,80.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beckville ISD,10/4/20,"Harrison,Panola,Rusk",183901,679,651.83,NA,NA,NA,NA,NA,NA,NA,0,1,1,5,1,5,1
Carthage ISD,10/4/20,"Harrison,Panola,Rusk,Shelby",183902,2613,2168.27,0,0,1,0,0,1,0,0,0,17,10,3,5,19
Gary ISD,10/4/20,"Panola,Rusk,Shelby",183904,479,455.05,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Crosstimbers Academy,10/4/20,Parker,184801,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poolville ISD,10/4/20,"Jack,Parker,Wise",184901,516,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springtown ISD,10/4/20,"Parker,Wise",184902,3546,2826.38,1,0,3,0,0,4,0,5,0,9,2,1,9,6
Weatherford ISD,10/4/20,"Hood,Parker",184903,7937,5990.68,1,4,4,2,1,8,2,3,6,18,11,1,33,4
Millsap ISD,10/4/20,"Palo Pinto,Parker",184904,1346,1080.54,0,0,0,2,0,0,2,1,0,9,3,1,2,10
Aledo ISD,10/4/20,"Hood,Parker,Tarrant",184907,6603,5646.47,NA,NA,NA,NA,NA,NA,NA,2,0,3,4,0,4,5
Peaster ISD,10/4/20,Parker,184908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock ISD,10/4/20,"Hood,Parker",184909,1731,1571.02,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,1,2
Garner ISD,10/4/20,"Palo Pinto,Parker",184911,222,190.92,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Bovina ISD,10/4/20,Parmer,185901,470,402.62,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,0,2,3
Farwell ISD,10/4/20,"Bailey,Parmer",185902,520,503.7,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Friona ISD,10/4/20,"Castro,Deaf Smith,Parmer",185903,1029,945.86,0,1,0,1,0,0,2,1,4,5,6,1,2,13
Lazbuddie ISD,10/4/20,"Bailey,Castro,Lamb,Parmer",185904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buena Vista ISD,10/4/20,"Crane,Pecos,Reeves,Ward",186901,240,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fort Stockton ISD,10/4/20,"Brewster,Jeff Davis,Pecos,Reeves,Terrell",186902,2016,687.25,0,1,2,3,0,6,0,1,1,5,8,1,14,0
Iraan-Sheffield ISD,10/4/20,"Crane,Crockett,Pecos,Terrell",186903,338,274.98,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Big Sandy ISD,10/4/20,"Hardin,Liberty,Polk,Tyler",187901,480,336,1,0,1,1,0,3,0,1,0,1,2,0,4,0
Goodrich ISD,10/4/20,"Polk,San Jacinto",187903,245,127.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Corrigan-Camden ISD,10/4/20,"Angelina,Polk,Trinity",187904,771,587.56,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,4,0
Leggett ISD,10/4/20,Polk,187906,197,154.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Livingston ISD,10/4/20,"Liberty,Polk,San Jacinto,Trinity",187907,3650,2636.71,0,0,1,0,0,1,0,3,1,6,4,0,10,4
Onalaska ISD,10/4/20,"Polk,San Jacinto,Trinity",187910,1138,884.95,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Amarillo ISD,10/4/20,"Potter,Randall",188901,31494,25531.41,2,5,51,26,2,29,53,11,18,121,85,11,118,106
River Road ISD,10/4/20,Potter,188902,1289,1059.73,1,0,1,0,0,1,1,2,1,3,4,0,2,8
Highland Park ISD,10/4/20,"Armstrong,Carson,Moore,Potter,Randall",188903,416,349.44,NA,NA,NA,NA,NA,NA,NA,0,0,5,1,0,4,2
Bushland ISD,10/4/20,"Deaf Smith,Moore,Oldham,Potter,Randall",188904,1422,1346.16,0,0,0,2,0,0,2,1,0,2,5,0,0,8
Marfa ISD,10/4/20,"Brewster,Jeff Davis,Presidio",189901,284,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presidio ISD,10/4/20,"Hudspeth,Jeff Davis,Presidio",189902,990,345.95,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Rains ISD,10/4/20,"Hopkins,Hunt,Rains,Van Zandt,Wood",190903,1711,1440.62,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
Canyon ISD,10/4/20,"Armstrong,Carson,Castro,Deaf Smith,Potter,Randall",191901,10146,9112.1,1,1,7,4,0,2,11,5,8,33,28,0,8,66
Reagan County ISD,10/4/20,"Crockett,Glasscock,Irion,Reagan,Sterling,Tom Green,Upton",192901,853,609.4,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2
"Big Springs Charter
School",10/4/20,Real,193801,195,78.79,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,1,1
Leakey ISD,10/4/20,"Bandera,Edwards,Kerr,Real,Uvalde",193902,284,264.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery ISD,10/4/20,"Bowie,Morris,Red River,Titus",194902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rivercrest ISD,10/4/20,"Franklin,Red River,Titus",194903,191,168.08,0,0,1,0,0,0,1,0,0,5,0,0,0,5
Clarksville ISD,10/4/20,"Red River,Titus",194904,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Detroit ISD,10/4/20,"Lamar,Red River",194905,475,402.05,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Pecos-Barstow-Toyah ISD,10/4/20,"Culberson,Jeff Davis,Loving,Pecos,Reeves,Ward",195901,2561,1513.13,NA,NA,NA,NA,NA,NA,NA,0,2,10,3,0,14,1
Balmorhea ISD,10/4/20,"Culberson,Jeff Davis,Reeves",195902,156,131.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austwell-Tivoli ISD,10/4/20,"Aransas,Calhoun,Refugio,Victoria",196901,128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodsboro ISD,10/4/20,"Aransas,Bee,Refugio,San Patricio",196902,423,331.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Refugio ISD,10/4/20,"Aransas,Bee,Calhoun,Goliad,Refugio,Victoria",196903,685,221.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami ISD,10/4/20,"Gray,Hansford,Hemphill,Hutchinson,Lipscomb,Ochiltree,Roberts,Wheeler",197902,190,186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bremond ISD,10/4/20,"Falls,Limestone,Milam,Robertson",198901,499,424.15,1,1,0,0,0,2,0,1,1,1,0,0,3,0
Calvert ISD,10/4/20,"Milam,Robertson",198902,135,81,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Franklin ISD,10/4/20,"Brazos,Leon,Limestone,Robertson",198903,1252,1102.22,NA,NA,NA,NA,NA,NA,NA,0,0,14,3,0,17,0
Hearne ISD,10/4/20,"Brazos,Milam,Robertson",198905,701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mumford ISD,10/4/20,"Brazos,Burleson,Milam,Robertson",198906,621,522.16,0,0,1,0,0,0,1,2,0,3,1,0,0,6
Rockwall ISD,10/4/20,"Collin,Dallas,Kaufman,Rockwall",199901,NA,NA,0,3,2,5,0,4,6,2,8,19,17,0,27,19
Royse City ISD,10/4/20,"Collin,Hunt,Kaufman,Rockwall",199902,6750,4344.76,0,0,1,2,0,3,0,0,0,4,3,0,7,0
Ballinger ISD,10/4/20,"Coleman,Concho,Runnels",200901,838,677.12,0,0,1,0,0,1,0,3,0,2,0,0,5,0
Miles ISD,10/4/20,"Coke,Concho,Runnels,Tom Green",200902,457,435.41,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,1,2
Winters ISD,10/4/20,"Coke,Nolan,Runnels,Taylor",200904,546,480.62,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0
Olfen ISD,10/4/20,"Concho,Runnels",200906,146,141.62,0,0,1,0,0,1,0,0,0,1,1,0,1,1
Henderson ISD,10/4/20,"Cherokee,Panola,Rusk,Shelby",201902,3267,2665.73,1,4,4,1,4,0,6,6,4,71,30,8,16,87
Laneville ISD,10/4/20,"Nacogdoches,Rusk",201903,157,119.32,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
Leveretts Chapel ISD,10/4/20,"Gregg,Rusk",201904,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
Mount Enterprise ISD,10/4/20,"Nacogdoches,Rusk",201907,181,157.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Overton ISD,10/4/20,"Gregg,Rusk,Smith",201908,494,459.42,NA,NA,NA,NA,NA,NA,NA,0,0,2,6,0,1,7
Tatum ISD,10/4/20,"Gregg,Harrison,Panola,Rusk",201910,1508,1190.23,NA,NA,NA,NA,NA,NA,NA,1,1,4,6,0,0,12
Carlisle ISD,10/4/20,"Cherokee,Rusk,Smith",201913,625,525,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,0,3,5
"West Rusk County
Consolidated ISD",10/4/20,"Rusk,Smith",201914,1019,891.62,NA,NA,NA,NA,NA,NA,NA,0,0,6,1,0,7,0
Hemphill ISD,10/4/20,"Newton,Sabine,San Augustine,Shelby",202903,847,657.61,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1
West Sabine ISD,10/4/20,"Sabine,San Augustine",202905,547,500.08,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
San Augustine ISD,10/4/20,"Nacogdoches,Sabine,San Augustine,Shelby",203901,697,487.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Broaddus ISD,10/4/20,"Angelina,Jasper,Nacogdoches,Sabine,San Augustine",203902,367,311.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coldspring-Oakhurst Cisd,10/4/20,"Montgomery,Polk,San Jacinto,Trinity,Walker",204901,1537,1048.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shepherd ISD,10/4/20,"Liberty,Polk,San Jacinto",204904,1780,1381.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aransas Pass ISD,10/4/20,"Aransas,Nueces,San Patricio",205901,1739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gregory-Portland ISD,10/4/20,"Aransas,Nueces,San Patricio",205902,4570,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ingleside ISD,10/4/20,"Nueces,San Patricio",205903,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mathis ISD,10/4/20,"Bee,Jim Wells,Live Oak,Nueces,San Patricio",205904,1264,156.44,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,0,4,5
Odem-Edroy ISD,10/4/20,"Nueces,San Patricio",205905,856,9.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sinton ISD,10/4/20,"Aransas,Bee,Refugio,San Patricio",205906,2082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taft ISD,10/4/20,"Nueces,San Patricio",205907,897,70.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Saba ISD,10/4/20,"Burnet,Lampasas,Llano,Mills,San Saba",206901,731,674.8,0,2,1,0,0,3,0,0,2,2,3,0,7,0
Richland Springs ISD,10/4/20,"Brown,McCulloch,Mills,San Saba",206902,108,104.76,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Cherokee ISD,10/4/20,"Llano,Mason,San Saba",206903,123,120.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schleicher ISD,10/4/20,"Concho,Crockett,Irion,Kimble,Menard,Schleicher,Sutton,Tom Green",207901,481,431.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermleigh ISD,10/4/20,"Fisher,Mitchell,Nolan,Scurry",208901,257,233.87,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,2
Snyder ISD,10/4/20,"Borden,Fisher,Garza,Howard,Kent,Mitchell,Scurry",208902,2578,1902.32,3,2,6,6,0,8,9,10,6,9,18,0,11,32
Ira ISD,10/4/20,"Howard,Mitchell,Scurry",208903,270,270,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Albany ISD,10/4/20,"Jones,Shackelford,Stephens,Throckmorton",209901,509,495.63,0,0,1,0,0,0,1,0,0,10,3,0,0,13
Moran ISD,10/4/20,"Callahan,Eastland,Shackelford,Stephens",209902,118,114.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Center ISD,10/4/20,"San Augustine,Shelby",210901,2463,2243.25,1,0,4,2,0,0,7,2,1,19,4,0,6,20
Joaquin ISD,10/4/20,"Panola,Shelby",210902,178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelbyville ISD,10/4/20,"Sabine,San Augustine,Shelby",210903,760,608,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,0,1,4
Tenaha ISD,10/4/20,"Panola,Shelby",210904,492,378.84,NA,NA,NA,NA,NA,NA,NA,2,0,1,5,0,5,3
Timpson ISD,10/4/20,"Nacogdoches,Panola,Rusk,Shelby",210905,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Excelsior ISD,10/4/20,"Nacogdoches,San Augustine,Shelby",210906,73,62.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texhoma ISD,10/4/20,"Hansford,Sherman",211901,108,105.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stratford ISD,10/4/20,"Dallam,Hartley,Moore,Sherman",211902,550,533.5,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Cumberland Academy,10/4/20,Smith,212801,NA,NA,0,0,0,3,0,2,1,2,0,1,3,0,3,3
"Ut Tyler University
Academy",10/4/20,Smith,212804,844,642.48,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
Arp ISD,10/4/20,"Rusk,Smith",212901,230,204.7,0,0,0,1,0,1,0,0,2,1,2,0,3,2
Bullard ISD,10/4/20,"Anderson,Cherokee,Henderson,Smith",212902,2669,2362.77,3,0,5,10,0,2,16,3,3,16,22,3,10,31
Lindale ISD,10/4/20,"Smith,Van Zandt,Wood",212903,4263,3520.16,NA,NA,NA,NA,NA,NA,NA,2,0,3,5,6,0,4
Troup ISD,10/4/20,"Cherokee,Rusk,Smith",212904,482,433.8,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,0,4,4
Tyler ISD,10/4/20,"Henderson,Smith,Van Zandt",212905,17352,11604.62,2,0,6,12,0,2,18,15,12,27,38,1,27,64
Whitehouse ISD,10/4/20,"Cherokee,Smith",212906,4836,3943.47,0,0,3,3,0,1,5,6,8,12,19,0,8,37
Chapel Hill ISD,10/4/20,"Gregg,Rusk,Smith",212909,3143,2068.77,2,2,5,3,0,1,11,3,5,15,8,0,3,28
Winona ISD,10/4/20,"Smith,Upshur,Wood",212910,986,725.66,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Brazos River Charter
School",10/4/20,Somervell,213801,149,146.02,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
Glen Rose ISD,10/4/20,"Bosque,Erath,Hood,Johnson,Somervell",213901,1925,1719.07,NA,NA,NA,NA,NA,NA,NA,2,2,0,3,0,7,0
Rio Grande City Cisd,10/4/20,"Hidalgo,Starr",214901,9922,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Isidro ISD,10/4/20,"Brooks,Hidalgo,Jim Hogg,Starr",214902,404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roma ISD,10/4/20,"Jim Hogg,Starr,Zapata",214903,6037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breckenridge ISD,10/4/20,"Eastland,Palo Pinto,Shackelford,Stephens,Throckmorton,Young",215901,1433,1268.41,0,0,1,1,0,0,2,0,0,3,4,0,1,6
Sterling City ISD,10/4/20,"Coke,Glasscock,Howard,Mitchell,Reagan,Sterling,Tom Green",216901,325,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspermont ISD,10/4/20,"Dickens,Fisher,Haskell,Jones,Kent,King,Stonewall",217901,208,201.76,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Sonora ISD,10/4/20,"Crockett,Edwards,Kimble,Menard,Schleicher,Sutton,Val Verde",218901,696,546.44,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Happy ISD,10/4/20,"Armstrong,Briscoe,Castro,Randall,Swisher",219901,272,267.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tulia ISD,10/4/20,"Briscoe,Castro,Swisher",219903,936,875.96,0,0,1,0,0,0,1,2,0,5,1,0,7,1
Kress ISD,10/4/20,"Briscoe,Castro,Floyd,Hale,Swisher",219905,277,258.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Treetops School
International",10/4/20,Tarrant,220801,396,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington Classics
Academy",10/4/20,Tarrant,220802,1513,15.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Worth Academy Of
Fine Arts",10/4/20,Tarrant,220809,652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westlake Academy
Charter School",10/4/20,Tarrant,220810,885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Fort Worth
Montessori Academy",10/4/20,Tarrant,220811,229,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas School Of The Arts,10/4/20,Tarrant,220814,327,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chapel Hill Academy,10/4/20,Tarrant,220815,721,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newman International
Academy Of Arlington",10/4/20,Tarrant,220817,3028,1316.72,0,0,1,0,0,1,0,2,0,2,2,0,5,1
High Point Academy,10/4/20,Tarrant,220819,1624,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arlington ISD,10/4/20,"Dallas,Tarrant",220901,54496,272.19,0,0,6,20,2,0,24,1,1,16,62,3,0,77
Birdville ISD,10/4/20,Tarrant,220902,22309,249.62,2,4,29,0,0,0,35,6,12,55,3,0,0,76
Everman ISD,10/4/20,Tarrant,220904,5502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fort Worth ISD,10/4/20,"Parker,Tarrant",220905,75263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grapevine-Colleyville ISD,10/4/20,"Dallas,Denton,Tarrant",220906,13811,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keller ISD,10/4/20,"Denton,Tarrant",220907,3183,2196.27,3,6,7,6,0,0,22,11,13,47,27,0,3,95
Mansfield ISD,10/4/20,"Dallas,Ellis,Johnson,Tarrant",220908,NA,NA,2,2,11,0,1,14,0,6,4,31,7,5,43,0
Lake Worth ISD,10/4/20,Tarrant,220910,3020,1254.67,0,0,0,3,0,0,3,1,1,3,10,6,6,3
Crowley ISD,10/4/20,"Johnson,Tarrant",220912,15366,98.07,0,0,4,2,0,5,1,0,0,4,5,1,7,1
Kennedale ISD,10/4/20,Tarrant,220914,NA,NA,0,0,0,2,0,0,2,0,0,0,5,0,2,3
Azle ISD,10/4/20,"Parker,Tarrant,Wise",220915,6573,4292.94,0,0,4,1,0,1,4,5,2,10,5,2,8,12
Hurst-Euless-Bedford ISD,10/4/20,"Dallas,Tarrant",220916,22404,220.46,3,1,9,5,0,0,18,4,10,20,24,1,3,54
Castleberry ISD,10/4/20,Tarrant,220917,3560,44.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eagle Mt-Saginaw ISD,10/4/20,"Tarrant,Wise",220918,20266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carroll ISD,10/4/20,"Denton,Tarrant",220919,8288,4624.49,0,1,4,1,0,0,6,0,1,8,2,0,0,11
White Settlement ISD,10/4/20,"Parker,Tarrant",220920,6446,4440.51,0,6,11,3,0,20,0,3,10,21,4,0,36,2
"Texas College
Preparatory Academies",10/4/20,Taylor,221801,13241,1851.21,0,1,1,2,0,3,1,1,4,9,11,1,16,8
Abilene ISD,10/4/20,"Jones,Taylor",221901,14667,11492.08,0,0,5,12,0,9,8,2,4,26,27,0,36,23
Merkel ISD,10/4/20,"Fisher,Jones,Nolan,Taylor",221904,1121,108.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent ISD,10/4/20,"Fisher,Jones,Nolan,Taylor",221905,135,114.75,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,1
Jim Ned Cisd,10/4/20,"Callahan,Coleman,Runnels,Taylor",221911,1439,1374.42,NA,NA,NA,NA,NA,NA,NA,0,0,5,5,0,0,10
Wylie ISD,10/4/20,"Callahan,Taylor",221912,4845,4219.99,0,0,12,5,0,2,15,0,1,19,12,0,6,26
Terrell County ISD,10/4/20,"Brewster,Crockett,Pecos,Terrell,Val Verde",222901,119,107.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brownfield ISD,10/4/20,"Cochran,Hockley,Terry,Yoakum",223901,1383,1139.13,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
Meadow ISD,10/4/20,"Hockley,Lynn,Terry",223902,NA,NA,0,0,0,1,0,0,1,0,0,1,1,0,1,1
Wellman-Union Cisd,10/4/20,"Dawson,Gaines,Lynn,Terry",223904,293,234.4,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0
"Throckmorton Collegiate
ISD",10/4/20,"Baylor,Haskell,Shackelford,Throckmorton,Young",224901,141,1.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodson ISD,10/4/20,"Shackelford,Stephens,Throckmorton,Young",224902,158,158,0,0,1,1,0,0,2,0,0,1,1,0,0,2
Mount Pleasant ISD,10/4/20,"Camp,Franklin,Morris,Red River,Titus",225902,5206,4013.11,0,1,2,2,0,4,1,4,2,21,14,0,14,27
Chapel Hill ISD,10/4/20,"Camp,Morris,Titus",225906,959,771.32,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,2,2
Harts Bluff ISD,10/4/20,Titus,225907,695,560.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Leadership Public
Schools",10/4/20,Tom Green,226801,2867,1664.01,1,1,0,1,0,1,2,3,2,4,2,0,9,2
Christoval ISD,10/4/20,"Irion,Schleicher,Tom Green",226901,559,508.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Angelo ISD,10/4/20,"Irion,Tom Green",226903,14002,6367.84,0,1,10,2,1,4,8,2,2,28,8,1,11,28
Water Valley ISD,10/4/20,"Coke,Irion,Reagan,Sterling,Tom Green",226905,312,273,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,0,0,4
Wall ISD,10/4/20,"Concho,Menard,Schleicher,Tom Green",226906,620,601.4,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,3
Grape Creek ISD,10/4/20,"Coke,Tom Green",226907,1075,756.82,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Veribest ISD,10/4/20,"Concho,Tom Green",226908,257,125.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University Of Texas At
Austin H S",10/4/20,Travis,227506,280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Juvenile Justice
Department",10/4/20,Travis,227622,621,621,0,0,8,3,0,0,11,0,0,16,11,0,0,27
Wayside Schools,10/4/20,Travis,227803,1809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyos Charter School,10/4/20,Travis,227804,1058,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Empowerment
Academy",10/4/20,Travis,227805,336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University Of Texas
University Charter School",10/4/20,Travis,227806,495,99,NA,NA,NA,NA,NA,NA,NA,0,0,12,0,9,3,0
Chaparral Star Academy,10/4/20,Travis,227814,381,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony Science Academy
(Austin)",10/4/20,Travis,227816,4545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cedars International
Academy",10/4/20,Travis,227817,460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
