"County","Childcare_Child_Cases_Daily","Childcare_Employee_Cases_Daily","Childcare_Child_Cases_Cumulative","Childcare_Employee_Cases_Cumulative","Date"
"Angelina",0,0,4,14,2020-09-22
"Aransas",0,0,3,0,2020-09-22
"Archer",0,0,0,1,2020-09-22
"Atascosa",0,0,12,3,2020-09-22
"Austin",0,0,0,1,2020-09-22
"Bandera",0,0,1,2,2020-09-22
"Bastrop",0,0,3,4,2020-09-22
"Bee",0,0,0,1,2020-09-22
"Bell",0,0,13,34,2020-09-22
"Bexar",0,0,143,187,2020-09-22
"Bowie",0,0,3,12,2020-09-22
"Brazoria",0,0,26,48,2020-09-22
"Brazos",0,1,12,44,2020-09-22
"Brewster",0,0,0,1,2020-09-22
"Brown",0,0,4,4,2020-09-22
"Burnet",0,0,1,2,2020-09-22
"Caldwell",0,0,3,2,2020-09-22
"Calhoun",0,0,2,5,2020-09-22
"Callahan",0,0,0,1,2020-09-22
"Cameron",0,0,35,33,2020-09-22
"Camp",0,0,2,0,2020-09-22
"Cass",0,0,2,7,2020-09-22
"Chambers",0,0,0,2,2020-09-22
"Cherokee",0,0,2,1,2020-09-22
"Clay",0,0,0,1,2020-09-22
"Collin",0,0,55,88,2020-09-22
"Colorado",0,0,1,7,2020-09-22
"Comal",0,0,11,15,2020-09-22
"Cooke",0,0,2,0,2020-09-22
"Coryell",0,0,2,2,2020-09-22
"Dallam",0,0,1,1,2020-09-22
"Dallas",1,1,104,193,2020-09-22
"Deaf Smith",0,0,0,3,2020-09-22
"Denton",0,2,52,76,2020-09-22
"DeWitt",0,0,0,1,2020-09-22
"Dimmit",0,0,3,0,2020-09-22
"Ector",0,0,11,19,2020-09-22
"El Paso",0,0,20,40,2020-09-22
"Ellis",0,1,11,19,2020-09-22
"Erath",0,0,1,2,2020-09-22
"Fannin",0,0,0,1,2020-09-22
"Fayette",0,0,0,1,2020-09-22
"Fort Bend",0,0,46,104,2020-09-22
"Franklin",0,0,0,3,2020-09-22
"Freestone",0,0,0,1,2020-09-22
"Frio",0,0,0,1,2020-09-22
"Galveston",0,0,32,52,2020-09-22
"Gonzales",0,0,1,1,2020-09-22
"Gray",0,0,0,2,2020-09-22
"Grayson",0,0,2,8,2020-09-22
"Gregg",0,0,8,22,2020-09-22
"Grimes",0,0,0,5,2020-09-22
"Guadalupe",0,0,10,15,2020-09-22
"Hale",0,0,0,2,2020-09-22
"Hardin",0,0,3,3,2020-09-22
"Harris",2,1,218,473,2020-09-22
"Harrison",0,0,1,9,2020-09-22
"Hays",0,0,6,24,2020-09-22
"Henderson",0,0,2,6,2020-09-22
"Hidalgo",0,2,65,61,2020-09-22
"Hill",0,0,2,1,2020-09-22
"Hockley",0,0,0,1,2020-09-22
"Hood",0,0,2,9,2020-09-22
"Hopkins",0,0,1,6,2020-09-22
"Howard",0,0,3,2,2020-09-22
"Hunt",0,0,2,5,2020-09-22
"Jackson",0,0,3,4,2020-09-22
"Jasper",0,0,0,1,2020-09-22
"Jefferson",0,0,7,10,2020-09-22
"Jim Wells",0,0,3,2,2020-09-22
"Johnson",0,0,7,9,2020-09-22
"Kaufman",0,0,5,16,2020-09-22
"Kendall",0,0,1,0,2020-09-22
"Kerr",1,0,1,2,2020-09-22
"Kleberg",0,0,0,1,2020-09-22
"Knox",0,0,0,1,2020-09-22
"Lamar",0,0,2,4,2020-09-22
"Lavaca",0,0,1,2,2020-09-22
"Lee",0,0,1,0,2020-09-22
"Liberty",0,1,2,7,2020-09-22
"Limestone",0,0,0,1,2020-09-22
"Llano",0,0,0,1,2020-09-22
"Lubbock",1,2,23,63,2020-09-22
"Martin",0,0,0,1,2020-09-22
"Matagorda",0,0,3,11,2020-09-22
"Maverick",0,0,2,5,2020-09-22
"McCulloch",0,0,0,1,2020-09-22
"McLennan",1,2,8,37,2020-09-22
"Medina",0,0,1,2,2020-09-22
"Midland",0,0,10,21,2020-09-22
"Montgomery",0,1,26,56,2020-09-22
"Morris",0,0,0,4,2020-09-22
"Nacogdoches",0,0,1,9,2020-09-22
"Navarro",0,0,3,5,2020-09-22
"Nolan",0,0,1,0,2020-09-22
"Nueces",0,0,23,64,2020-09-22
"Orange",0,0,8,1,2020-09-22
"Palo Pinto",1,0,2,4,2020-09-22
"Panola",0,0,5,0,2020-09-22
"Parker",1,1,1,13,2020-09-22
"Pecos",0,0,1,0,2020-09-22
"Polk",0,0,1,0,2020-09-22
"Potter",1,1,7,5,2020-09-22
"Randall",0,0,7,13,2020-09-22
"Robertson",0,0,0,2,2020-09-22
"Rockwall",0,0,11,7,2020-09-22
"Rusk",0,0,0,6,2020-09-22
"San Jacinto",0,0,1,0,2020-09-22
"San Patricio",0,0,3,6,2020-09-22
"Scurry",0,0,2,0,2020-09-22
"Smith",0,0,18,25,2020-09-22
"Starr",0,0,3,4,2020-09-22
"Tarrant",1,0,75,164,2020-09-22
"Taylor",0,0,3,13,2020-09-22
"Terry",0,0,0,1,2020-09-22
"Titus",0,0,2,3,2020-09-22
"Tom Green",0,0,9,19,2020-09-22
"Travis",2,0,48,94,2020-09-22
"Tyler",0,0,1,1,2020-09-22
"Upshur",0,0,3,1,2020-09-22
"Val Verde",0,0,3,4,2020-09-22
"Van Zandt",0,1,0,2,2020-09-22
"Victoria",0,0,9,5,2020-09-22
"Walker",0,1,2,12,2020-09-22
"Waller",0,0,0,2,2020-09-22
"Washington",0,0,1,3,2020-09-22
"Webb",0,0,19,27,2020-09-22
"Wharton",0,0,4,9,2020-09-22
"Wichita",0,1,1,11,2020-09-22
"Wilbarger",0,0,2,2,2020-09-22
"Willacy",0,0,1,0,2020-09-22
"Williamson",0,0,18,48,2020-09-22
"Wilson",0,0,2,4,2020-09-22
"Wise",0,0,2,2,2020-09-22
"Wood",0,0,0,2,2020-09-22
"Young",0,0,1,0,2020-09-22
"Anderson",0,0,1,3,2020-09-21
"Andrews",0,0,0,3,2020-09-21
"Angelina",0,0,4,14,2020-09-21
"Aransas",0,0,3,0,2020-09-21
"Archer",0,0,0,1,2020-09-21
"Atascosa",0,0,12,3,2020-09-21
"Austin",0,0,0,1,2020-09-21
"Bandera",0,0,1,2,2020-09-21
"Bastrop",0,0,3,4,2020-09-21
"Bee",0,0,0,1,2020-09-21
"Bell",0,0,13,34,2020-09-21
"Bexar",0,5,143,187,2020-09-21
"Bowie",0,0,3,12,2020-09-21
"Brazoria",0,1,26,48,2020-09-21
"Brazos",0,0,12,43,2020-09-21
"Brewster",0,1,0,1,2020-09-21
"Brown",0,0,4,4,2020-09-21
"Burnet",0,0,1,2,2020-09-21
"Caldwell",0,0,3,2,2020-09-21
"Calhoun",0,0,2,5,2020-09-21
"Callahan",0,0,0,1,2020-09-21
"Cameron",1,0,35,33,2020-09-21
"Camp",0,0,2,0,2020-09-21
"Cass",0,0,2,7,2020-09-21
"Chambers",0,0,0,2,2020-09-21
"Cherokee",0,0,2,1,2020-09-21
"Clay",0,0,0,1,2020-09-21
"Collin",2,0,55,88,2020-09-21
"Colorado",0,0,1,7,2020-09-21
"Comal",0,0,11,15,2020-09-21
"Cooke",0,0,2,0,2020-09-21
"Coryell",0,0,2,2,2020-09-21
"Dallam",0,0,1,1,2020-09-21
"Dallas",1,1,103,192,2020-09-21
"Deaf Smith",0,0,0,3,2020-09-21
"Denton",1,0,52,74,2020-09-21
"DeWitt",0,0,0,1,2020-09-21
"Dimmit",0,0,3,0,2020-09-21
"Ector",0,0,11,19,2020-09-21
"El Paso",0,0,20,40,2020-09-21
"Ellis",0,0,11,18,2020-09-21
"Erath",0,0,1,2,2020-09-21
"Fannin",0,0,0,1,2020-09-21
"Fayette",0,0,0,1,2020-09-21
"Fort Bend",0,0,46,104,2020-09-21
"Franklin",0,0,0,3,2020-09-21
"Freestone",0,0,0,1,2020-09-21
"Frio",0,0,0,1,2020-09-21
"Galveston",0,0,32,52,2020-09-21
"Gonzales",0,0,1,1,2020-09-21
"Gray",0,0,0,2,2020-09-21
"Grayson",0,0,2,8,2020-09-21
"Gregg",0,2,8,22,2020-09-21
"Grimes",0,0,0,5,2020-09-21
"Guadalupe",0,0,10,15,2020-09-21
"Hale",0,0,0,2,2020-09-21
"Hardin",0,0,3,3,2020-09-21
"Harris",2,3,216,472,2020-09-21
"Harrison",0,0,1,9,2020-09-21
"Hays",1,0,6,24,2020-09-21
"Henderson",0,0,2,6,2020-09-21
"Hidalgo",0,0,65,59,2020-09-21
"Hill",0,0,2,1,2020-09-21
"Hockley",0,0,0,1,2020-09-21
"Hood",0,0,2,9,2020-09-21
"Hopkins",0,0,1,6,2020-09-21
"Howard",0,0,3,2,2020-09-21
"Hunt",0,0,2,5,2020-09-21
"Jackson",0,0,3,4,2020-09-21
"Jasper",0,0,0,1,2020-09-21
"Jefferson",0,0,7,10,2020-09-21
"Jim Wells",0,0,3,2,2020-09-21
"Johnson",0,0,7,9,2020-09-21
"Kaufman",0,0,5,16,2020-09-21
"Kendall",0,0,1,0,2020-09-21
"Kerr",0,0,0,2,2020-09-21
"Kleberg",0,0,0,1,2020-09-21
"Knox",0,1,0,1,2020-09-21
"Lamar",1,0,2,4,2020-09-21
"Lavaca",0,0,1,2,2020-09-21
"Lee",0,0,1,0,2020-09-21
"Liberty",0,0,2,6,2020-09-21
"Limestone",0,0,0,1,2020-09-21
"Llano",0,1,0,1,2020-09-21
"Lubbock",1,0,22,61,2020-09-21
"Martin",0,0,0,1,2020-09-21
"Matagorda",0,0,3,11,2020-09-21
"Maverick",0,0,2,5,2020-09-21
"McCulloch",0,0,0,1,2020-09-21
"McLennan",0,0,7,35,2020-09-21
"Medina",0,0,1,2,2020-09-21
"Midland",1,0,10,21,2020-09-21
"Montgomery",0,0,26,55,2020-09-21
"Morris",0,0,0,4,2020-09-21
"Nacogdoches",0,0,1,9,2020-09-21
"Navarro",0,0,3,5,2020-09-21
"Nolan",0,0,1,0,2020-09-21
"Nueces",0,0,23,64,2020-09-21
"Orange",0,0,8,1,2020-09-21
"Palo Pinto",0,0,1,4,2020-09-21
"Panola",0,0,5,0,2020-09-21
"Parker",0,0,0,12,2020-09-21
"Pecos",0,0,1,0,2020-09-21
"Polk",0,0,1,0,2020-09-21
"Potter",0,0,6,4,2020-09-21
"Randall",0,0,7,13,2020-09-21
"Robertson",0,0,0,2,2020-09-21
"Rockwall",0,0,11,7,2020-09-21
"Rusk",0,2,0,6,2020-09-21
"San Jacinto",0,0,1,0,2020-09-21
"San Patricio",0,0,3,6,2020-09-21
"Scurry",0,0,2,0,2020-09-21
"Smith",0,0,18,25,2020-09-21
"Starr",0,0,3,4,2020-09-21
"Tarrant",0,5,74,164,2020-09-21
"Taylor",0,0,3,13,2020-09-21
"Terry",0,0,0,1,2020-09-21
"Titus",0,0,2,3,2020-09-21
"Tom Green",0,0,9,19,2020-09-21
"Travis",1,1,46,94,2020-09-21
"Tyler",0,0,1,1,2020-09-21
"Upshur",0,0,3,1,2020-09-21
"Val Verde",0,0,3,4,2020-09-21
"Van Zandt",0,0,0,1,2020-09-21
"Victoria",0,0,9,5,2020-09-21
"Walker",0,0,2,11,2020-09-21
"Waller",0,0,0,2,2020-09-21
"Washington",0,0,1,3,2020-09-21
"Webb",0,0,19,27,2020-09-21
"Wharton",0,0,4,9,2020-09-21
"Wichita",0,1,1,10,2020-09-21
"Wilbarger",0,0,2,2,2020-09-21
"Willacy",0,0,1,0,2020-09-21
"Williamson",0,1,18,48,2020-09-21
"Wilson",0,1,2,4,2020-09-21
"Wise",0,0,2,2,2020-09-21
"Wood",0,0,0,2,2020-09-21
"Young",0,0,1,0,2020-09-21
"Anderson",0,0,1,3,2020-09-20
"Andrews",0,0,0,3,2020-09-20
"Angelina",0,0,4,14,2020-09-20
"Aransas",0,0,3,0,2020-09-20
"Archer",0,0,0,1,2020-09-20
"Atascosa",0,0,12,3,2020-09-20
"Austin",0,0,0,1,2020-09-20
"Bandera",0,0,1,2,2020-09-20
"Bastrop",0,0,3,4,2020-09-20
"Bee",0,0,0,1,2020-09-20
"Bell",0,0,13,34,2020-09-20
"Bexar",0,1,143,182,2020-09-20
"Bowie",0,0,3,12,2020-09-20
"Brazoria",0,0,26,47,2020-09-20
"Brazos",0,0,12,43,2020-09-20
"Brown",0,0,4,4,2020-09-20
"Burnet",0,0,1,2,2020-09-20
"Caldwell",0,0,3,2,2020-09-20
"Calhoun",0,0,2,5,2020-09-20
"Callahan",0,0,0,1,2020-09-20
"Cameron",0,0,34,33,2020-09-20
"Camp",0,0,2,0,2020-09-20
"Cass",0,0,2,7,2020-09-20
"Chambers",0,0,0,2,2020-09-20
"Cherokee",0,0,2,1,2020-09-20
"Clay",0,0,0,1,2020-09-20
"Collin",0,1,54,88,2020-09-20
"Colorado",0,0,1,7,2020-09-20
"Comal",0,0,11,15,2020-09-20
"Cooke",0,0,2,0,2020-09-20
"Coryell",0,0,2,2,2020-09-20
"Dallam",0,0,1,1,2020-09-20
"Dallas",0,0,102,191,2020-09-20
"Deaf Smith",0,1,0,3,2020-09-20
"Denton",2,1,51,74,2020-09-20
"DeWitt",0,0,0,1,2020-09-20
"Dimmit",0,0,3,0,2020-09-20
"Ector",0,0,11,19,2020-09-20
"El Paso",0,0,20,40,2020-09-20
"Ellis",0,0,11,18,2020-09-20
"Erath",0,0,1,2,2020-09-20
"Fannin",0,0,0,1,2020-09-20
"Fayette",0,0,0,1,2020-09-20
"Fort Bend",0,0,46,104,2020-09-20
"Franklin",0,0,0,3,2020-09-20
"Freestone",0,0,0,1,2020-09-20
"Frio",0,0,0,1,2020-09-20
"Galveston",0,0,32,52,2020-09-20
"Gonzales",0,0,1,1,2020-09-20
"Gray",0,0,0,2,2020-09-20
"Grayson",0,0,2,8,2020-09-20
"Gregg",0,0,8,20,2020-09-20
"Grimes",0,0,0,5,2020-09-20
"Guadalupe",0,0,10,15,2020-09-20
"Hale",0,0,0,2,2020-09-20
"Hardin",0,0,3,3,2020-09-20
"Harris",0,0,214,469,2020-09-20
"Harrison",0,1,1,9,2020-09-20
"Hays",0,0,5,24,2020-09-20
"Henderson",0,0,2,6,2020-09-20
"Hidalgo",0,0,65,59,2020-09-20
"Hill",0,0,2,1,2020-09-20
"Hockley",0,0,0,1,2020-09-20
"Hood",0,0,2,9,2020-09-20
"Hopkins",0,0,1,6,2020-09-20
"Howard",0,0,3,2,2020-09-20
"Hunt",0,0,2,5,2020-09-20
"Jackson",0,0,3,4,2020-09-20
"Jasper",0,0,0,1,2020-09-20
"Jefferson",0,0,7,10,2020-09-20
"Jim Wells",0,0,3,2,2020-09-20
"Johnson",0,0,7,9,2020-09-20
"Kaufman",0,0,5,16,2020-09-20
"Kendall",0,0,1,0,2020-09-20
"Kerr",0,0,0,2,2020-09-20
"Kleberg",0,0,0,1,2020-09-20
"Lamar",0,0,1,4,2020-09-20
"Lavaca",1,0,1,2,2020-09-20
"Lee",0,0,1,0,2020-09-20
"Liberty",0,0,2,6,2020-09-20
"Limestone",0,0,0,1,2020-09-20
"Lubbock",0,0,21,61,2020-09-20
"Martin",0,0,0,1,2020-09-20
"Matagorda",0,0,3,11,2020-09-20
"Maverick",0,0,2,5,2020-09-20
"McCulloch",0,0,0,1,2020-09-20
"McLennan",0,1,7,35,2020-09-20
"Medina",0,0,1,2,2020-09-20
"Midland",0,0,9,21,2020-09-20
"Montgomery",0,0,26,55,2020-09-20
"Morris",0,0,0,4,2020-09-20
"Nacogdoches",0,0,1,9,2020-09-20
"Navarro",0,0,3,5,2020-09-20
"Nolan",0,0,1,0,2020-09-20
"Nueces",0,0,23,64,2020-09-20
"Orange",0,0,8,1,2020-09-20
"Palo Pinto",0,0,1,4,2020-09-20
"Panola",0,0,5,0,2020-09-20
"Parker",0,0,0,12,2020-09-20
"Pecos",0,0,1,0,2020-09-20
"Polk",0,0,1,0,2020-09-20
"Potter",0,0,6,4,2020-09-20
"Randall",0,0,7,13,2020-09-20
"Robertson",0,0,0,2,2020-09-20
"Rockwall",0,0,11,7,2020-09-20
"Rusk",0,0,0,4,2020-09-20
"San Jacinto",0,0,1,0,2020-09-20
"San Patricio",0,0,3,6,2020-09-20
"Scurry",0,0,2,0,2020-09-20
"Smith",0,0,18,25,2020-09-20
"Starr",0,0,3,4,2020-09-20
"Tarrant",1,1,74,159,2020-09-20
"Taylor",0,0,3,13,2020-09-20
"Terry",0,0,0,1,2020-09-20
"Titus",0,0,2,3,2020-09-20
"Tom Green",0,2,9,19,2020-09-20
"Travis",3,1,45,93,2020-09-20
"Tyler",0,0,1,1,2020-09-20
"Upshur",0,0,3,1,2020-09-20
"Val Verde",0,0,3,4,2020-09-20
"Van Zandt",0,0,0,1,2020-09-20
"Victoria",0,0,9,5,2020-09-20
"Walker",0,0,2,11,2020-09-20
"Waller",0,0,0,2,2020-09-20
"Washington",0,0,1,3,2020-09-20
"Webb",0,0,19,27,2020-09-20
"Wharton",0,0,4,9,2020-09-20
"Wichita",0,0,1,9,2020-09-20
"Wilbarger",0,0,2,2,2020-09-20
"Willacy",0,0,1,0,2020-09-20
"Williamson",0,0,18,47,2020-09-20
"Wilson",0,0,2,3,2020-09-20
"Wise",0,0,2,2,2020-09-20
"Wood",0,0,0,2,2020-09-20
"Young",0,0,1,0,2020-09-20
"Anderson",0,0,1,3,2020-09-17
"Andrews",0,0,0,3,2020-09-17
"Angelina",0,0,4,14,2020-09-17
"Aransas",0,0,3,0,2020-09-17
"Archer",0,0,0,1,2020-09-17
"Atascosa",0,0,12,3,2020-09-17
"Austin",0,0,0,1,2020-09-17
"Bandera",0,0,1,2,2020-09-17
"Bastrop",0,0,3,4,2020-09-17
"Bee",0,0,0,1,2020-09-17
"Bell",0,1,13,34,2020-09-17
"Bexar",2,1,143,181,2020-09-17
"Bowie",0,0,3,12,2020-09-17
"Brazoria",0,1,26,47,2020-09-17
"Brazos",0,1,12,43,2020-09-17
"Brown",0,0,4,4,2020-09-17
"Burnet",0,0,1,2,2020-09-17
"Caldwell",0,0,3,2,2020-09-17
"Calhoun",0,0,2,5,2020-09-17
"Callahan",0,0,0,1,2020-09-17
"Cameron",0,0,34,33,2020-09-17
"Camp",0,0,2,0,2020-09-17
"Cass",0,0,2,7,2020-09-17
"Chambers",0,0,0,2,2020-09-17
"Cherokee",0,0,2,1,2020-09-17
"Clay",0,0,0,1,2020-09-17
"Collin",1,0,54,87,2020-09-17
"Colorado",0,0,1,7,2020-09-17
"Comal",0,0,11,15,2020-09-17
"Cooke",0,0,2,0,2020-09-17
"Coryell",0,0,2,2,2020-09-17
"Dallam",0,0,1,1,2020-09-17
"Dallas",0,0,102,191,2020-09-17
"Deaf Smith",0,1,0,2,2020-09-17
"Denton",1,1,49,73,2020-09-17
"DeWitt",0,0,0,1,2020-09-17
"Dimmit",0,0,3,0,2020-09-17
"Ector",0,0,11,19,2020-09-17
"El Paso",1,0,20,40,2020-09-17
"Ellis",2,0,11,18,2020-09-17
"Erath",0,0,1,2,2020-09-17
"Fannin",0,0,0,1,2020-09-17
"Fayette",0,0,0,1,2020-09-17
"Fort Bend",0,0,46,104,2020-09-17
"Franklin",0,0,0,3,2020-09-17
"Freestone",0,0,0,1,2020-09-17
"Frio",0,0,0,1,2020-09-17
"Galveston",0,0,32,52,2020-09-17
"Gonzales",0,0,1,1,2020-09-17
"Gray",0,0,0,2,2020-09-17
"Grayson",0,0,2,8,2020-09-17
"Gregg",0,0,8,20,2020-09-17
"Grimes",0,0,0,5,2020-09-17
"Guadalupe",0,0,10,15,2020-09-17
"Hale",0,0,0,2,2020-09-17
"Hardin",0,0,3,3,2020-09-17
"Harris",1,2,214,469,2020-09-17
"Harrison",0,0,1,8,2020-09-17
"Hays",0,4,5,24,2020-09-17
"Henderson",0,0,2,6,2020-09-17
"Hidalgo",0,0,65,59,2020-09-17
"Hill",0,0,2,1,2020-09-17
"Hockley",0,0,0,1,2020-09-17
"Hood",0,0,2,9,2020-09-17
"Hopkins",0,0,1,6,2020-09-17
"Howard",0,0,3,2,2020-09-17
"Hunt",1,0,2,5,2020-09-17
"Jackson",0,0,3,4,2020-09-17
"Jasper",0,0,0,1,2020-09-17
"Jefferson",0,0,7,10,2020-09-17
"Jim Wells",0,0,3,2,2020-09-17
"Johnson",0,0,7,9,2020-09-17
"Kaufman",0,0,5,16,2020-09-17
"Kendall",0,0,1,0,2020-09-17
"Kerr",0,0,0,2,2020-09-17
"Kleberg",0,0,0,1,2020-09-17
"Lamar",0,0,1,4,2020-09-17
"Lavaca",0,0,0,2,2020-09-17
"Lee",0,0,1,0,2020-09-17
"Liberty",0,0,2,6,2020-09-17
"Limestone",0,0,0,1,2020-09-17
"Lubbock",0,3,21,61,2020-09-17
"Martin",0,0,0,1,2020-09-17
"Matagorda",0,0,3,11,2020-09-17
"Maverick",0,0,2,5,2020-09-17
"McCulloch",0,0,0,1,2020-09-17
"McLennan",1,1,7,34,2020-09-17
"Medina",0,0,1,2,2020-09-17
"Midland",0,0,9,21,2020-09-17
"Montgomery",0,0,26,55,2020-09-17
"Morris",0,0,0,4,2020-09-17
"Nacogdoches",0,0,1,9,2020-09-17
"Navarro",0,0,3,5,2020-09-17
"Nolan",0,0,1,0,2020-09-17
"Nueces",0,0,23,64,2020-09-17
"Orange",0,0,8,1,2020-09-17
"Palo Pinto",0,0,1,4,2020-09-17
"Panola",0,0,5,0,2020-09-17
"Parker",0,0,0,12,2020-09-17
"Pecos",0,0,1,0,2020-09-17
"Polk",0,0,1,0,2020-09-17
"Potter",0,0,6,4,2020-09-17
"Randall",0,1,7,13,2020-09-17
"Robertson",0,0,0,2,2020-09-17
"Rockwall",0,0,11,7,2020-09-17
"Rusk",0,0,0,4,2020-09-17
"San Jacinto",0,0,1,0,2020-09-17
"San Patricio",0,0,3,6,2020-09-17
"Scurry",0,0,2,0,2020-09-17
"Smith",0,0,18,25,2020-09-17
"Starr",0,0,3,4,2020-09-17
"Tarrant",0,1,73,158,2020-09-17
"Taylor",0,0,3,13,2020-09-17
"Terry",0,0,0,1,2020-09-17
"Titus",0,0,2,3,2020-09-17
"Tom Green",0,0,9,17,2020-09-17
"Travis",0,0,42,92,2020-09-17
"Tyler",0,0,1,1,2020-09-17
"Upshur",0,0,3,1,2020-09-17
"Val Verde",0,0,3,4,2020-09-17
"Van Zandt",0,0,0,1,2020-09-17
"Victoria",0,0,9,5,2020-09-17
"Walker",1,0,2,11,2020-09-17
"Waller",0,0,0,2,2020-09-17
"Washington",0,0,1,3,2020-09-17
"Webb",0,1,19,27,2020-09-17
"Wharton",0,0,4,9,2020-09-17
"Wichita",1,3,1,9,2020-09-17
"Wilbarger",1,0,2,2,2020-09-17
"Willacy",0,0,1,0,2020-09-17
"Williamson",0,0,18,47,2020-09-17
"Wilson",0,0,2,3,2020-09-17
"Wise",0,0,2,2,2020-09-17
"Wood",0,0,0,2,2020-09-17
"Young",0,0,1,0,2020-09-17
"Anderson",0,0,1,3,2020-09-16
"Andrews",0,0,0,3,2020-09-16
"Angelina",0,0,4,14,2020-09-16
"Aransas",0,0,3,0,2020-09-16
"Archer",0,0,0,1,2020-09-16
"Atascosa",0,0,12,3,2020-09-16
"Austin",0,0,0,1,2020-09-16
"Bandera",0,0,1,2,2020-09-16
"Bastrop",0,0,3,4,2020-09-16
"Bee",0,0,0,1,2020-09-16
"Bell",0,0,13,33,2020-09-16
"Bexar",0,0,141,180,2020-09-16
"Bowie",0,0,3,12,2020-09-16
"Brazoria",0,0,26,46,2020-09-16
"Brazos",0,2,12,42,2020-09-16
"Brown",0,0,4,4,2020-09-16
"Burnet",0,0,1,2,2020-09-16
"Caldwell",0,0,3,2,2020-09-16
"Calhoun",0,1,2,5,2020-09-16
"Callahan",0,0,0,1,2020-09-16
"Cameron",0,0,34,33,2020-09-16
"Camp",0,0,2,0,2020-09-16
"Cass",0,0,2,7,2020-09-16
"Chambers",0,0,0,2,2020-09-16
"Cherokee",0,0,2,1,2020-09-16
"Clay",0,0,0,1,2020-09-16
"Collin",1,0,53,87,2020-09-16
"Colorado",0,0,1,7,2020-09-16
"Comal",0,0,11,15,2020-09-16
"Cooke",0,0,2,0,2020-09-16
"Coryell",0,0,2,2,2020-09-16
"Dallam",0,0,1,1,2020-09-16
"Dallas",0,0,102,191,2020-09-16
"Deaf Smith",0,0,0,1,2020-09-16
"Denton",0,0,48,72,2020-09-16
"DeWitt",0,0,0,1,2020-09-16
"Dimmit",0,0,3,0,2020-09-16
"Ector",0,0,11,19,2020-09-16
"El Paso",0,0,19,40,2020-09-16
"Ellis",0,0,9,18,2020-09-16
"Erath",0,0,1,2,2020-09-16
"Fannin",0,0,0,1,2020-09-16
"Fayette",0,0,0,1,2020-09-16
"Fort Bend",0,0,46,104,2020-09-16
"Franklin",0,0,0,3,2020-09-16
"Freestone",0,0,0,1,2020-09-16
"Frio",0,0,0,1,2020-09-16
"Galveston",0,0,32,52,2020-09-16
"Gonzales",0,0,1,1,2020-09-16
"Gray",0,0,0,2,2020-09-16
"Grayson",0,0,2,8,2020-09-16
"Gregg",0,0,8,20,2020-09-16
"Grimes",0,0,0,5,2020-09-16
"Guadalupe",0,0,10,15,2020-09-16
"Hale",0,0,0,2,2020-09-16
"Hardin",0,0,3,3,2020-09-16
"Harris",0,0,213,467,2020-09-16
"Harrison",0,0,1,8,2020-09-16
"Hays",0,0,5,20,2020-09-16
"Henderson",0,0,2,6,2020-09-16
"Hidalgo",0,0,65,59,2020-09-16
"Hill",0,0,2,1,2020-09-16
"Hockley",0,0,0,1,2020-09-16
"Hood",0,0,2,9,2020-09-16
"Hopkins",0,0,1,6,2020-09-16
"Howard",0,0,3,2,2020-09-16
"Hunt",0,0,1,5,2020-09-16
"Jackson",0,0,3,4,2020-09-16
"Jasper",0,0,0,1,2020-09-16
"Jefferson",0,0,7,10,2020-09-16
"Jim Wells",0,0,3,2,2020-09-16
"Johnson",0,0,7,9,2020-09-16
"Kaufman",0,0,5,16,2020-09-16
"Kendall",0,0,1,0,2020-09-16
"Kerr",0,1,0,2,2020-09-16
"Kleberg",0,0,0,1,2020-09-16
"Lamar",0,0,1,4,2020-09-16
"Lavaca",0,0,0,2,2020-09-16
"Lee",0,0,1,0,2020-09-16
"Liberty",0,0,2,6,2020-09-16
"Limestone",0,0,0,1,2020-09-16
"Lubbock",0,1,21,58,2020-09-16
"Martin",0,0,0,1,2020-09-16
"Matagorda",0,0,3,11,2020-09-16
"Maverick",0,0,2,5,2020-09-16
"McCulloch",0,0,0,1,2020-09-16
"McLennan",0,0,6,33,2020-09-16
"Medina",0,0,1,2,2020-09-16
"Midland",0,0,9,21,2020-09-16
"Montgomery",0,0,26,55,2020-09-16
"Morris",0,0,0,4,2020-09-16
"Nacogdoches",0,0,1,9,2020-09-16
"Navarro",0,0,3,5,2020-09-16
"Nolan",0,0,1,0,2020-09-16
"Nueces",0,0,23,64,2020-09-16
"Orange",0,0,8,1,2020-09-16
"Palo Pinto",0,0,1,4,2020-09-16
"Panola",0,0,5,0,2020-09-16
"Parker",0,0,0,12,2020-09-16
"Pecos",0,0,1,0,2020-09-16
"Polk",0,0,1,0,2020-09-16
"Potter",0,0,6,4,2020-09-16
"Randall",0,0,7,12,2020-09-16
"Robertson",0,0,0,2,2020-09-16
"Rockwall",0,0,11,7,2020-09-16
"Rusk",0,0,0,4,2020-09-16
"San Jacinto",0,0,1,0,2020-09-16
"San Patricio",0,0,3,6,2020-09-16
"Scurry",0,0,2,0,2020-09-16
"Smith",0,0,18,25,2020-09-16
"Starr",0,0,3,4,2020-09-16
"Tarrant",1,1,73,157,2020-09-16
"Taylor",0,0,3,13,2020-09-16
"Terry",0,0,0,1,2020-09-16
"Titus",0,0,2,3,2020-09-16
"Tom Green",0,0,9,17,2020-09-16
"Travis",0,0,42,92,2020-09-16
"Tyler",0,0,1,1,2020-09-16
