Date,Level,COVID_ICU
2020-10-10,Montgomery,21
2020-10-11,Montgomery,14
2020-10-12,Montgomery,14
2020-10-13,Montgomery,16
2020-10-14,Montgomery,19
2020-10-15,Montgomery,19
2020-10-16,Montgomery,16
2020-10-17,Montgomery,18
2020-10-18,Montgomery,15
2020-10-19,Montgomery,18
2020-10-20,Montgomery,17
2020-10-21,Montgomery,15
2020-10-22,Montgomery,13
2020-10-23,Montgomery,17
2020-10-24,Montgomery,18
2020-10-25,Montgomery,17
2020-10-26,Montgomery,19
2020-10-27,Montgomery,15
2020-10-28,Montgomery,20
2020-10-29,Montgomery,21
2020-10-30,Montgomery,18
2020-10-31,Montgomery,17
2020-11-01,Montgomery,18
2020-11-02,Montgomery,16
2020-11-03,Montgomery,21
2020-11-04,Montgomery,23
2020-11-05,Montgomery,26
2020-11-06,Montgomery,22
2020-11-07,Montgomery,23
2020-11-08,Montgomery,23
2020-11-09,Montgomery,26
2020-11-10,Montgomery,25
2020-11-11,Montgomery,25
2020-11-12,Montgomery,20
2020-11-13,Montgomery,23
2020-11-14,Montgomery,18
2020-11-15,Montgomery,33
2020-11-16,Montgomery,28
2020-11-17,Montgomery,29
2020-11-18,Montgomery,34
2020-11-19,Montgomery,37
2020-11-20,Montgomery,35
2020-11-21,Montgomery,38
2020-11-22,Montgomery,38
2020-11-23,Montgomery,40
2020-11-24,Montgomery,38
2020-11-25,Montgomery,40
2020-11-26,Montgomery,42
2020-11-27,Montgomery,41
2020-11-28,Montgomery,36
2020-11-29,Montgomery,43
2020-11-30,Montgomery,38
2020-12-01,Montgomery,41
2020-12-02,Montgomery,42
2020-12-03,Montgomery,43
2020-12-04,Montgomery,41
2020-12-05,Montgomery,35
2020-12-06,Montgomery,41
2020-12-07,Montgomery,41
2020-12-08,Montgomery,34
2020-12-09,Montgomery,35
2020-12-10,Montgomery,31
2020-12-11,Montgomery,32
2020-12-12,Montgomery,34
2020-12-13,Montgomery,35
2020-12-14,Montgomery,36
2020-12-15,Montgomery,37
2020-12-16,Montgomery,30
2020-12-17,Montgomery,33
2020-12-18,Montgomery,31
2020-12-19,Montgomery,31
2020-12-20,Montgomery,34
2020-12-21,Montgomery,36
2020-12-22,Montgomery,36
2020-12-23,Montgomery,46
2020-12-24,Montgomery,37
2020-12-25,Montgomery,43
2020-12-26,Montgomery,45
2020-12-27,Montgomery,48
2020-12-28,Montgomery,38
2020-12-29,Montgomery,47
2020-12-30,Montgomery,42
2020-12-31,Montgomery,52
2021-01-01,Montgomery,47
2021-01-02,Montgomery,56
2021-01-03,Montgomery,49
2021-01-04,Montgomery,55
2021-01-05,Montgomery,53
2021-01-06,Montgomery,56
2021-01-07,Montgomery,60
2021-01-08,Montgomery,61
2021-01-09,Montgomery,59
2021-01-10,Montgomery,58
2021-01-11,Montgomery,69
2021-01-12,Montgomery,66
2021-01-13,Montgomery,73
2020-04-01,Nacogdoches,0
2020-04-02,Nacogdoches,2
2020-04-03,Nacogdoches,10
2020-04-04,Nacogdoches,6
2020-04-05,Nacogdoches,3
2020-04-06,Nacogdoches,5
2020-04-07,Nacogdoches,2
2020-04-08,Nacogdoches,5
2020-04-09,Nacogdoches,9
2020-04-10,Nacogdoches,5
2020-04-11,Nacogdoches,3
2020-04-12,Nacogdoches,4
2020-04-13,Nacogdoches,5
2020-04-14,Nacogdoches,3
2020-04-15,Nacogdoches,7
2020-04-16,Nacogdoches,7
2020-04-17,Nacogdoches,10
2020-04-18,Nacogdoches,7
2020-04-19,Nacogdoches,6
2020-04-20,Nacogdoches,6
2020-04-21,Nacogdoches,7
2020-04-22,Nacogdoches,5
2020-04-23,Nacogdoches,5
2020-04-24,Nacogdoches,5
2020-04-25,Nacogdoches,5
2020-04-26,Nacogdoches,2
2020-04-27,Nacogdoches,2
2020-04-28,Nacogdoches,2
2020-04-29,Nacogdoches,3
2020-04-30,Nacogdoches,2
2020-05-01,Nacogdoches,4
2020-05-02,Nacogdoches,2
2020-05-03,Nacogdoches,4
2020-05-04,Nacogdoches,2
2020-05-05,Nacogdoches,1
2020-05-06,Nacogdoches,2
2020-05-07,Nacogdoches,3
2020-05-08,Nacogdoches,1
2020-05-09,Nacogdoches,5
2020-05-10,Nacogdoches,1
2020-05-11,Nacogdoches,2
2020-05-12,Nacogdoches,2
2020-05-13,Nacogdoches,5
2020-05-14,Nacogdoches,1
2020-05-15,Nacogdoches,2
2020-05-16,Nacogdoches,0
2020-05-17,Nacogdoches,3
2020-05-18,Nacogdoches,3
2020-05-19,Nacogdoches,1
2020-05-20,Nacogdoches,1
2020-05-21,Nacogdoches,1
2020-05-22,Nacogdoches,N/A
2020-05-23,Nacogdoches,3
2020-05-24,Nacogdoches,3
2020-05-25,Nacogdoches,4
2020-05-26,Nacogdoches,4
2020-05-27,Nacogdoches,3
2020-05-28,Nacogdoches,6
2020-05-29,Nacogdoches,4
2020-05-30,Nacogdoches,6
2020-05-31,Nacogdoches,3
2020-06-01,Nacogdoches,3
2020-06-02,Nacogdoches,3
2020-06-03,Nacogdoches,5
2020-06-04,Nacogdoches,3
2020-06-05,Nacogdoches,3
2020-06-06,Nacogdoches,3
2020-06-07,Nacogdoches,2
2020-06-08,Nacogdoches,2
2020-06-09,Nacogdoches,5
2020-06-10,Nacogdoches,5
2020-06-11,Nacogdoches,4
2020-06-12,Nacogdoches,5
2020-06-13,Nacogdoches,4
2020-06-14,Nacogdoches,5
2020-06-15,Nacogdoches,6
2020-06-16,Nacogdoches,7
2020-06-17,Nacogdoches,6
2020-06-18,Nacogdoches,4
2020-06-19,Nacogdoches,4
2020-06-20,Nacogdoches,4
2020-06-21,Nacogdoches,4
2020-06-22,Nacogdoches,4
2020-06-23,Nacogdoches,2
2020-06-24,Nacogdoches,4
2020-06-25,Nacogdoches,4
2020-06-26,Nacogdoches,3
2020-06-27,Nacogdoches,3
2020-06-28,Nacogdoches,6
2020-06-29,Nacogdoches,12
2020-06-30,Nacogdoches,7
2020-07-01,Nacogdoches,5
2020-07-02,Nacogdoches,6
2020-07-03,Nacogdoches,6
2020-07-04,Nacogdoches,6
2020-07-05,Nacogdoches,9
2020-07-06,Nacogdoches,6
2020-07-07,Nacogdoches,3
2020-07-08,Nacogdoches,4
2020-07-09,Nacogdoches,6
2020-07-10,Nacogdoches,4
2020-07-11,Nacogdoches,6
2020-07-12,Nacogdoches,5
2020-07-13,Nacogdoches,8
2020-07-14,Nacogdoches,6
2020-07-15,Nacogdoches,8
2020-07-16,Nacogdoches,11
2020-07-17,Nacogdoches,8
2020-07-18,Nacogdoches,8
2020-07-19,Nacogdoches,8
2020-07-20,Nacogdoches,10
2020-07-21,Nacogdoches,10
2020-07-22,Nacogdoches,15
2020-07-23,Nacogdoches,10
2020-07-24,Nacogdoches,10
2020-07-25,Nacogdoches,10
2020-07-26,Nacogdoches,8
2020-07-27,Nacogdoches,0
2020-07-28,Nacogdoches,10
2020-07-29,Nacogdoches,12
2020-07-30,Nacogdoches,11
2020-07-31,Nacogdoches,10
2020-08-01,Nacogdoches,9
2020-08-02,Nacogdoches,10
2020-08-03,Nacogdoches,13
2020-08-04,Nacogdoches,10
2020-08-05,Nacogdoches,7
2020-08-06,Nacogdoches,6
2020-08-07,Nacogdoches,7
2020-08-08,Nacogdoches,7
2020-08-09,Nacogdoches,7
2020-08-10,Nacogdoches,12
2020-08-11,Nacogdoches,7
2020-08-12,Nacogdoches,8
2020-08-13,Nacogdoches,11
2020-08-14,Nacogdoches,8
2020-08-15,Nacogdoches,8
2020-08-16,Nacogdoches,6
2020-08-17,Nacogdoches,9
2020-08-18,Nacogdoches,9
2020-08-19,Nacogdoches,8
2020-08-20,Nacogdoches,7
2020-08-21,Nacogdoches,11
2020-08-22,Nacogdoches,9
2020-08-23,Nacogdoches,10
2020-08-24,Nacogdoches,10
2020-08-25,Nacogdoches,11
2020-08-26,Nacogdoches,10
2020-08-27,Nacogdoches,10
2020-08-28,Nacogdoches,10
2020-08-29,Nacogdoches,11
2020-08-30,Nacogdoches,7
2020-08-31,Nacogdoches,7
2020-09-01,Nacogdoches,8
2020-09-02,Nacogdoches,7
2020-09-03,Nacogdoches,7
2020-09-04,Nacogdoches,5
2020-09-05,Nacogdoches,6
2020-09-06,Nacogdoches,5
2020-09-07,Nacogdoches,8
2020-09-08,Nacogdoches,11
2020-09-09,Nacogdoches,11
2020-09-10,Nacogdoches,9
2020-09-11,Nacogdoches,10
2020-09-12,Nacogdoches,9
2020-09-13,Nacogdoches,10
2020-09-14,Nacogdoches,8
2020-09-15,Nacogdoches,8
2020-09-16,Nacogdoches,6
2020-09-17,Nacogdoches,5
2020-09-18,Nacogdoches,5
2020-09-19,Nacogdoches,4
2020-09-20,Nacogdoches,5
2020-09-21,Nacogdoches,4
2020-09-22,Nacogdoches,8
2020-09-23,Nacogdoches,8
2020-09-24,Nacogdoches,6
2020-09-25,Nacogdoches,4
2020-09-26,Nacogdoches,4
2020-09-27,Nacogdoches,3
2020-09-28,Nacogdoches,4
2020-09-29,Nacogdoches,4
2020-09-30,Nacogdoches,4
2020-10-01,Nacogdoches,2
2020-10-02,Nacogdoches,2
2020-10-03,Nacogdoches,3
2020-10-04,Nacogdoches,4
2020-10-05,Nacogdoches,4
2020-10-06,Nacogdoches,3
2020-10-07,Nacogdoches,3
2020-10-08,Nacogdoches,3
2020-10-09,Nacogdoches,4
2020-10-10,Nacogdoches,6
2020-10-11,Nacogdoches,7
2020-10-12,Nacogdoches,8
2020-10-13,Nacogdoches,6
2020-10-14,Nacogdoches,5
2020-10-15,Nacogdoches,6
2020-10-16,Nacogdoches,5
2020-10-17,Nacogdoches,4
2020-10-18,Nacogdoches,3
2020-10-19,Nacogdoches,3
2020-10-20,Nacogdoches,2
2020-10-21,Nacogdoches,3
2020-10-22,Nacogdoches,6
2020-10-23,Nacogdoches,5
2020-10-24,Nacogdoches,4
2020-10-25,Nacogdoches,7
2020-10-26,Nacogdoches,7
2020-10-27,Nacogdoches,8
2020-10-28,Nacogdoches,9
2020-10-29,Nacogdoches,8
2020-10-30,Nacogdoches,5
2020-10-31,Nacogdoches,6
2020-11-01,Nacogdoches,8
2020-11-02,Nacogdoches,6
2020-11-03,Nacogdoches,6
2020-11-04,Nacogdoches,6
2020-11-05,Nacogdoches,7
2020-11-06,Nacogdoches,6
2020-11-07,Nacogdoches,7
2020-11-08,Nacogdoches,5
2020-11-09,Nacogdoches,5
2020-11-10,Nacogdoches,6
2020-11-11,Nacogdoches,5
2020-11-12,Nacogdoches,7
2020-11-13,Nacogdoches,2
2020-11-14,Nacogdoches,4
2020-11-15,Nacogdoches,3
2020-11-16,Nacogdoches,6
2020-11-17,Nacogdoches,4
2020-11-18,Nacogdoches,4
2020-11-19,Nacogdoches,5
2020-11-20,Nacogdoches,5
2020-11-21,Nacogdoches,5
2020-11-22,Nacogdoches,5
2020-11-23,Nacogdoches,6
2020-11-24,Nacogdoches,3
2020-11-25,Nacogdoches,3
2020-11-26,Nacogdoches,3
2020-11-27,Nacogdoches,3
2020-11-28,Nacogdoches,2
2020-11-29,Nacogdoches,2
2020-11-30,Nacogdoches,3
2020-12-01,Nacogdoches,6
2020-12-02,Nacogdoches,3
2020-12-03,Nacogdoches,3
2020-12-04,Nacogdoches,3
2020-12-05,Nacogdoches,3
2020-12-06,Nacogdoches,4
2020-12-07,Nacogdoches,4
2020-12-08,Nacogdoches,7
2020-12-09,Nacogdoches,4
2020-12-10,Nacogdoches,7
2020-12-11,Nacogdoches,6
2020-12-12,Nacogdoches,6
2020-12-13,Nacogdoches,7
2020-12-14,Nacogdoches,8
2020-12-15,Nacogdoches,10
2020-12-16,Nacogdoches,8
2020-12-17,Nacogdoches,7
2020-12-18,Nacogdoches,7
2020-12-19,Nacogdoches,8
2020-12-20,Nacogdoches,10
2020-12-21,Nacogdoches,9
2020-12-22,Nacogdoches,12
2020-12-23,Nacogdoches,10
2020-12-24,Nacogdoches,10
2020-12-25,Nacogdoches,8
2020-12-26,Nacogdoches,10
2020-12-27,Nacogdoches,11
2020-12-28,Nacogdoches,13
2020-12-29,Nacogdoches,13
2020-12-30,Nacogdoches,14
2020-12-31,Nacogdoches,13
2021-01-01,Nacogdoches,13
2021-01-02,Nacogdoches,14
2021-01-03,Nacogdoches,15
2021-01-04,Nacogdoches,15
2021-01-05,Nacogdoches,16
2021-01-06,Nacogdoches,15
2021-01-07,Nacogdoches,15
2021-01-08,Nacogdoches,16
2021-01-09,Nacogdoches,15
2021-01-10,Nacogdoches,14
2021-01-11,Nacogdoches,18
2021-01-12,Nacogdoches,18
2021-01-13,Nacogdoches,7
